ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions_Text.stopped,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,WhiteMale_InGrp,Spencer,Jack,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Jack charges forward. He swings his weapon with all his might.,Jack parries the troll's counterattack and makes a critical hit. He defeats the troll with minimal injuries.,The troll proves resistant against Jack’s attack and counters their attack. He suffers damage from several attacks before felling the troll. ,Jack,6,,,,,0,0,0,0,0,5,5,5,283.6469928000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.62983859999804,283.6469928000006,283.6469928000006,283.68059699999867,5,0.030914100003428757,None,283.68093360000057,283.7285580000025,289.71772690000944,289.7177373000304,289.72999150003307,289.72999150003307,295.98569050000515,295.98569050000515,295.8476368000265,295.98351769999135,295.98569050000515,295.98569050000515,296.68049870000686,5,0.6924059999873862,None,296.68088890000945,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,296.7436086999951,301.21459009998944,"['2', '2']","[3.718979600002058, 4.408061900001485]","[0.0009756999788805842, 0.0008863999973982573]",None,301.21524730004603,301.23805079999147,301.23805079999147,301.23805079999147,,,,306.2301130000269,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Spencer picks up a nearby rock. He uses the rock to try to smash away some of the metal.,Spencer is successful. He stores some of the ore to prospect later.,Spencer accidentally bashes their hand in the process. He suffers an injury.,Spencer,7,,,,,0,0,0,0,0,6,6,6,306.2467411000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.230429999996,306.2467411000398,306.2467411000398,306.6809620000422,5,0.43095099995844066,None,306.6814794000238,306.7359840000281,312.7240773999947,312.7240878000157,312.754505000019,312.754505000019,320.0419593999977,320.0419593999977,319.8998540000175,320.03626399999484,320.0419593999977,320.0419593999977,320.681541500031,5,0.6359012000029907,None,320.6822036000085,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,320.7527723000385,326.3054911000072,"['2', '2']","[4.985673299990594, 5.496003500011284]","[0.0010819000308401883, None]",None,326.30574010004057,326.3151052999892,326.3151052999892,326.3151052999892,,,,331.3133430000162,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,8,INT,The duo stumbles across the camp of a known murdering bandit.,Jack tries to think of a clever way to subdue the bandit. He hides while pondering.,Jack navigates a path behind the bandit. He hits them over the head with rock.,Jack attempts to sneak behind the bandit. He is caught and is painfully struck before subduing the bandit. ,Jack,7,,,,,0,0,0,0,0,7,7,7,331.32989560003625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.3136544000008,331.32989560003625,331.32989560003625,331.6800888000289,5,0.3482304000062868,None,331.68042480002623,331.72784900001716,337.68079400004353,337.68081900000107,337.740496500046,337.740496500046,344.9774438000168,344.9774438000168,344.83573350001825,344.97160019999137,344.9774438000168,344.9774438000168,345.6801344000269,5,0.7006184999481775,None,345.68053060001694,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,345.742120800016,351.27053939999314,None,,,"['1', '1']",351.270788200025,351.28121079999255,351.28121079999255,351.28121079999255,,,,356.2798953000456,"[3.1792762000113726, 5.464397399977315]","[0.0010043000220321119, 0.0009671000298112631]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Spencer tries to muscle his way up the rock.,Spencer successfully climbs to the top of the rock. He spots a shortcut to a known hunting ground.,Spencer was unable to clumb the rock. He falls on his shoulder and suffers an injury.,Spencer,8,,,,,0,0,0,0,0,8,8,8,356.29635770001914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.28020999999717,356.29635770001914,356.29635770001914,356.68008820002433,5,0.38164909998886287,None,356.68046800000593,356.73293220001506,362.72608500003116,362.7260949999909,362.73034810001263,362.73034810001263,370.99900840001646,370.99900840001646,370.856904699991,370.9926278000348,370.99900840001646,370.99900840001646,371.6800024000113,5,0.6786707999999635,None,371.6804489000351,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,371.7467594000045,377.08482799999183,"['2', '2']","[4.101762600010261, 5.278775700018741]","[0.0009394999942742288, 0.0009465999901294708]",None,377.08507999998983,377.0967432000325,377.0967432000325,377.0967432000325,,,,382.09645930002443,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Jack relies on his wit to try to decipher the combination on the lock.,Jack unlocks the chest revealing a pouch of gold inside. He puts the treasure in his pack for safekeeping.,Jack triggers a trap and an arrow is launched at them. He suffers damage.,Jack,7,,,,,0,0,0,0,0,9,9,9,382.11301720002666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0967733000289,382.11301720002666,382.11301720002666,382.67991790000815,5,0.5651433999883011,None,382.6802965000388,382.7365511000389,388.7287413000013,388.72875120001845,388.763311000017,388.763311000017,396.0501745000365,396.0501745000365,395.9081375999958,396.0435199000058,396.0501745000365,396.0501745000365,396.67974220000906,5,0.6278469000244513,None,396.68005530000664,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,396.74564989999635,401.2297569999937,None,,,"['1', '1']",401.23000520002097,401.2457579000038,401.2457579000038,401.2457579000038,406.2460943000042,406.2460943000042,406.2460943000042,406.2295582999941,"[3.1048022999893874, 4.426775300002191]","[0.0009411000064574182, 0.0009431999642401934]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Jack attempts to overpower the charging dog using his pack to absorb the bite.,Jack successfully overpowers the dog. He redirects the dog and shoves it down an steep adjacent hill.,Jack is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. He gets several scratches in the process.,Jack,6,,,,,0,0,0,0,0,10,10,10,406.2460943000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.22985340002924,406.2460943000042,406.2460943000042,406.6804841000121,5,0.4320863999892026,None,406.6809910000302,406.7338720000116,412.7313565000077,412.73136670002714,412.75872590002837,412.75872590002837,419.02837960002944,419.02837960002944,418.8864742000005,419.02203739999095,419.02837960002944,419.02837960002944,419.68020280002384,5,0.6497727000387385,None,419.6807023000438,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,419.7484520000289,425.1727314000018,None,,,"['1', '1']",425.17297730001155,425.1851609000005,425.1851609000005,425.1851609000005,,,,430.1791987000033,"[4.878282699966803, 5.355962299974635]","[0.0008523000287823379, 0.000959100027102977]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Spencer attempts to slash at the branches with all his might.,Spencer successfully cuts through the branches. He suffers no ill effects.,Spencer is able to cut through after considerable effort. He suffers some injuries in the process.,Spencer,8,,,,,0,0,0,0,0,11,11,11,430.19575710000936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.1795112999971,430.19575710000936,430.19575710000936,430.67973470001016,5,0.48223580000922084,None,430.68007310002577,430.7367229000083,436.7275338000036,436.72754420002457,436.7436626999988,436.7436626999988,445.01166710001417,445.01166710001417,444.869128499995,445.00568000000203,445.01166710001417,445.01166710001417,445.6800518000382,5,0.6662732000113465,None,445.68053860001964,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,445.75282670004526,449.4306766000227,"['2', '2']","[3.1079950999701396, 3.623761299997568]","[0.0008700999896973372, 0.0008822999661788344]",None,449.43092670000624,449.4455373000237,449.4455373000237,449.4455373000237,454.4459363000351,454.4459363000351,454.4459363000351,454.4295630000415,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Spencer tries to rely on his intelligence to decipher the species of mushroom.,Spencer recalls that these mushrooms have healing properties. He stores them in their pack to sell later.,Spencer misremembers the mushroom's species. He is zapped by the mushroom's glow when they try to pick them.,Spencer,6,,,,,0,0,0,0,0,12,12,12,454.4459363000351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.42993810004555,454.4459363000351,454.4459363000351,454.6793491000426,5,0.23264760000165552,None,454.6796105999965,454.7330526000005,460.73335990001215,460.73337080003694,460.7706679000403,460.7706679000403,467.0392718000221,467.0392718000221,466.8966800000053,467.03316779999295,467.0392718000221,467.0392718000221,467.6792351999902,5,0.6393027000012808,None,467.67949569999473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,467.74454520002473,472.36422440002207,None,,,"['1', '1']",472.36486090003746,472.3838958000415,472.3838958000415,472.3838958000415,,,,477.37916410004254,"[3.533043999981601, 4.548014500003774]","[0.0010108000133186579, 0.0009194000158458948]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,14,INT,The duo come across a set of track leading off the path,Jack attempts to be clever. He looks for clues to parse the direction of the tracks.,Jack identies the direction of the tracks. He successfully avoids stepping on a nearby python in the process.,Jack identies the direction of the tracks. He accidentally steps on a python and is bitten suffering an injury in the process.,Jack,6,,,,,0,0,0,0,0,13,13,13,477.3957185000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.3795397999929,477.3957185000181,477.3957185000181,477.67957120004576,5,0.2829135000356473,None,477.68000220000977,477.7423723000102,483.73725679999916,483.73726690001786,483.76848150003934,483.76848150003934,490.03847249998944,490.03847249998944,489.8965045000077,490.032187600038,490.03847249998944,490.03847249998944,490.67958490003366,5,0.6401979000074789,None,490.6800223000464,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,490.7548322000075,495.4322550999932,None,,,"['1', '1']",495.43251290003536,495.44516490004025,495.44516490004025,495.44516490004025,500.44528929999797,500.44528929999797,500.44528929999797,500.42881320003653,"[4.290747700026259, 4.616687899979297]","[0.0008852999890223145, 0.0009826000314205885]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,15,STR,A boar emerges from the nearby foliage.,Spencer attempts to strike the boar with all his strength.,Spencer successfully strikes down the boar. He is able to reclaim some meat to sell later.,Spencer wasn't strong enough to strike down the boar. He is tripped by the boar as it escapes suffering an injury in the process.,Spencer,6,,,,,0,0,0,0,0,14,14,14,500.44528929999797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.42909079999663,500.44528929999797,500.44528929999797,500.6791908000014,5,0.23331189999589697,None,500.67949559999397,500.7392206999939,506.73790110001573,506.7379110000329,506.7743992000469,506.7743992000469,513.0448204000131,513.0448204000131,512.9021654000389,513.039267300046,513.0448204000131,513.0448204000131,513.6791322000208,5,0.6338941999711096,None,513.6794720000471,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,513.7515865000314,517.1456255000085,"['2', '2']","[2.5873404999729246, 3.3279707999899983]","[0.0008902000263333321, 0.000958800024818629]",None,517.145875599992,517.162842300022,517.162842300022,517.162842300022,,,,522.1618822000455,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Jack attempts to rely on his intelligence to find a solution. ,Jack was able to find a strong branch to lever the wagon out of the mud. He was rewarded with some gold coins.,Jack was unable to think of a solution. He is thanked by the upset villager for trying….,Jack,7,,,,,0,0,0,0,0,15,15,15,522.1786433000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.1621734999935,522.1786433000234,522.1786433000234,522.6791103000287,5,0.5000257999636233,None,522.6795463000308,522.7466625000234,528.7365725000273,528.736582600046,528.7589577999897,528.7589577999897,536.0096869000117,536.0096869000117,535.8670874999953,536.0034700999968,536.0096869000117,536.0096869000117,536.6789225999964,5,0.6689297000411898,None,536.6792639000341,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,536.7466637000325,543.8132253999938,"['2', '2']","[5.892037999990862, 6.940204499987885]","[0.0008612999808974564, 0.0006989000248722732]",None,543.8134758000378,543.8282037000172,543.8282037000172,543.8282037000172,548.8283719000174,548.8283719000174,548.8283719000174,548.8118907000171,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Jack attempts to use his strength and athleticism to climb the tree.,Jack was able to climb the tree and rescue the racoon.  He is rewarded with a few gemstones.,Jack was unable to climb the tree and scares the racoon in the process. The gnome turns some of his valubles into rocks.,Jack,7,,,,,0,0,0,0,0,16,16,16,548.8283719000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.812124899996,548.8283719000174,548.8283719000174,549.7359245000407,5,0.8503693999955431,0.019802599970716983,549.7361143000307,549.7451501000323,555.7329843000043,555.7329932000139,555.7550949000288,555.7550949000288,563.0017799999914,563.0017799999914,562.8633778000367,562.9988135000458,563.0017799999914,563.0017799999914,563.7418269999907,5,0.6768563000368886,0.01990809995913878,563.7420175000443,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,563.7577592000016,566.8587596000289,None,,,"['1', '1']",566.8590090000071,566.8706832000171,566.8706832000171,566.8706832000171,,,,571.8617661000462,"[2.2578309000236914, 3.0367832999909297]","[0.0009088999941013753, None]",555.7550949000288,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Spencer attempts to rely on his intelligence to decipher directions for the mercenaries.,Spencer was able to successfully direct the travelers. He is rewarded with some gold coins.,Spencer was unable to help and is punched for wasting the mercenary's time. He is bruised in the process.,Spencer,7,,,,,0,0,0,0,0,17,17,17,571.8783679000335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.8620242000325,571.8783679000335,571.8783679000335,572.6789987999946,5,0.8002954999683425,None,572.6794302000199,572.7518447000184,578.7449915999896,578.7450019000098,578.7664521000115,578.7664521000115,586.0547382000368,586.0547382000368,585.9131285999902,586.0492867000285,586.0547382000368,586.0547382000368,586.7396644999972,5,0.6238700000103563,0.019930300011765212,586.7398598000291,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,586.7571256000083,590.5665620000218,None,,,"['1', '1']",590.5668130000122,590.578691200004,590.578691200004,590.578691200004,,,,595.5784344000276,"[3.456465900002513, 3.7394283000030555]","[0.0009711000020615757, 0.0009884000173769891]",,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
0,WhiteMale_InGrp,Spencer,Jack,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.5785393000115,595.5948644000455,595.5948644000455,595.5948644000455,597.1441638999968,1,1.5382658000453375,0.0009327000007033348,RBDCW001,RBDCW001,2024-03-26_11h17.34.587,AdvTask_fMRI_masculinePronouns,2023.2.2,59.944635139097045,2024-03-26 11h17.40.132772 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.1442085000454,597.2071170000127,,613.1450581999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
