ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Haoyu charges forward. He swings his weapon with all his might.,Haoyu parries the troll's counterattack and makes a critical hit. He defeats the troll with minimal injuries.,The troll proves resistant against Haoyu’s attack and counters their attack. He suffers damage from several attacks before felling the troll. ,Haoyu,6,,,,,0,0,0,0,0,5,5,5,234.50999749999028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.49298380000982,234.50999749999028,234.50999749999028,234.91024740005378,5,0.39334429998416454,None,234.91061689995695,234.9375008000061,240.93014810001478,240.93015819997527,240.95974830002524,240.95974830002524,247.19734309997875,247.19734309997875,247.05474219995085,247.19014299998526,247.19734309997875,247.19734309997875,247.91061330004595,5,0.7064768000273034,None,247.9110874000471,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,247.95787719998043,253.06915220001247,None,,,"['1', '1']",253.06940030003898,253.08220679999795,253.08220679999795,253.08220679999795,,,,258.0761227000039,"[3.065621699905023, 5.0775714999763295]","[0.0009879000717774034, 0.0007025999948382378]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Jack picks up a nearby rock. He uses the rock to try to smash away some of the metal.,Jack is successful. He stores some of the ore to prospect later.,Jack accidentally bashes their hand in the process. He suffers an injury.,Jack,7,,,,,0,0,0,0,0,6,6,6,258.09290649998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.07646260003094,258.09290649998,258.09290649998,258.9100626000436,5,0.8109764000400901,None,258.9104318000609,258.9422254000092,264.9291077000089,264.92911889997777,264.9657011999516,264.9657011999516,272.2526056000497,272.2526056000497,272.110807799967,272.2471518999664,272.2526056000497,272.2526056000497,272.91042179998476,5,0.6508108000271022,None,272.9109572999878,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,272.95592009997927,280.3276185999857,None,,,"['1', '1']",280.32787749997806,280.3425016000401,280.3425016000401,280.3425016000401,285.34302849997766,285.34302849997766,285.34302849997766,285.32622839999385,"[6.729348700027913, 7.344297000090592]","[0.0009957000147551298, 0.0009465999901294708]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,8,INT,The duo stumbles across the camp of a known murdering bandit.,Haoyu tries to think of a clever way to subdue the bandit. He hides while pondering.,Haoyu navigates a path behind the bandit. He hits them over the head with rock.,Haoyu attempts to sneak behind the bandit. He is caught and is painfully struck before subduing the bandit. ,Haoyu,7,,,,,0,0,0,0,0,7,7,7,285.34302849997766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3265182999894,285.34302849997766,285.34302849997766,285.90953229996376,5,0.5606246000388637,None,285.9098476000363,285.94057249999605,291.93539770005737,291.93540860002395,291.95796100003645,291.95796100003645,299.24560589995235,299.24560589995235,299.10353129997384,299.2396090000402,299.24560589995235,299.24560589995235,299.91015919996426,5,0.6581765000009909,None,299.910586199956,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,299.95537860004697,302.8814303999534,"['2', '2']","[2.5278570000082254, 2.887851999956183]","[0.0009100999450311065, 0.0009725000709295273]",None,302.8816797999898,302.8926654000534,302.8926654000534,302.8926654000534,307.8927981000161,307.8927981000161,307.8927981000161,307.8764180999715,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Jack tries to muscle his way up the rock.,Jack successfully climbs to the top of the rock. He spots a shortcut to a known hunting ground.,Jack was unable to clumb the rock. He falls on his shoulder and suffers an injury.,Jack,8,,,,,0,0,0,0,0,8,8,8,307.8927981000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8768138999585,307.8927981000161,307.8927981000161,307.9099608999677,5,0.010706400033086538,None,307.91032999998424,307.94270110002253,313.93901970004663,313.9390306000132,313.9766282000346,313.9766282000346,322.24260420002975,322.24260420002975,322.1035139999585,322.239679899998,322.24260420002975,322.24260420002975,322.90932380000595,5,0.660996799939312,None,322.90965879999567,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,322.9520783999469,328.56544569996186,"['2', '2']","[5.006156299961731, 5.565344800008461]","[0.0009964000200852752, 0.0008698999881744385]",None,328.56569439999294,328.57659029995557,328.57659029995557,328.57659029995557,,,,333.57575489999726,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Haoyu relies on his wit to try to decipher the combination on the lock.,Haoyu unlocks the chest revealing a pouch of gold inside. He puts the treasure in his pack for safekeeping.,Haoyu triggers a trap and an arrow is launched at them. He suffers damage.,Haoyu,7,,,,,0,0,0,0,0,9,9,9,333.5922572000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.576130200061,333.5922572000418,333.5922572000418,333.90989480004646,5,0.31160280003678054,None,333.91031890001614,333.9467582999496,339.9416487000417,339.9416595000075,339.95945800002664,339.95945800002664,347.2318097000243,347.2318097000243,347.0676409000298,347.2030336000025,347.2318097000243,347.2318097000243,347.9097850000253,5,0.6720849999692291,None,347.91021949995775,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,347.95403350004926,354.59269580000546,None,,,"['1', '1']",354.592964499956,354.60851819999516,354.60851819999516,354.60851819999516,359.60901989997365,359.60901989997365,359.60901989997365,359.59268340002745,"[5.970112000009976, 6.5902063000248745]","[0.0009935999987646937, 0.000929499976336956]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Haoyu attempts to overpower the charging dog using his pack to absorb the bite.,Haoyu successfully overpowers the dog. He redirects the dog and shoves it down an steep adjacent hill.,Haoyu is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. He gets several scratches in the process.,Haoyu,6,,,,,0,0,0,0,0,10,10,10,359.60901989997365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.59303710004315,359.60901989997365,359.60901989997365,359.908736399957,5,0.29480479995254427,None,359.9089780000504,359.9414881999837,365.9408704000525,365.9408810000168,365.9775194999529,365.9775194999529,372.2840460999869,372.2840460999869,372.1424068999477,372.2781085000606,372.2840460999869,372.2840460999869,372.90931270003784,5,0.6200314000016078,None,372.90974350005854,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,372.9559621999506,380.9785442999564,None,,,['1'],380.9788256000029,380.99176700005773,380.99176700005773,380.99176700005773,,,,385.9442618000321,[6.950714300037362],[0.0008508999599143863],,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Jack attempts to slash at the branches with all his might.,Jack successfully cuts through the branches. He suffers no ill effects.,Jack is able to cut through after considerable effort. He suffers some injuries in the process.,Jack,8,,,,,0,0,0,0,0,11,11,11,385.9584580999799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.9444628000492,385.9584580999799,385.9584580999799,386.9093354999786,5,0.9454162999754772,None,386.9097213000059,386.949488400016,392.93980329995975,392.9398168999469,392.9664247999899,392.9664247999899,401.2338138000341,401.2338138000341,401.0924322999781,401.22836019995157,401.2338138000341,401.2338138000341,401.9095215999987,5,0.670047500054352,None,401.9100318000419,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,401.9619336000178,406.3453516999725,"['2', '2']","[3.556533999973908, 4.331372200045735]","[0.001035100081935525, 0.0009515999117866158]",None,406.34599800000433,406.3671166000422,406.3671166000422,406.3671166000422,,,,411.3577301000478,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Jack tries to rely on his intelligence to decipher the species of mushroom.,Jack recalls that these mushrooms have healing properties. He stores them in their pack to sell later.,Jack misremembers the mushroom's species. He is zapped by the mushroom's glow when they try to pick them.,Jack,6,,,,,0,0,0,0,0,12,12,12,411.37505759997293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.3580312000122,411.37505759997293,411.37505759997293,411.9093581000343,5,0.5288670000154525,None,411.90978330001235,411.94969409995247,417.942117700004,417.94212799996603,417.95825310004875,417.95825310004875,424.21618590003345,424.21618590003345,424.07347269996535,424.2103264000034,424.21618590003345,424.21618590003345,424.909092899994,5,0.6886441999813542,None,424.9095354999881,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,424.96456420002505,429.2084504000377,None,,,"['1', '1']",429.20871519995853,429.22449799999595,429.22449799999595,429.22449799999595,434.2252042000182,434.2252042000182,434.2252042000182,434.20876249996945,"[3.494709699996747, 4.1996772000566125]","[0.0009288000874221325, 0.0009406999452039599]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,14,INT,The duo come across a set of track leading off the path,Haoyu attempts to be clever. He looks for clues to parse the direction of the tracks.,Haoyu identies the direction of the tracks. He successfully avoids stepping on a nearby python in the process.,Haoyu identies the direction of the tracks. He accidentally steps on a python and is bitten suffering an injury in the process.,Haoyu,6,,,,,0,0,0,0,0,13,13,13,434.2252042000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.2091265999479,434.2252042000182,434.2252042000182,434.9085528999567,5,0.67960769997444,None,434.9088354000123,434.94817260000855,440.94752940000035,440.9475400999654,440.9781018999638,440.9781018999638,447.2857316000154,447.2857316000154,447.1442268999526,447.27957959997,447.2857316000154,447.2857316000154,447.9088388000382,5,0.6187494000187144,None,447.9092297999887,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,447.9655755000422,451.8468690000009,"['2', '2']","[3.206319799995981, 3.8377950999420136]","[0.00044490001164376736, 0.000974800088442862]",None,451.84713330003433,451.8587881999556,451.8587881999556,451.8587881999556,456.8580846999539,456.8580846999539,456.8580846999539,456.8414893000154,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,15,STR,A boar emerges from the nearby foliage.,Jack attempts to strike the boar with all his strength.,Jack successfully strikes down the boar. He is able to reclaim some meat to sell later.,Jack wasn't strong enough to strike down the boar. He is tripped by the boar as it escapes suffering an injury in the process.,Jack,6,,,,,0,0,0,0,0,14,14,14,456.8580846999539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8417218000395,456.8580846999539,456.8580846999539,456.90861769998446,5,0.046788199921138585,None,456.9089521999704,456.9528080000309,462.94544100004714,462.9454551000381,462.95729659998324,462.95729659998324,469.2548127999762,469.2548127999762,469.11235850001685,469.24880349996965,469.2548127999762,469.2548127999762,469.9090255999472,5,0.6502186000579968,None,469.9094525000546,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,469.96164270001464,476.5327735999599,None,,,"['1', '1']",476.53303169994615,476.544673299999,476.544673299999,476.544673299999,,,,481.5417014999548,"[5.139117599930614, 6.528670400031842]","[0.0007759000873193145, None]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Haoyu attempts to rely on his intelligence to find a solution. ,Haoyu was able to find a strong branch to lever the wagon out of the mud. He was rewarded with some gold coins.,Haoyu was unable to think of a solution. He is thanked by the upset villager for trying….,Haoyu,7,,,,,0,0,0,0,0,15,15,15,481.55863189999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.5420779000269,481.55863189999945,481.55863189999945,481.90846850001253,5,0.3464391001034528,None,481.9087996999733,481.95654629997443,487.94370649999473,487.9437176999636,487.97266800003126,487.97266800003126,495.2207834000001,495.2207834000001,495.07846350001637,495.2146357999882,495.2207834000001,495.2207834000001,495.90874500002246,5,0.68378359999042,None,495.90922859997954,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,495.96959330001846,503.093664700049,None,,,"['1', '1']",503.09390750003513,503.1074264999479,503.1074264999479,503.1074264999479,508.10805100004654,508.10805100004654,508.10805100004654,508.09161150001455,"[6.108703800011426, 7.0787069000070915]","[0.0009379000402987003, 0.0009467999916523695]",,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Haoyu attempts to use his strength and athleticism to climb the tree.,Haoyu was able to climb the tree and rescue the racoon.  He is rewarded with a few gemstones.,Haoyu was unable to climb the tree and scares the racoon in the process. The gnome turns some of his valubles into rocks.,Haoyu,7,,,,,0,0,0,0,0,16,16,16,508.10805100004654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0919382000575,508.10805100004654,508.10805100004654,508.9088755999692,5,0.796435899916105,None,508.9093405000167,508.95664560003206,514.948759800056,514.9487700000172,514.9801008000504,514.9801008000504,522.2681216000346,522.2681216000346,522.1250101999613,522.2620462999912,522.2681216000346,522.2681216000346,522.9084021999734,5,0.6370515000307932,None,522.9087841999717,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,522.968693700037,525.2001099999761,"['2', '2']","[1.4897837999742478, 2.1816386999562383]","[0.0008772000437602401, 0.0009521000320091844]",None,525.200359200011,525.2110430999892,525.2110430999892,525.2110430999892,,,,530.2076427000575,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Jack attempts to rely on his intelligence to decipher directions for the mercenaries.,Jack was able to successfully direct the travelers. He is rewarded with some gold coins.,Jack was unable to help and is punched for wasting the mercenary's time. He is bruised in the process.,Jack,7,,,,,0,0,0,0,0,17,17,17,530.2242791999597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.207886200049,530.2242791999597,530.2242791999597,530.9087632000446,5,0.6803896999917924,None,530.9092443999834,530.9560550999595,536.9571950000245,536.9572052999865,536.9740636999486,536.9740636999486,544.2122383000096,544.2122383000096,544.0704760999652,544.2062726999866,544.2122383000096,544.2122383000096,544.9088670000201,5,0.6928700000280514,None,544.9093766000587,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,544.9713363000192,552.9946628999896,None,,,['1'],552.994916500058,553.0074143999955,553.0074143999955,553.0074143999955,,,,557.9512034000363,[4.256989800021984],[0.0009166999952867627],,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.951275600004,557.9578982000239,557.9578982000239,557.9578982000239,563.1566616999917,1,5.194795900024474,None,RBDCW003_Run2,RBDCW003_Run2,2024-03-27_14h58.55.973,AdvTask_fMRI_masculinePronouns,2023.2.2,60.103088791221055,2024-03-27 14h59.11.610710 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.1566950000124,563.1980162999826,,579.157868499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
