ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player2Reveal.stopped,player1Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Encounter_intro.stopped,player_action_instructions.stopped,player_action_keys_punish.stopped,PlayerAction_text.stopped,RewardBox.stopped,PunishBox.stopped,player_action_keys_reward.stopped,rewardConfirmText.stopped,punishConfirmText.stopped,PunCountFeedback.stopped,RewCountFeedback.stopped,PunFeedback.stopped,RewFeedback.stopped,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1110,ChineseFemale_OutGrp,Emma,Yuxi,6,STR,An ogre emerges from a lift in the center of the room,Emma leaps at the ogre. She attempts to land a killing blow.,"Emma stabs the ogre in the chest, killing it instantly. She is met by roaring applause from the audience watching from above.",Emma stabs the ogre in the chest but fails to kill it instantly. She is bashed by the ogre’s fist dealing damage before it bleeds to death.,Emma,7,,,,,0,0,0,0,0,5,5,5,321.55539090000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5387064000097,321.55539090000093,321.55539090000093,322.51763430000574,5,0.8844925000012154,0.019786800010479055,322.51782630001253,322.5240310000081,328.52810039999895,328.52811160001147,328.5380933999986,328.5380933999986,335.8237036000064,335.8237036000064,335.6766984999995,335.81219920000876,335.8237036000064,335.8237036000064,336.53009920001205,5,0.6161987999948906,0.019757500005653128,336.53029600001173,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,336.5463536000025,344.5307215000066,None,['1'],[6.394471000006888],[None],344.53097269999853,344.54397150001023,344.54397150001023,344.54397150001023,349.53326090000337,,,,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,344.54397150001023,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,7,STR,The floor of the next room is covered with small spikes.,Yuxi tries to use their strength to push a nearby boulder. She pushes in the direction of the spikes.,Yuxi successfully pushes the boulder carving a path along the spikes. She makes it across safely.,Yuxi fails to push the boulder and slips in the process. She suffer damage but is able to make it across.,Yuxi,9,,,,,0,0,0,0,0,6,6,6,349.5379613000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.5334755000076,349.5379613000114,349.5379613000114,350.5589009000105,5,0.9018325999932131,0.01988770000752993,350.5590913000051,350.57130060000054,356.5565942000103,356.55661880000844,356.58800709999923,356.58800709999923,365.8410848000058,365.8410848000058,365.69472290000704,365.83006269999896,365.8410848000058,365.8410848000058,366.53828649999923,5,0.5989445000013802,0.019620499995653518,366.53849200000695,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,366.5554836000083,374.5445918000041,['2'],None,,,374.5448522000079,374.5563974000106,374.5563974000106,374.5563974000106,379.53996819999884,[7.246342800004641],[None],356.58800709999923,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Emma tries to rely on her intelligence to open the box.,Emma was able to successfully open the box finding a valuable gemstone. She adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Emma’s hand. She suffers damage. ",Emma,6,,,,,0,0,0,0,0,7,7,7,379.55557260000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.5401861999999,379.55557260000205,379.55557260000205,380.53355269999884,5,0.8843296999984886,0.019816500003798865,380.53375020000385,380.5408594000037,386.5376141000015,386.53762450000795,386.5614160000114,386.5614160000114,392.789620200012,392.789620200012,392.6494301000057,392.7853857000009,392.789620200012,392.789620200012,393.54913240000315,5,0.6503171999938786,0.019725000005564652,393.54933550000715,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,393.56509640000877,401.54887120000785,None,['1'],[2.8195650999987265],[None],401.5491291000071,401.5611992000049,401.5611992000049,401.5611992000049,406.5451235000073,,,,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,401.5611992000049,406.55423580000934,406.55423580000934,406.55423580000934,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,9,STR,A wizard shoots an ice blast towards the players.,Yuxi holds up a shield and tries to overpower the blast. She then attacks the wizard.,Yuxi holds steady with the shield. She stabs the wizard. ,Yuxi’s shield gets blown away from the blast. She stabs the wizard but is damaged from the blast.,Yuxi,7,,,,,0,0,0,0,0,8,8,8,406.55423580000934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.5453439999983,406.55423580000934,406.55423580000934,407.54629820000264,5,0.8855417999875499,0.01990480000677053,407.54648580000503,407.55399680000846,413.56186190000153,413.56187299999874,413.5776932000008,413.5776932000008,420.8673745000124,420.8673745000124,420.7198303000041,420.85625620000064,420.8673745000124,420.8673745000124,421.54550500000187,5,0.5724019000044791,0.019890099996700883,421.5457083000074,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,421.56256220000796,429.5579740000103,['2'],None,,,429.558242900006,429.57045559999824,429.57045559999824,429.57045559999824,434.55521740000404,[6.201206500001717],[None],,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Emma attempts to use her wit to solve the mystery of the crystals.,Emma deciphers that the crystals required a specific sequence of touches. She inputs the sequence and waits for the gas to dissipate before proceeding.,Emma is unable to decipher the mystery of the flashing crystals. She runs across and suffers damage before pulling a lever dissipating the gas.,Emma,8,,,,,0,0,0,0,0,9,9,9,434.5718796000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.5554303000099,434.5718796000001,434.5718796000001,435.562124700009,5,0.8680274000071222,0.0197652999922866,435.56231990001106,435.57184920000145,441.55462510000507,441.55463510000845,441.5718984000123,441.5718984000123,449.839232600003,449.839232600003,449.69223250000505,449.8285532000009,449.839232600003,449.839232600003,450.5682894000056,5,0.6018063999945298,0.01961479999590665,450.5684879000037,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,450.58495870001207,458.57194300000265,None,['1'],[5.989719599994714],[None],458.5726075999992,458.59761520000757,458.59761520000757,458.59761520000757,463.57111109999823,,,441.5718984000123,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Emma relies on their strength to try and turn the wheel. She tries with all their might.,Emma successfully turns the valve shutting off the steam. She creates safe passage to the next chamber.,Emma is unable to turn the wheel. She is forced to dash across the hot steam and takes damage in the process.,Emma,8,,,,,0,0,0,0,0,10,10,10,463.5869435000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.5713344000105,463.5869435000059,463.5869435000059,464.45441910000227,5,0.8541345999983605,None,464.4547012000112,464.58306370000355,470.58353380000335,470.58354550000513,470.6234345000121,470.6234345000121,478.88670560000173,478.88670560000173,478.74329600000056,478.87961620000715,478.88670560000173,478.88670560000173,479.45437550000497,5,0.5541851000016322,None,479.45472860000154,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,479.59621660000994,487.5680909000075,None,['1'],[6.502663400009624],[None],487.56835250000586,487.5807674000098,487.5807674000098,487.5807674000098,492.45609120000154,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,12,STR,A zombie emerges from the corner and swings its club.,Yuxi reflexively tried to grab the club. her attempts to overpower the swing. ,Yuxi successfully stops the blow. She decapitates the zombie in retaliation.,Yuxi is unable to stop the attack before and suffers damage. She was able to decapitate the zombie in retaliation.,Yuxi,8,,,,,0,0,0,0,0,11,11,11,492.6003274000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.45700110000325,492.6003274000104,492.6003274000104,493.45461590000195,5,0.840636099994299,None,493.4550614000036,493.58529070000804,499.5899803000066,499.58999120000226,499.615521300002,499.615521300002,507.88791600000695,507.88791600000695,507.7413263000053,507.8768859999982,507.88791600000695,507.88791600000695,508.4551477000059,5,0.5530213000020012,None,508.4559748000029,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,508.6100989000115,516.5771671000111,['2'],None,,,516.5774396000052,516.5896188000042,516.5896188000042,516.5896188000042,521.4564703000069,[6.068662699995912],[None],,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,13,INT,A vast pit connects the entrance and exit to the chamber. ,Yuxi tries to leverage her cleverness to devise a way to cross.,Yuxi’s throws dirt over the gap. She reveals an invisible bridge and makes it across safely.,Yuxi’s unsuccessfully tries to think of a plan. She jumps across but drops some valuables from her pack.,Yuxi,6,,,,,0,0,0,0,0,12,12,12,521.6121538000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.457404700006,521.6121538000007,521.6121538000007,522.4546998000005,5,0.8288669000030495,None,522.4550802000012,522.601181200007,528.5943534000107,528.5943646000087,528.628884100006,528.628884100006,534.9372588000115,534.9372588000115,534.7894439000083,534.926171900006,534.9372588000115,534.9372588000115,535.4542298000015,5,0.5038882000080775,None,535.4545384000085,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,535.6669113000098,543.5836885000026,None,['1'],[6.436920000007376],[None],543.583950500004,543.5973436000058,543.5973436000058,543.5973436000058,548.5866569000063,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,14,INT,A blind serpent patrols the next room.,Emma tries to rely on her cleverness to silently outmanuever the serpent.,Emma throws a pebble to distract the serpent. She successfully distract it long enough and makes it through.,Emma tries to sneak across but slips. She makes it passed but the serpent bites their pack causing some valuables to spill.,Emma,7,,,,,0,0,0,0,0,13,13,13,548.6045129000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.5869129000057,548.6045129000122,548.6045129000122,549.4541250000038,5,0.8364321999979438,None,549.4547011000104,549.606672000009,555.5984959000052,555.5985070000024,555.6384887000022,555.6384887000022,562.888680300006,562.888680300006,562.7420458000124,562.8776953000051,562.888680300006,562.888680300006,563.4537443000008,5,0.552286499994807,None,563.454043500009,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,563.6170456000109,571.6627852000092,None,['1'],[7.817663199995877],[None],571.66304520001,571.6757810000126,571.6757810000126,571.6757810000126,576.6015519000066,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Yuxi tries to muster her strength to pull the platform up.,Yuxi successfully pulls the bridge up. She latches it to a nearby pillar.,Yuxi only partically pulls up the lift but not enough to be useable. She is forced to jump across dropping some valuables from their pack in the process. ,Yuxi,6,,,,,0,0,0,0,0,14,14,14,576.6041628000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6018813000119,576.6041628000094,576.6041628000094,577.4542919000087,5,0.8367311000038171,None,577.4547294000076,577.6262966000068,583.6043285000051,583.6043391999992,583.6419116000034,583.6419116000034,589.9494478000124,589.9494478000124,589.8021977000026,589.9377711000125,589.9494478000124,589.9494478000124,590.4533349999983,5,0.4914707999996608,None,590.4535612000036,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,590.6181491000025,598.6073897000024,['2'],None,,,598.6076429000095,598.6199961000093,598.6199961000093,598.6199961000093,603.6114071000047,[5.243531500003883],[None],,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Emma relies on her mental aptitude to overcome the psychic attack.,Emma successfully breaks the hypnosis. She shatters the mirror dispelling the effect.,Emma eventually overcomes the mental anguish and is able to break the mirror. She suffers damage due to the mirror's effects.,Emma,7,,,,,0,0,0,0,0,15,15,15,603.6192507000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.611624600002,603.6192507000087,603.6192507000087,604.4538417000003,5,0.8220039000007091,None,604.4542317000014,604.6264029000013,610.6088185000117,610.6088289000036,610.6295305000094,610.6295305000094,617.922212000005,617.922212000005,617.7742656000046,617.9108355000062,617.922212000005,617.922212000005,618.4531400999986,5,0.5186344999965513,None,618.4533669000084,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,618.6240079999989,626.6130878000113,None,['1'],[4.294736300013028],[None],626.6133518999995,626.6262051000085,626.6262051000085,626.6262051000085,631.6215118000109,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,17,STR,A contending gladiator stands in front of the duo.,Emma charges the gladiator and swings with all her strength.,Emma breaks through the gladiator’s attempt to block the attack. She defeats them in a single strike.,Emma bashes the gladiator defeating them but suffers a counterattack in the process. She suffers damage.,Emma,6,,,,,0,0,0,0,0,16,16,16,631.6365963999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.621730800005,631.6365963999997,631.6365963999997,632.4534214000014,5,0.8045114999986254,None,632.4538084000087,632.6324642000109,638.6191787999996,638.6191897000099,638.6420159000118,638.6420159000118,644.8818503000075,644.8818503000075,644.7344176000042,644.8708672000066,644.8818503000075,644.8818503000075,645.4536063000123,5,0.5590591000072891,None,645.4539885999984,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,645.6463715999998,653.6221446000127,None,['1'],[6.888286900008097],[None],653.6224159000121,653.6355862000055,653.6355862000055,653.6355862000055,658.6312942000077,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,18,INT,Upon entering chamber begins to fill with water. A puzzle consisting of complex symbols is next to a release valve.,Yuxi relies on her intellect to try to solve the puzzle.,Yuxi succeeds in solving the puzzle with plenty of time. She escapes without issue.,Yuxi fails numerous times before succeeding. She must drop some valuables to reach the exit before suffocating.,Yuxi,9,,,,,0,0,0,0,0,17,17,17,658.6355560000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6315124000103,658.6355560000084,658.6355560000084,659.4538768000057,5,0.8066369000007398,None,659.4543946000049,659.6437834000099,665.6285368000099,665.6285473000025,665.635557600006,665.635557600006,674.8815624999988,674.8815624999988,674.7392017000093,674.8747489000089,674.8815624999988,674.8815624999988,675.4539034000045,5,0.5606207000091672,None,675.454353699999,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,675.6572263000126,683.640933600007,None,['1'],[6.9113519999955315],[None],683.6411973000068,683.6542966000125,683.6542966000125,683.6542966000125,688.6343767000071,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.6344527000037,688.6406253000023,688.6406253000023,688.6406253000023,691.7280941000063,1,2.87487259999034,0.08001099999819417,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_10h56.28.793,AdvTask_fMRI_masculinePronouns,2023.2.2,60.11490362693846,2024-04-15 10h56.46.411711 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.7281194000097,691.736882199999,707.7376947000012,707.7205635999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
