ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1010,WhiteFemale_OutGrp,Yuxi,Emma,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Emma charges forward. She swings her weapon with all her might.,Emma parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Emma’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Emma,6,,,,,0,0,0,0,0,5,5,5,232.77127759996802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.75505100004375,232.77127759996802,232.77127759996802,233.35442450002301,5,0.5804153000935912,None,233.3546643999871,233.4022857999662,239.40279580000788,239.40280589996837,239.4284513000166,239.4284513000166,245.7334475000389,245.7334475000389,245.59137040004134,245.72703159996308,245.7334475000389,245.7334475000389,249.35535349999554,5,3.618726099957712,None,249.35588819999248,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,249.43370529997628,254.27186019998044,"['2', '2']","[4.191974000073969, 4.781975800055079]","[0.0009264999534934759, 0.0008873000042513013]",None,254.27215179998893,254.2873791999882,254.2873791999882,254.2873791999882,259.2882679000031,259.2882679000031,259.2882679000031,259.27180089999456,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Yuxi picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Yuxi is successful. She stores some of the ore to prospect later.,Yuxi accidentally bashes their hand in the process. She suffers an injury.,Yuxi,7,,,,,0,0,0,0,0,6,6,6,259.2882679000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.27234450005926,259.2882679000031,259.2882679000031,259.35501920001116,5,0.06406240002252162,None,259.3555228000041,259.40514409996103,265.4133168000262,265.41332779999357,265.4488083999604,265.4488083999604,272.73962570005096,272.73962570005096,272.5936971999472,272.72913999995217,272.73962570005096,272.73962570005096,273.35485080000944,5,0.6126712000695989,None,273.35534060001373,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,273.42593400005717,278.52600960002746,"['2', '2']","[4.554730199975893, 5.048767999978736]","[0.0010273000225424767, 0.0008596000261604786]",None,278.5262685000198,278.53754749998916,278.53754749998916,278.53754749998916,283.53741790005006,283.53741790005006,283.53741790005006,283.5209168000147,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,8,INT,The duo stumbles across the camp of a known murdering bandit.,Emma tries to think of a clever way to subdue the bandit. She hides while pondering.,Emma navigates a path behind the bandit. She hits them over the head with rock.,Emma attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Emma,7,,,,,0,0,0,0,0,7,7,7,283.53741790005006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.521217099973,283.53741790005006,283.53741790005006,284.35464639996644,5,0.8147926999954507,None,284.35508600005414,284.4181438999949,290.4081628000131,290.40817349997815,290.4462273999816,290.4462273999816,297.7367983000586,297.7367983000586,297.5893664000323,297.72658669995144,297.7367983000586,297.7367983000586,298.35454940004274,5,0.6154744999948889,None,298.3549973999616,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,298.42285570001695,303.8432237999514,None,,,"['1', '1']",303.8434862999711,303.854988600011,303.854988600011,303.854988600011,308.85398590005934,308.85398590005934,308.85398590005934,308.8376500000013,"[5.008836399996653, 5.3568951999768615]","[0.0009733999613672495, 0.0009649000130593777]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Yuxi tries to muscle her way up the rock.,Yuxi successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Yuxi was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Yuxi,8,,,,,0,0,0,0,0,8,8,8,308.85398590005934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8380155999912,308.85398590005934,308.85398590005934,309.35414319997653,5,0.49794190004467964,None,309.35442340001464,309.41842220001854,315.4108653999865,315.410875499947,315.44161440001335,315.44161440001335,323.71290709997993,323.71290709997993,323.5689063000027,323.7043491000077,323.71290709997993,323.71290709997993,324.35393230000045,5,0.6391075999708846,None,324.3542783999583,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,324.4180749000516,329.3444410000229,None,,,"['1', '1']",329.34469010005705,329.4030147000449,329.4030147000449,329.4030147000449,,,,334.353484799969,"[4.548652100027539, 4.846648799953982]","[0.0010210999753326178, 0.0009788000024855137]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Emma relies on her wit to try to decipher the combination on the lock.,Emma unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Emma triggers a trap and an arrow is launched at them. She suffers damage.,Emma,7,,,,,0,0,0,0,0,9,9,9,334.41137340001296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.35379029996693,334.41137340001296,334.41137340001296,335.35345569998026,5,0.940986100002192,None,335.35367119999137,335.4096295000054,341.4084991000127,341.40850979997776,341.4392338000471,341.4392338000471,348.72734059998766,348.72734059998766,348.58475270005874,348.7218068999937,348.72734059998766,348.72734059998766,349.354282699991,5,0.6249406000133604,None,349.3547933000373,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,349.422945600003,351.8167898999527,"['2', '2']","[1.8567320000147447, 2.306862600031309]","[0.0009813000215217471, 0.0009426999604329467]",None,351.8170474000508,351.82835720002186,351.82835720002186,351.82835720002186,,,,356.8207761000376,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Emma attempts to overpower the charging dog using her pack to absorb the bite.,Emma successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Emma is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Emma,6,,,,,0,0,0,0,0,10,10,10,356.83729910000693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.8212481000228,356.83729910000693,356.83729910000693,357.35443680000026,5,0.5151035999879241,None,357.35502719995566,357.4260852000443,363.41182409995236,363.4118344000308,363.41966250003316,363.41966250003316,369.72377379995305,369.72377379995305,369.57830749999266,369.7150965000037,369.72377379995305,369.72377379995305,370.353260200005,5,0.62800539995078,None,370.35350800002925,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,370.4234136999585,374.72317979997024,None,,,"['1', '1']",374.7239483000012,374.74681879999116,374.74681879999116,374.74681879999116,,,,379.73635699995793,"[3.833268499933183, 4.226320500019938]","[0.0009227000409737229, 0.0007925999816507101]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Yuxi attempts to slash at the branches with all her might.,Yuxi successfully cuts through the branches. She suffers no ill effects.,Yuxi is able to cut through after considerable effort. She suffers some injuries in the process.,Yuxi,8,,,,,0,0,0,0,0,11,11,11,379.7541935000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.7369304000167,379.7541935000336,379.7541935000336,380.3542610000586,5,0.5987020999891683,None,380.35469289997127,380.41906410001684,386.4107001000084,386.4107104999712,386.4403431999963,386.4403431999963,394.7595083999913,394.7595083999913,394.5648528999882,394.700515500037,394.7595083999913,394.7595083999913,395.35354030004237,5,0.5933308000676334,None,395.3538811999606,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,395.4285663999617,398.94295900000725,"['2', '2']","[2.7931759000057355, 3.4471383000491187]","[0.0009391000494360924, 0.0009399999398738146]",None,398.943214799976,398.95422449999023,398.95422449999023,398.95422449999023,403.9540395999793,403.9540395999793,403.9540395999793,403.93753640004434,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Yuxi tries to rely on her intelligence to decipher the species of mushroom.,Yuxi recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Yuxi misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Yuxi,6,,,,,0,0,0,0,0,12,12,12,403.9540395999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.93807759997435,403.9540395999793,403.9540395999793,404.35330259997863,5,0.39866300008725375,None,404.3535426000599,404.4138235000428,410.4157774000196,410.41578809998464,410.43748590000905,410.43748590000905,416.680015000049,416.680015000049,416.53114460001234,416.66784630005714,416.680015000049,416.680015000049,417.3534135000082,5,0.6727210000390187,None,417.3536884000059,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,417.4282886000583,422.1567849999992,"['2', '2']","[4.2795107999118045, 4.653428899939172]","[0.001087700016796589, 0.0009522000327706337]",None,422.1575103000505,422.17852309998125,422.17852309998125,422.17852309998125,,,,427.16981760005,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,14,INT,The duo come across a set of track leading off the path,Emma attempts to be clever. She looks for clues to parse the direction of the tracks.,Emma identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Emma identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,13,13,13,427.1866098999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.17011089995503,427.1866098999744,427.1866098999744,427.3531634999672,5,0.16622820007614791,None,427.353472399991,427.4166694000596,433.41851320001297,433.418523499975,433.44468179997057,433.44468179997057,439.6826922999462,439.6826922999462,439.54035699996166,439.6767020999687,439.6826922999462,439.6826922999462,439.7961861999938,5,0.05407999991439283,0.0009542000479996204,439.7963738000253,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,439.8130964000011,443.5348582000006,None,,,"['1', '1']",443.5351182000013,443.5473263999447,443.5473263999447,443.5473263999447,,,,448.535498799989,"[3.122653800062835, 3.6335560000734404]","[0.0008965999586507678, 0.001041900017298758]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,15,STR,A boar emerges from the nearby foliage.,Yuxi attempts to strike the boar with all her strength.,Yuxi successfully strikes down the boar. She is able to reclaim some meat to sell later.,Yuxi wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Yuxi,6,,,,,0,0,0,0,0,14,14,14,448.55286050005816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.53578869998455,448.55286050005816,448.55286050005816,449.3545833999524,5,0.8000572000164539,None,449.3551941999467,449.4254935999634,455.41210560000036,455.41211569996085,455.4360351000214,455.4360351000214,461.67339879996143,461.67339879996143,461.52640450000763,461.6628215999808,461.67339879996143,461.67339879996143,462.35327179997694,5,0.6794211000669748,None,462.3536518999608,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,462.4320858999854,464.6367480000481,"['2', '2']","[1.695692399982363, 2.127576700062491]","[0.0008677000878378749, 0.0009609999833628535]",None,464.6370044000214,464.6523046999937,464.6523046999937,464.6523046999937,469.6533729999792,469.6533729999792,469.6533729999792,469.63661669997964,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Emma attempts to rely on her intelligence to find a solution. ,Emma was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Emma was unable to think of a solution. She is thanked by the upset villager for trying….,Emma,7,,,,,0,0,0,0,0,15,15,15,469.6533729999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.6369886000175,469.6533729999792,469.6533729999792,470.35293930000626,5,0.6994028999470174,None,470.35316519998014,470.41813829995226,476.42032689996995,476.4203371000476,476.43637719994877,476.43637719994877,483.72426819999237,483.72426819999237,483.58235349995084,483.71772840002086,483.72426819999237,483.72426819999237,484.3539047000231,5,0.6287485000211746,None,484.3544370000018,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,484.44632039999124,487.26801989995874,None,,,"['1', '1']",487.26828219997697,487.281518499949,487.281518499949,487.281518499949,,,,492.2695149000501,"[2.070470300037414, 2.7534558000043035]","[0.0010272000217810273, 0.0009877000702545047]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Emma attempts to use her strength and athleticism to climb the tree.,Emma was able to climb the tree and rescue the racoon.  She is rewarded with a few gemstones.,Emma was unable to climb the tree and scares the racoon in the process. The gnome turns some of her valubles into rocks.,Emma,7,,,,,0,0,0,0,0,16,16,16,492.2860493999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.269830300007,492.2860493999906,492.2860493999906,492.41443520004395,5,0.06683470006100833,0.019800800015218556,492.4146206000587,492.4210362000158,498.4136990000261,498.41370869998354,498.45034670003224,498.45034670003224,505.7019240000518,505.7019240000518,505.56249030004255,505.69872159999795,505.7019240000518,505.7019240000518,506.35373069997877,5,0.6510430999333039,None,506.3542448000517,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,506.45339289994445,508.68651829997543,"['2', '2']","[1.7434951999457553, 2.1494258999591693]","[0.0008918000385165215, 0.0009132999693974853]",None,508.68677849997766,508.70243689999916,508.70243689999916,508.70243689999916,513.7027457000222,513.7027457000222,513.7027457000222,513.6863404000178,,,498.45034670003224,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Yuxi attempts to rely on her intelligence to decipher directions for the mercenaries.,Yuxi was able to successfully direct the travelers. She is rewarded with some gold coins.,Yuxi was unable to help and is punched for wasting the mercenary's time. She is bruised in the process.,Yuxi,7,,,,,0,0,0,0,0,17,17,17,513.7027457000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.6867010999704,513.7027457000222,513.7027457000222,514.3531775999581,5,0.6501370000187308,None,514.3535569000524,514.424003400025,520.4188339000102,520.4188444999745,520.4404339999892,520.4404339999892,527.6947478000075,527.6947478000075,527.5510189000051,527.6865174999693,527.6947478000075,527.6947478000075,528.3534829999553,5,0.658281399984844,None,528.354002899956,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,528.4370486000553,532.2248100000434,None,,,"['1', '1']",532.2250708000502,532.2368261000374,532.2368261000374,532.2368261000374,,,,537.2350974000292,"[3.268615599954501, 3.7122310999548063]","[0.0009890999644994736, 0.000826900009997189]",,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.2352157999994,537.2525235000066,537.2525235000066,537.2525235000066,538.668595300056,1,1.4126776000484824,0.001058399910107255,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h04.08.149,AdvTask_fMRI_masculinePronouns,2023.2.2,59.86812248528754,2024-03-27 10h04.21.333683 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6686464999802,538.7451508999802,554.6693802999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
