ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
110,ChineseFemale_OutGrp,Jack,Haoyu,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Haoyu charges forward. He swings his weapon with all his might.,Haoyu parries the troll's counterattack and makes a critical hit. He defeats the troll with minimal injuries.,The troll proves resistant against Haoyu’s attack and counters their attack. He suffers damage from several attacks before felling the troll. ,Haoyu,6,,,,,0,0,0,0,0,5,5,5,247.4715237999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.4553804999996,247.4715237999999,247.4715237999999,248.30565509999997,5,0.83127420000028,None,248.30607809999992,248.34213219999992,254.32511589999967,254.32512579999957,254.35373949999985,254.35373949999985,260.5877526999998,260.5877526999998,260.44702309999957,260.5821530999997,260.5877526999998,260.5877526999998,261.3055978999996,5,0.7156390999998621,None,261.3062910999997,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,261.34495819999984,264.1248255999999,"['2', '2']",None,,,264.12547349999977,264.1489955999996,264.1489955999996,264.1489955999996,269.1386758999997,"[2.0815293000000565, 2.734652200000255]","[0.0009574000000611704, 0.001038200000039069]",,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Jack picks up a nearby rock. He uses the rock to try to smash away some of the metal.,Jack is successful. He stores some of the ore to prospect later.,Jack accidentally bashes their hand in the process. He suffers an injury.,Jack,7,,,,,0,0,0,0,0,6,6,6,269.1550560999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.13916489999974,269.1550560999999,269.1550560999999,269.30558129999963,5,0.1479276000000027,None,269.3059624999996,269.3358575999996,275.3293107999998,275.3293208,275.3382521999997,275.3382521999997,282.6164028999997,282.6164028999997,282.47836959999995,282.6136001,282.6164028999997,282.6164028999997,283.30528449999974,5,0.6863060000000587,None,283.3056259,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,283.3485753,287.05688699999973,None,"['1', '1']","[3.064041399999951, 3.6589898000001995]","[None, 0.0009181000000353379]",287.0575464999997,287.07571259999986,287.07571259999986,287.07571259999986,292.0720586999996,,,,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,8,INT,The duo stumbles across the camp of a known murdering bandit.,Haoyu tries to think of a clever way to subdue the bandit. He hides while pondering.,Haoyu navigates a path behind the bandit. He hits them over the head with rock.,Haoyu attempts to sneak behind the bandit. He is caught and is painfully struck before subduing the bandit. ,Haoyu,7,,,,,0,0,0,0,0,7,7,7,292.0883955999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0724860999999,292.0883955999998,292.0883955999998,292.3050067999998,5,0.21423109999977896,None,292.3052455999996,292.3351687999998,298.3309049999998,298.33091479999985,298.3479391999999,298.3479391999999,305.6025204999996,305.6025204999996,305.45581619999984,305.5921598,305.6025204999996,305.6025204999996,306.3055043999998,5,0.7009720999999445,None,306.3059097999999,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,306.36347009999963,310.2603465999996,"['2', '2']",None,,,310.2605976,310.2710629999997,310.2710629999997,310.2710629999997,315.2550176,"[3.402011399999992, 3.863042299999961]","[0.0010130999999091728, 0.0009506999999757682]",315.27158099999997,315.27158099999997,315.27158099999997,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Jack tries to muscle his way up the rock.,Jack successfully climbs to the top of the rock. He spots a shortcut to a known hunting ground.,Jack was unable to clumb the rock. He falls on his shoulder and suffers an injury.,Jack,8,,,,,0,0,0,0,0,8,8,8,315.27158099999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.2553435,315.27158099999997,315.27158099999997,315.35508849999997,5,0.07447369999999864,0.0008533000000170432,315.3553946999996,315.39236839999967,321.3711604,321.37117149999995,321.38788529999965,321.38788529999965,329.6197109999998,329.6197109999998,329.47747379999964,329.61306669999976,329.6197109999998,329.6197109999998,330.3048829999998,5,0.6830488000000514,None,330.30514779999976,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,330.34584859999995,335.04524459999993,None,"['1', '1']","[4.2827917999998135, 4.659593700000187]","[0.0008788000000095053, 0.0009565999998812913]",335.0454989,335.0569045999996,335.0569045999996,335.0569045999996,340.0549937999999,,,,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Haoyu relies on his wit to try to decipher the combination on the lock.,Haoyu unlocks the chest revealing a pouch of gold inside. He puts the treasure in his pack for safekeeping.,Haoyu triggers a trap and an arrow is launched at them. He suffers damage.,Haoyu,7,,,,,0,0,0,0,0,9,9,9,340.0712331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0554009999996,340.0712331,340.0712331,340.30505619999985,5,0.23221300000022893,None,340.3054158,340.3375807999996,346.3387401,346.3387504999996,346.37653139999975,346.37653139999975,353.6693452999998,353.6693452999998,353.5228745999998,353.6589749999998,353.6693452999998,353.6693452999998,354.30545489999986,5,0.63412500000004,None,354.30591579999964,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,354.35921169999983,358.7949921999998,None,"['1', '1']","[4.149273300000004, 4.400209599999926]","[0.0009439000000384112, 0.0009749000000738306]",358.7952424,358.8065654999996,358.8065654999996,358.8065654999996,363.8044356999999,,,,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Haoyu attempts to overpower the charging dog using his pack to absorb the bite.,Haoyu successfully overpowers the dog. He redirects the dog and shoves it down an steep adjacent hill.,Haoyu is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. He gets several scratches in the process.,Haoyu,6,,,,,0,0,0,0,0,10,10,10,363.8208959999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8047548999998,363.8208959999997,363.8208959999997,364.30529339999975,5,0.48279020000018136,None,364.3056701999999,364.3466964999998,370.33464669999967,370.3346569999999,370.3696034999998,370.3696034999998,376.6111103999997,376.6111103999997,376.4636373999997,376.60018919999993,376.6111103999997,376.6111103999997,377.30523319999975,5,0.6925062000000253,None,377.3056317999999,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,377.3522976999998,380.88075789999994,"['2', '2']",None,,,380.88101089999964,380.89301929999965,380.89301929999965,380.89301929999965,385.88788469999963,"[3.0663045999999667, 3.488412800000333]","[0.0009626000000935164, 0.000783899999987625]",,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Jack attempts to slash at the branches with all his might.,Jack successfully cuts through the branches. He suffers no ill effects.,Jack is able to cut through after considerable effort. He suffers some injuries in the process.,Jack,8,,,,,0,0,0,0,0,11,11,11,385.90422579999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.88826819999986,385.90422579999995,385.90422579999995,386.3042599999999,5,0.3994540000003326,None,386.3045139999999,386.33867539999983,392.33638059999976,392.33639049999965,392.3636154999999,392.3636154999999,400.6341619,400.6341619,400.4907229999999,400.62641669999994,400.6341619,400.6341619,401.30559419999963,5,0.6695844000000761,None,401.3061155999999,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,401.36450099999956,403.88803499999995,None,"['1', '1']","[1.985928800000238, 2.46493559999999]","[0.0009980999998333573, 0.0010357000001022243]",403.88828639999974,403.9049713999998,403.9049713999998,403.9049713999998,408.8882563999996,,,408.9043167,408.9043167,408.9043167,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Jack tries to rely on his intelligence to decipher the species of mushroom.,Jack recalls that these mushrooms have healing properties. He stores them in their pack to sell later.,Jack misremembers the mushroom's species. He is zapped by the mushroom's glow when they try to pick them.,Jack,6,,,,,0,0,0,0,0,12,12,12,408.9043167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.8886285999997,408.9043167,408.9043167,409.30474219999996,5,0.3993795000001228,None,409.3051164999997,409.35333049999963,415.34134189999986,415.3413515999996,415.3539879,415.3539879,421.6542516999998,421.6542516999998,421.51111299999957,421.64742099999967,421.6542516999998,421.6542516999998,422.3043370999999,5,0.6493599000000359,None,422.30465349999986,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,422.35088499999983,427.5727296,"['2', '2']",None,,,427.57354129999976,427.594337,427.594337,427.594337,432.58719599999995,"[4.870885700000144, 5.158771100000195]","[0.0009986000000026252, 0.00100350000002436]",,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,14,INT,The duo come across a set of track leading off the path,Haoyu attempts to be clever. He looks for clues to parse the direction of the tracks.,Haoyu identies the direction of the tracks. He successfully avoids stepping on a nearby python in the process.,Haoyu identies the direction of the tracks. He accidentally steps on a python and is bitten suffering an injury in the process.,Haoyu,6,,,,,0,0,0,0,0,13,13,13,432.6039407999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.5874974999997,432.6039407999997,432.6039407999997,433.3040876,5,0.6997169000001122,None,433.3044190999999,433.346043,439.3477361999999,439.3477459999999,439.3686819999998,439.3686819999998,445.6082700999996,445.6082700999996,445.4612278999998,445.59681599999976,445.6082700999996,445.6082700999996,446.3047131999997,5,0.6952588999997715,None,446.30511149999984,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,446.3635369999997,453.6917186999999,['2'],"['1', '1', '1']","[6.419993800000157, 6.87594769999987, 7.275975500000186]","[0.0008674999999129795, 0.0009559000000081141, 0.0009170999996968021]",453.6920474999997,453.7047765999996,453.7047765999996,453.7047765999996,458.70277659999965,[4.799916200000098],[0.0009542999996483559],,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,15,STR,A boar emerges from the nearby foliage.,Jack attempts to strike the boar with all his strength.,Jack successfully strikes down the boar. He is able to reclaim some meat to sell later.,Jack wasn't strong enough to strike down the boar. He is tripped by the boar as it escapes suffering an injury in the process.,Jack,6,,,,,0,0,0,0,0,14,14,14,458.7204999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.70328549999977,458.7204999999999,458.7204999999999,459.3038293999998,5,0.58305399999972,None,459.30405809999957,459.34201529999973,465.3456763999998,465.3456867,465.3629444999997,465.3629444999997,471.6053359999996,471.6053359999996,471.45742409999957,471.5938325999996,471.6053359999996,471.6053359999996,472.30395069999986,5,0.6982438000000002,None,472.30445759999975,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,472.3603129999997,476.45290969999996,"['2', '2']",None,,,476.45316269999967,476.4650081,476.4650081,476.4650081,481.4528769999997,"[3.761191200000212, 4.047236899999916]","[0.0009517999997115112, None]",481.4701292999998,481.4701292999998,481.4701292999998,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Haoyu attempts to rely on his intelligence to find a solution. ,Haoyu was able to find a strong branch to lever the wagon out of the mud. He was rewarded with some gold coins.,Haoyu was unable to think of a solution. He is thanked by the upset villager for trying….,Haoyu,7,,,,,0,0,0,0,0,15,15,15,481.4701292999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.45325379999986,481.4701292999998,481.4701292999998,482.3039494999998,5,0.8335329999999885,None,482.3043250999999,482.3536451,488.3496009999999,488.34961079999994,488.3530602999999,488.3530602999999,495.6057810999996,495.6057810999996,495.46250169999985,495.59792749999997,495.6057810999996,495.6057810999996,496.30417999999963,5,0.6978087999996205,None,496.3046445,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,496.3655325,499.42554389999987,None,"['1', '1']","[2.8179832999999235, 3.009875799999918]","[0.0008623999997325882, 0.0009581999997863022]",499.42579609999984,499.43840759999966,499.43840759999966,499.43840759999966,504.43669739999996,,,,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Haoyu attempts to use his strength and athleticism to climb the tree.,Haoyu was able to climb the tree and rescue the racoon.  He is rewarded with a few gemstones.,Haoyu was unable to climb the tree and scares the racoon in the process. The gnome turns some of his valubles into rocks.,Haoyu,7,,,,,0,0,0,0,0,16,16,16,504.45318759999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.4369622999998,504.45318759999964,504.45318759999964,505.30446029999985,5,0.8505495999997947,None,505.3049710999999,505.3553536999998,511.3419938999996,511.3420041999998,511.3678311999997,511.3678311999997,518.6224663999997,518.6224663999997,518.4800975999997,518.6165713999999,518.6224663999997,518.6224663999997,519.3043275999999,5,0.6811926000000312,None,519.3047704999999,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,519.3705157999998,521.7868715,None,"['1', '1']","[1.9889099000001806, 2.352935400000206]","[0.001003399999717658, 0.000960299999860581]",521.7871215999999,521.8026465999997,521.8026465999997,521.8026465999997,526.7867874999997,,,526.8032829999997,526.8032829999997,526.8032829999997,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Jack attempts to rely on his intelligence to decipher directions for the mercenaries.,Jack was able to successfully direct the travelers. He is rewarded with some gold coins.,Jack was unable to help and is punched for wasting the mercenary's time. He is bruised in the process.,Jack,7,,,,,0,0,0,0,0,17,17,17,526.8032829999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.7870865,526.8032829999997,526.8032829999997,527.3497325999997,5,0.5003885000000992,0.019774899999902118,527.3499221999996,527.3567217999998,533.3513085999998,533.3513183,533.3581454,533.3581454,540.6622208999997,540.6622208999997,540.4680822999999,540.6041974999998,540.6622208999997,540.6622208999997,541.3503495999998,5,0.6413526000001184,0.019904999999653228,541.3505422999997,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,541.3668137999998,544.0699060999996,"['2', '2']",None,,,544.0701604999999,544.0872462999996,544.0872462999996,544.0872462999996,549.0701581999997,"[2.1827306999998655, 2.6117699000001267]","[0.0009493000002294139, 0.0012082999996891886]",549.0862505,549.0862505,549.0862505,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0702799999999,549.0862505,549.0862505,549.0862505,552.4005509999997,1,3.230316600000151,0.039831000000049244,RBDCW008_Run2,RBDCW008_Run2,2024-04-12_16h05.14.760,AdvTask_fMRI_masculinePronouns,2023.2.2,60.0259191920232,2024-04-12 16h05.24.198637 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.4005736999998,552.4025066999998,568.4026207999996,568.3861516999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
