ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions_Text.stopped,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1110,ChineseFemale_OutGrp,Emma,Yuxi,6,STR,An ogre emerges from a lift in the center of the room,Emma leaps at the ogre. She attempts to land a killing blow.,"Emma stabs the ogre in the chest, killing it instantly. She is met by roaring applause from the audience watching from above.",Emma stabs the ogre in the chest but fails to kill it instantly. She is bashed by the ogre’s fist dealing damage before it bleeds to death.,Emma,7,,,,,0,0,0,0,0,5,5,5,252.43051109998487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.41431520000333,252.43051109998487,252.43051109998487,252.7473808999639,5,0.3052262999699451,None,252.74771839997265,252.7747389000142,258.7641533999704,258.76417059998494,258.8028081000084,258.8028081000084,266.0476899999776,266.0476899999776,265.90521080000326,266.04161549999844,266.0476899999776,266.0476899999776,266.7482525999658,5,0.6881296000210568,None,266.74877429998014,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,266.79548009997234,271.53314429998863,None,"['1', '1']","[1.9231420999858528, 4.703126600012183]","[0.0009726000134833157, 0.0009637000039219856]",271.5333940999699,271.54649139998946,271.54649139998946,271.54649139998946,276.5295353999827,276.5471947999904,276.5471947999904,276.5471947999904,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,7,STR,The floor of the next room is covered with small spikes.,Yuxi tries to use their strength to push a nearby boulder. She pushes in the direction of the spikes.,Yuxi successfully pushes the boulder carving a path along the spikes. She makes it across safely.,Yuxi fails to push the boulder and slips in the process. She suffer damage but is able to make it across.,Yuxi,9,,,,,0,0,0,0,0,6,6,6,276.5471947999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5298907000106,276.5471947999904,276.5471947999904,276.7474487000145,5,0.18900310003664345,None,276.7477818999905,276.7780400000047,282.7769002999994,282.77691129996674,282.8001340999617,282.8001340999617,292.0468594999984,292.0468594999984,291.9049456999637,292.04061939998064,292.0468594999984,292.0468594999984,292.7473536999896,5,0.6890725000412203,None,292.7477324999636,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,292.7922237999737,298.6363551999675,None,"['1', '1']","[5.153423300012946, 5.79649670002982]","[0.0010540999937802553, 0.0009201000211760402]",298.6366020999849,298.6477220999659,298.6477220999659,298.6477220999659,303.64673179999227,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Emma tries to rely on her intelligence to open the box.,Emma was able to successfully open the box finding a valuable gemstone. She adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Emma’s hand. She suffers damage. ",Emma,6,,,,,0,0,0,0,0,7,7,7,303.6635315999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.64698690001387,303.6635315999738,303.6635315999738,303.7480295000132,5,0.07227649999549612,None,303.748534000013,303.78543170000194,309.76856629998656,309.7685771000106,309.7982384999632,309.7982384999632,316.10479079996,316.10479079996,315.9598655999871,316.09574229997816,316.10479079996,316.10479079996,316.74765919998754,5,0.6317054000101052,None,316.7481019999832,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,316.79440189996967,321.4336599999806,"['2', '2']",None,,,321.4339137999923,321.4462074000039,321.4462074000039,321.4462074000039,326.4310855999938,326.44657649996225,326.44657649996225,326.44657649996225,"[4.059395399992354, 4.602247099974193]","[0.0008806000114418566, 0.0009883000166155398]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,9,STR,A wizard shoots an ice blast towards the players.,Yuxi holds up a shield and tries to overpower the blast. She then attacks the wizard.,Yuxi holds steady with the shield. She stabs the wizard. ,Yuxi’s shield gets blown away from the blast. She stabs the wizard but is damaged from the blast.,Yuxi,7,,,,,0,0,0,0,0,8,8,8,326.44657649996225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.4314155000029,326.44657649996225,326.44657649996225,326.74734509998234,5,0.29014919995097443,None,326.7477243000176,326.7848062000121,332.7770285999868,332.7770387000055,332.8103489999776,332.8103489999776,340.091819299967,340.091819299967,339.95308239996666,340.0891657000175,340.091819299967,340.091819299967,340.74770830001216,5,0.6452477999846451,None,340.74819730001036,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,340.79839099996025,345.94680029997835,"['2', '2']",None,,,345.9470552999992,345.9641432999633,345.9641432999633,345.9641432999633,350.96347680001054,,,,"[4.16349419998005, 5.110296099970583]","[0.0009762999834492803, 0.0008940999978221953]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Emma attempts to use her wit to solve the mystery of the crystals.,Emma deciphers that the crystals required a specific sequence of touches. She inputs the sequence and waits for the gas to dissipate before proceeding.,Emma is unable to decipher the mystery of the flashing crystals. She runs across and suffers damage before pulling a lever dissipating the gas.,Emma,8,,,,,0,0,0,0,0,9,9,9,350.9799818000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.9638173999847,350.9799818000174,350.9799818000174,351.7474022000097,5,0.7575670999940485,None,351.74785889999475,351.7894319999614,357.78335410001455,357.78336439997656,357.8099825999816,357.8099825999816,366.04785909998463,366.04785909998463,365.9055200999719,366.04195779998554,366.04785909998463,366.04785909998463,366.746823399968,5,0.6889755000011064,None,366.74716859997716,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,366.79530519997934,369.11259289999725,None,"['1', '1']","[1.9003210999653675, 2.272311099979561]","[None, 0.0009510000236332417]",369.1128552000155,369.12930659996346,369.12930659996346,369.12930659996346,374.113209299976,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Emma relies on their strength to try and turn the wheel. She tries with all their might.,Emma successfully turns the valve shutting off the steam. She creates safe passage to the next chamber.,Emma is unable to turn the wheel. She is forced to dash across the hot steam and takes damage in the process.,Emma,8,,,,,0,0,0,0,0,10,10,10,374.12959999998566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.11351729999296,374.12959999998566,374.12959999998566,374.7468475999776,5,0.6075803000130691,None,374.747179900005,374.78466609999305,380.782713899971,380.7827244999935,380.80382119998103,380.80382119998103,389.07284579996485,389.07284579996485,388.93023509997874,389.06656519998796,389.07284579996485,389.07284579996485,389.7465394999599,5,0.6641629000077955,None,389.7468821000075,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,389.79961139999796,394.9852634000126,None,"['1', '1']","[3.332032000005711, 5.127288100018632]","[0.0009624999947845936, 0.0008783999946899712]",394.9855115999817,394.99703199998476,394.99703199998476,394.99703199998476,399.9952057999908,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,12,STR,A zombie emerges from the corner and swings its club.,Yuxi reflexively tried to grab the club. her attempts to overpower the swing. ,Yuxi successfully stops the blow. She decapitates the zombie in retaliation.,Yuxi is unable to stop the attack before and suffers damage. She was able to decapitate the zombie in retaliation.,Yuxi,8,,,,,0,0,0,0,0,11,11,11,400.0132184000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9955038999906,400.0132184000104,400.0132184000104,400.7466999000171,5,0.7235562999849208,None,400.7470326999901,400.78628629999,406.7799352000002,406.7799452999607,406.79597400000785,406.79597400000785,415.08352529996773,415.08352529996773,414.9436698000063,415.079551599978,415.08352529996773,415.08352529996773,415.7472854999942,5,0.6542146999854594,None,415.7477963999845,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,415.7989876999636,419.5296895999927,"['2', '2']",None,,,419.52994179999223,419.5455103999702,419.5455103999702,419.5455103999702,424.52981889998773,424.5463913999847,424.5463913999847,424.5463913999847,"[2.3827209000010043, 3.6836899999761954]","[0.0010235999943688512, 0.0009684999822638929]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,13,INT,A vast pit connects the entrance and exit to the chamber. ,Yuxi tries to leverage her cleverness to devise a way to cross.,Yuxi’s throws dirt over the gap. She reveals an invisible bridge and makes it across safely.,Yuxi’s unsuccessfully tries to think of a plan. She jumps across but drops some valuables from her pack.,Yuxi,6,,,,,0,0,0,0,0,12,12,12,424.5463913999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.5302200000151,424.5463913999847,424.5463913999847,424.7473453999846,5,0.19070100004319102,None,424.7478427999886,424.79592900001444,430.786663100007,430.7866728999652,430.8022423000075,430.8022423000075,437.0371162999654,437.0371162999654,436.89514269999927,437.03080169996247,437.0371162999654,437.0371162999654,437.74717919999966,5,0.6997823999845423,None,437.74769069999456,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,437.80601329996716,443.0120123999659,None,"['1', '1']","[4.736836800002493, 5.152713599964045]","[0.0009886999614536762, 0.0008930999902077019]",443.01226659998065,443.0288096999866,443.0288096999866,443.0288096999866,448.0128349000006,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,14,INT,A blind serpent patrols the next room.,Emma tries to rely on her cleverness to silently outmanuever the serpent.,Emma throws a pebble to distract the serpent. She successfully distract it long enough and makes it through.,Emma tries to sneak across but slips. She makes it passed but the serpent bites their pack causing some valuables to spill.,Emma,7,,,,,0,0,0,0,0,13,13,13,448.02951899997424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.01314990001265,448.02951899997424,448.02951899997424,448.746463199961,5,0.7076426999992691,None,448.7468934999779,448.79326720000245,454.78657369996654,454.78658429998904,454.7946896000067,454.7946896000067,462.0450575000141,462.0450575000141,461.9037046000012,462.0393874999718,462.0450575000141,462.0450575000141,462.7462372999871,5,0.6921755999792367,None,462.74662300001364,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,462.7978422999731,469.18531029997393,"['2', '2']",None,,,469.1855593000073,469.197001499997,469.197001499997,469.197001499997,474.1951429999899,,,,"[5.019851099990774, 6.336895399959758]","[0.0009601999772712588, 0.0009680000366643071]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Yuxi tries to muster her strength to pull the platform up.,Yuxi successfully pulls the bridge up. She latches it to a nearby pillar.,Yuxi only partically pulls up the lift but not enough to be useable. She is forced to jump across dropping some valuables from their pack in the process. ,Yuxi,6,,,,,0,0,0,0,0,14,14,14,474.21253289998276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.19550279999385,474.21253289998276,474.21253289998276,474.7459971999633,5,0.524602799967397,None,474.7462996999966,474.79201319999993,480.7912963000126,480.79130659997463,480.8278430000064,480.8278430000064,487.06277149997186,487.06277149997186,486.92012899997644,487.0561689999886,487.06277149997186,487.06277149997186,487.7465219000005,5,0.6741313000093214,None,487.74696530000074,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,487.80681099998765,494.4967034999863,"['2', '2']",None,,,494.4969531999668,494.51182339998195,494.51182339998195,494.51182339998195,499.4958098999923,499.51228369999444,499.51228369999444,499.51228369999444,"[6.346029300009832, 6.640916300006211]","[0.0008777999901212752, 0.000901099992915988]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Emma relies on her mental aptitude to overcome the psychic attack.,Emma successfully breaks the hypnosis. She shatters the mirror dispelling the effect.,Emma eventually overcomes the mental anguish and is able to break the mirror. She suffers damage due to the mirror's effects.,Emma,7,,,,,0,0,0,0,0,15,15,15,499.51228369999444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.49611429998185,499.51228369999444,499.51228369999444,499.8288836000138,5,0.30148510000435635,0.0009939000010490417,499.8291891000117,499.87538739998126,505.84543370001484,505.8454454999883,505.86209979996784,505.86209979996784,513.1495333999628,513.1495333999628,513.0078218000126,513.1441391999833,513.1495333999628,513.1495333999628,513.7458806000068,5,0.5878686999785714,None,513.7462569999625,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,513.809796699963,517.6967892000102,None,"['1', '1']","[2.9607596999849193, 3.8348684000084177]","[0.0010186000145040452, 0.0009492000099271536]",517.6970364999725,517.7130258000107,517.7130258000107,517.7130258000107,522.712314000004,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,17,STR,A contending gladiator stands in front of the duo.,Emma charges the gladiator and swings with all her strength.,Emma breaks through the gladiator’s attempt to block the attack. She defeats them in a single strike.,Emma bashes the gladiator defeating them but suffers a counterattack in the process. She suffers damage.,Emma,6,,,,,0,0,0,0,0,16,16,16,522.7289144999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7126582000055,522.7289144999813,522.7289144999813,522.7458635999938,5,0.009090599953196943,None,522.7461617999943,522.7941212999867,528.7927373999846,528.7927478000056,528.8147533999872,528.8147533999872,535.1191113999812,535.1191113999812,534.9769243999617,535.1121739000082,535.1191113999812,535.1191113999812,535.7465188999777,5,0.6191481999703683,None,535.7470359000145,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,535.812866399996,541.8042815999943,None,"['1', '1']","[5.393914800020866, 5.899793400021736]","[0.000983899983111769, 0.0009808999602682889]",541.8045319999801,541.8150096000172,541.8150096000172,541.8150096000172,546.8117779999739,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,18,INT,Upon entering chamber begins to fill with water. A puzzle consisting of complex symbols is next to a release valve.,Yuxi relies on her intellect to try to solve the puzzle.,Yuxi succeeds in solving the puzzle with plenty of time. She escapes without issue.,Yuxi fails numerous times before succeeding. She must drop some valuables to reach the exit before suffocating.,Yuxi,9,,,,,0,0,0,0,0,17,17,17,546.8283407000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.8120229999768,546.8283407000126,546.8283407000126,547.7459599999711,5,0.9104618999990635,None,547.7463350999751,547.8020906000165,553.792907199997,553.792917899962,553.8292112000054,553.8292112000054,563.0851549999788,563.0851549999788,562.9427059000009,563.0792355000158,563.0851549999788,563.0851549999788,563.7456515000085,5,0.6529639000073075,None,563.7459904999705,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,563.8128062000033,566.8528439999791,"['2', '2']",None,,,566.8530975999893,566.8641901999945,566.8641901999945,566.8641901999945,571.86108469998,,,,"[1.679983199981507, 2.9289707000134513]","[0.0009240000508725643, 0.0008936999947763979]",,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.8611905999715,571.8783444999717,571.8783444999717,571.8783444999717,577.1279320999747,1,5.2426212999853306,None,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_16h32.01.460,AdvTask_fMRI_masculinePronouns,2023.2.2,59.83720689527594,2024-04-18 16h44.35.248439 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1279709999799,577.1835326,,593.1283340000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
