ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Encounter_intro.stopped,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1010,WhiteFemale_OutGrp,Yuxi,Emma,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Emma charges forward. She swings her weapon with all her might.,Emma parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Emma’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Emma,6,,,,,0,0,0,0,0,5,5,5,243.4819755999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.46576019999338,243.4819755999779,243.4819755999779,244.2992953999783,5,0.8026854999770876,None,244.29964299997664,244.33213789999718,250.30719449999742,250.3072043999855,250.33221319998847,250.33221319998847,256.6414917999937,256.6414917999937,256.49636399999144,256.6327373999811,256.6414917999937,256.6414917999937,257.30710229999386,5,0.6431880000163801,0.01982669997960329,257.30728989999625,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,257.32425199999125,259.5829895999923,"['2', '2']",None,,,259.5832370999851,259.5973757999891,259.5973757999891,259.5973757999891,264.58217599999625,"[1.6945863000000827, 2.227310199989006]","[None, 0.0009637000039219856]",,264.5986101999879,264.5986101999879,264.5986101999879,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Yuxi picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Yuxi is successful. She stores some of the ore to prospect later.,Yuxi accidentally bashes their hand in the process. She suffers an injury.,Yuxi,7,,,,,0,0,0,0,0,6,6,6,264.5986101999879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.58248719997937,264.5986101999879,264.5986101999879,265.30926219999674,5,0.6860660999955144,0.01983289999770932,265.30944839998847,265.31546230000095,271.3096477999934,271.30966040000203,271.33307379999314,271.33307379999314,278.6239081999811,278.6239081999811,278.4816911999951,278.61791459997767,278.6239081999811,278.6239081999811,279.2987595000013,5,0.6610909999872092,None,279.2991020999907,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,279.3343736999959,284.41535259998636,"['2', '2']",None,,,284.4156021999952,284.4313590999809,284.4313590999809,284.4313590999809,289.414905099984,"[4.463297500013141, 5.039248900022358]","[0.0009880000143311918, 0.0009650999854784459]",,289.43151139997644,289.43151139997644,289.43151139997644,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,8,INT,The duo stumbles across the camp of a known murdering bandit.,Emma tries to think of a clever way to subdue the bandit. She hides while pondering.,Emma navigates a path behind the bandit. She hits them over the head with rock.,Emma attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Emma,7,,,,,0,0,0,0,0,7,7,7,289.43151139997644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.4151524999761,289.43151139997644,289.43151139997644,290.2990499000007,5,0.8531626999902073,None,290.2994228999887,290.33306289999746,296.3282946999825,296.32830519997515,296.3599143999745,296.3599143999745,303.64815979998093,303.64815979998093,303.50609929999337,303.64253039998584,303.64815979998093,303.64815979998093,304.29874829997425,5,0.6364777999988291,None,304.29909580000094,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,304.342258699995,309.8484064999793,"['2', '2']",None,,,309.84865479997825,309.86566609999863,309.86566609999863,309.86566609999863,314.86497860000236,"[5.10829420000664, 5.47221440001158]","[0.0009482000023126602, 0.0010338000138290226]",,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Yuxi tries to muscle her way up the rock.,Yuxi successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Yuxi was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Yuxi,8,,,,,0,0,0,0,0,8,8,8,314.8818720999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.86531209998066,314.8818720999989,314.8818720999989,315.3190079999913,5,0.4027381000050809,0.0198787999979686,315.3191957999952,315.3312917999865,321.31532639998477,321.3153353999951,321.3334826999926,321.3334826999926,329.6085980999924,329.6085980999924,329.4670131999883,329.60306379999383,329.6085980999924,329.6085980999924,330.2992946000013,5,0.6760415000026114,None,330.2998542999849,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,330.3375635999837,333.5005999999994,None,"['1', '1']","[2.6508944999950472, 3.1170114999986254]","[0.001129099982790649, 0.0009355999936815351]",333.5008460999816,333.5142244999879,333.5142244999879,333.5142244999879,338.4980098999804,,,321.3334826999926,338.5147111999977,338.5147111999977,338.5147111999977,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Emma relies on her wit to try to decipher the combination on the lock.,Emma unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Emma triggers a trap and an arrow is launched at them. She suffers damage.,Emma,7,,,,,0,0,0,0,0,9,9,9,338.5147111999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4982890999818,338.5147111999977,338.5147111999977,339.3236495999736,5,0.7698748999973759,0.01991719999932684,339.32383339997614,339.3308340999938,345.3155304999964,345.3155402999837,345.33104719998664,345.33104719998664,352.60370149998926,352.60370149998926,352.46240899999975,352.59847830000217,352.60370149998926,352.60370149998926,353.2984475999838,5,0.6811123999941628,None,353.2988477999752,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,353.3416570999834,355.6863441999885,None,"['1', '1']","[1.3218987000000197, 2.3107758999976795]","[None, 0.0009788000024855137]",355.6865892999922,355.69816479997826,355.69816479997826,355.69816479997826,360.6814165999822,,,345.33104719998664,360.6977190999896,360.6977190999896,360.6977190999896,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Emma attempts to overpower the charging dog using her pack to absorb the bite.,Emma successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Emma is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Emma,6,,,,,0,0,0,0,0,10,10,10,360.6977190999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.68172069999855,360.6977190999896,360.6977190999896,361.2983791999868,5,0.5868786000064574,None,361.298712799995,361.3349698999955,367.3278677999915,367.3278780999826,367.34567579999566,367.34567579999566,373.5841982999991,373.5841982999991,373.43926329998067,373.57473659998504,373.5841982999991,373.5841982999991,374.2982457999897,5,0.7002867000119295,None,374.2985887999821,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,374.3432818999863,377.5539806000015,"['2', '2']",None,,,377.5542290000012,377.5665177999763,377.5665177999763,377.5665177999763,382.56435309999506,"[2.1642686999985017, 3.1741510999854654]","[0.0009324999991804361, 0.0009663999953772873]",,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Yuxi attempts to slash at the branches with all her might.,Yuxi successfully cuts through the branches. She suffers no ill effects.,Yuxi is able to cut through after considerable effort. She suffers some injuries in the process.,Yuxi,8,,,,,0,0,0,0,0,11,11,11,382.581048299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.564666899998,382.581048299995,382.581048299995,383.2982404999784,5,0.7037909999780823,None,383.2986272999842,383.33633189997636,389.3366895999934,389.33669979998376,389.3491281000024,389.3491281000024,397.5865123999829,397.5865123999829,397.4406165999826,397.5766144999943,397.5865123999829,397.5865123999829,398.29828389998875,5,0.6979980999894906,None,398.2986800999788,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,398.3515208000026,402.34701839997433,None,"['1', '1']","[3.5159499000001233, 3.9238927999977022]","[None, 0.0009566999797243625]",402.3472761999874,402.3650229999912,402.3650229999912,402.3650229999912,407.3474639999913,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Yuxi tries to rely on her intelligence to decipher the species of mushroom.,Yuxi recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Yuxi misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Yuxi,6,,,,,0,0,0,0,0,12,12,12,407.36402369997813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.34771019997424,407.36402369997813,407.36402369997813,408.2984194000019,5,0.9206299999787007,None,408.2989116999961,408.3450024999911,414.3341328999959,414.334143199987,414.35347719999845,414.35347719999845,420.6586133999808,420.6586133999808,420.5170906999847,420.6525464000006,420.6586133999808,420.6586133999808,421.5313836999994,5,0.8669597000116482,0.0009567999804858118,421.53176419998636,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,421.5827647999977,425.42065759998513,"['2', '2']",None,,,425.4209037999972,425.4320410999935,425.4320410999935,425.4320410999935,430.43067779997364,"[3.257893600006355, 3.787754400022095]","[0.0008808000129647553, 0.0009462999878451228]",,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,14,INT,The duo come across a set of track leading off the path,Emma attempts to be clever. She looks for clues to parse the direction of the tracks.,Emma identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Emma identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,13,13,13,430.4472171999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4309327999945,430.4472171999805,430.4472171999805,431.3294886999938,5,0.8373623999941628,0.01982849999330938,431.3296762999962,431.3349757999822,437.3375272999983,437.33753789999173,437.37516419999884,437.37516419999884,443.60999399999855,443.60999399999855,443.4694498000026,443.60500109998975,443.60999399999855,443.60999399999855,463.1648344999994,5,19.552658900007373,None,463.16532259999076,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,463.21294349999516,471.17921239999123,None,None,,,471.17938339998364,471.19785769999726,471.19785769999726,471.19785769999726,476.1804832999769,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,15,STR,A boar emerges from the nearby foliage.,Yuxi attempts to strike the boar with all her strength.,Yuxi successfully strikes down the boar. She is able to reclaim some meat to sell later.,Yuxi wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Yuxi,6,,,,,0,0,0,0,0,14,14,14,476.1971970000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.18087179999566,476.1971970000013,476.1971970000013,482.6806679999863,5,6.469254700001329,None,482.6810393999913,482.7236471999786,488.6972508999752,488.6972691999981,488.73119639998185,488.73119639998185,494.9672734999913,494.9672734999913,494.8218033000012,494.9578500999778,494.9672734999913,494.9672734999913,500.4317799999844,5,5.459242700017057,None,500.43241019998095,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,500.491346099996,508.4455975999881,None,None,,,508.4457633999991,508.4628548999899,508.4628548999899,508.4628548999899,513.4462544999842,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Emma attempts to rely on her intelligence to find a solution. ,Emma was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Emma was unable to think of a solution. She is thanked by the upset villager for trying….,Emma,7,,,,,0,0,0,0,0,15,15,15,513.4783547999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.4465018999763,513.4783547999978,513.4783547999978,513.9804309999745,5,0.5001204999862239,None,513.9808254999807,514.0247787999979,519.9960590999981,519.9960799999826,520.0136572999763,520.0136572999763,527.2870048999903,527.2870048999903,527.1450000999903,527.2810465999937,527.2870048999903,527.2870048999903,528.2641741999832,5,0.9717431000026409,None,528.2646163999743,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,528.3216963000013,536.281036499975,None,None,,,536.2815731999872,536.3062394000008,536.3062394000008,536.3062394000008,541.2800092999823,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h20.04.315,AdvTask_fMRI_masculinePronouns,2023.2.2,59.941041988760055,2024-04-04 14h20.26.504375 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,541.2965466000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.2803187999816,541.2965466000023,541.2965466000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
