ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1010,WhiteFemale_OutGrp,Yuxi,Emma,6,STR,An ogre emerges from a lift in the center of the room,Yuxi leaps at the ogre. She attempts to land a killing blow.,"Yuxi stabs the ogre in the chest, killing it instantly. She is met by roaring applause from the audience watching from above.",Yuxi stabs the ogre in the chest but fails to kill it instantly. She is bashed by the ogre’s fist dealing damage before it bleeds to death.,Yuxi,7,,,,,0,0,0,0,0,5,5,5,248.23825570000918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.2222968999995,248.23825570000918,248.23825570000918,248.35522359999595,5,0.10818219999782741,None,248.35559300001478,248.39529929999844,254.39724560000468,254.39725629999884,254.4267776000197,254.4267776000197,261.67834149999544,261.67834149999544,261.53613280001446,261.672535300022,261.67834149999544,261.67834149999544,262.35493150001275,5,0.6664397999993525,None,262.3552780000027,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,262.4121484000061,266.6211276999966,None,,,"['1', '1']",266.6213810000045,266.63728059999994,266.63728059999994,266.63728059999994,271.6377534000203,271.6377534000203,271.6377534000203,271.6213059000147,"[3.7474772999994457, 4.162414599995827]","[0.0009464999893680215, 0.0010167000000365078]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,7,STR,The floor of the next room is covered with small spikes.,Emma tries to use their strength to push a nearby boulder. She pushes in the direction of the spikes.,Emma successfully pushes the boulder carving a path along the spikes. She makes it across safely.,Emma fails to push the boulder and slips in the process. She suffer damage but is able to make it across.,Emma,9,,,,,0,0,0,0,0,6,6,6,271.6377534000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.6216060000006,271.6377534000203,271.6377534000203,272.354865900008,5,0.7071901000163052,None,272.355240600009,272.4026351000066,278.395262200007,278.39527290000115,278.4040980999998,278.4040980999998,287.64721590001136,287.64721590001136,287.5051590000221,287.6410651000042,287.64721590001136,287.64721590001136,288.35433279999415,5,0.6976839999842923,None,288.3545875000127,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,288.4073547000007,294.1625746000209,None,,,"['1', '1']",294.16282389999833,294.1742901999969,294.1742901999969,294.1742901999969,,,,299.17095950001385,"[5.372280099982163, 5.70626259999699]","[0.0009200000204145908, 0.00091559998691082]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Yuxi tries to rely on her intelligence to open the box.,Yuxi was able to successfully open the box finding a valuable gemstone. She adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Yuxi’s hand. She suffers damage. ",Yuxi,6,,,,,0,0,0,0,0,7,7,7,299.18729780000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.1712858999963,299.18729780000285,299.18729780000285,299.35461150002084,5,0.15774089997285046,None,299.35494290001225,299.4021558999957,305.4019343999971,305.40194470001734,305.43364560001646,305.43364560001646,311.66806540000835,311.66806540000835,311.5264475000149,311.6623428000021,311.66806540000835,311.66806540000835,313.3545811000222,5,1.6769805999938399,None,313.3549286000198,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,313.4140780000016,317.7425802000216,"['2', '2']","[3.671622199995909, 4.27558859999408]","[0.0008459000091534108, 0.0009149000106845051]",None,317.7428295999998,317.7546818999981,317.7546818999981,317.7546818999981,,,,322.7544015000167,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,9,STR,A wizard shoots an ice blast towards the players.,Emma holds up a shield and tries to overpower the blast. She then attacks the wizard.,Emma holds steady with the shield. She stabs the wizard. ,Emma’s shield gets blown away from the blast. She stabs the wizard but is damaged from the blast.,Emma,7,,,,,0,0,0,0,0,8,8,8,322.77060150000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.7547898000048,322.77060150000034,322.77060150000034,323.3545937000017,5,0.5745276999950875,None,323.3549671000219,323.40556320000906,329.35564170000725,329.3557249000005,329.4432214999979,329.4432214999979,336.70607690000907,336.70607690000907,336.5598581999948,336.6960856000078,336.70607690000907,336.70607690000907,337.35458509999444,5,0.6386277000128757,None,337.3549842000066,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,337.4164332000073,341.6216783999989,"['2', '2']","[3.6143563000077847, 4.147257000004174]","[0.0010117999918293208, 0.0008652999822515994]",None,341.6219240000064,341.63803269999335,341.63803269999335,341.63803269999335,,,,346.63727669999935,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Yuxi attempts to use her wit to solve the mystery of the crystals.,Yuxi deciphers that the crystals required a specific sequence of touches. She inputs the sequence and waits for the gas to dissipate before proceeding.,Yuxi is unable to decipher the mystery of the flashing crystals. She runs across and suffers damage before pulling a lever dissipating the gas.,Yuxi,8,,,,,0,0,0,0,0,9,9,9,346.6539330999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6375677000033,346.6539330999949,346.6539330999949,347.3540590000048,5,0.6907964000129141,None,347.3543922000099,347.41084870000486,353.402241600008,353.4022516999976,353.4063212000183,353.4063212000183,361.7083003000007,361.7083003000007,361.56650630000513,361.70244620001176,361.7083003000007,361.7083003000007,362.3538295000035,5,0.6363640000054147,None,362.3541363000113,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,362.41366940000444,366.3253600000171,None,,,"['1', '1']",366.3256093999953,366.33896140000434,366.33896140000434,366.33896140000434,,,,371.33690039999783,"[3.3697832000034396, 3.85979899999802]","[0.0011235999991185963, 0.0009720000089146197]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Yuxi relies on their strength to try and turn the wheel. She tries with all their might.,Yuxi successfully turns the valve shutting off the steam. She creates safe passage to the next chamber.,Yuxi is unable to turn the wheel. She is forced to dash across the hot steam and takes damage in the process.,Yuxi,8,,,,,0,0,0,0,0,10,10,10,371.3538528000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.33721110000624,371.3538528000063,371.3538528000063,372.35474500001874,5,0.9913922999985516,None,372.3552159999963,372.40948060000665,378.40446230000816,378.40447239999776,378.43462489999365,378.43462489999365,386.7037307000137,386.7037307000137,386.55903319999925,386.69528489999357,386.7037307000137,386.7037307000137,387.35402420000173,5,0.6409132999833673,None,387.35438090001117,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,387.420168200013,391.6536563000118,"['2', '2']","[3.7854011000017636, 4.174374700000044]","[None, 0.0009701000235509127]",None,391.65390740000294,391.67096750001656,391.67096750001656,391.67096750001656,,,,396.66945840002154,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,12,STR,A zombie emerges from the corner and swings its club.,Emma reflexively tried to grab the club. her attempts to overpower the swing. ,Emma successfully stops the blow. She decapitates the zombie in retaliation.,Emma is unable to stop the attack before and suffers damage. She was able to decapitate the zombie in retaliation.,Emma,8,,,,,0,0,0,0,0,11,11,11,396.6867826000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.6697905000183,396.6867826000089,396.6867826000089,397.353494400013,5,0.6580025000148453,None,397.3537074000051,397.4020232000039,403.4031820000091,403.40319219999947,403.426741400006,403.426741400006,411.73060110001825,411.73060110001825,411.58891449999646,411.7244604000007,411.73060110001825,411.73060110001825,412.35401360000833,5,0.6141535999777261,None,412.35439980000956,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,412.42322339999373,416.63642290001735,"['2', '2']","[3.806307699996978, 4.147272400005022]","[0.0009680000075604767, 0.0009744999988470227]",None,416.6366820000112,416.65285980000044,416.65285980000044,416.65285980000044,,,,424.57782950002,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,13,INT,A vast pit connects the entrance and exit to the chamber. ,Emma tries to leverage her cleverness to devise a way to cross.,Emma’s throws dirt over the gap. She reveals an invisible bridge and makes it across safely.,Emma’s unsuccessfully tries to think of a plan. She jumps across but drops some valuables from her pack.,Emma,6,,,,,0,0,0,0,0,12,12,12,424.5861385000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.57803920001606,424.5861385000171,424.5861385000171,425.486837000004,5,0.8923701999883633,0.002353100018808618,425.4871868000191,425.54991160001373,431.5025408999936,431.5025598000211,431.529302800016,431.529302800016,437.80484240001533,437.80484240001533,437.65829849999864,437.7941359000106,437.80484240001533,437.80484240001533,438.3538884000154,5,0.5409399000054691,None,438.3543035000039,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,438.4324613000208,443.2788949999958,None,,,"['1', '1']",443.27914490000694,443.29133550002007,443.29133550002007,443.29133550002007,,,,448.2866230000218,"[4.411149299994577, 4.787021700001787]","[0.0009466999908909202, None]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,14,INT,A blind serpent patrols the next room.,Yuxi tries to rely on her cleverness to silently outmanuever the serpent.,Yuxi throws a pebble to distract the serpent. She successfully distract it long enough and makes it through.,Yuxi tries to sneak across but slips. She makes it passed but the serpent bites their pack causing some valuables to spill.,Yuxi,7,,,,,0,0,0,0,0,13,13,13,448.30304520000936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.2869606000022,448.30304520000936,448.30304520000936,448.3535852000059,5,0.04286919999867678,None,448.35392140000477,448.4184884999995,454.4139400999993,454.4139500000165,454.43959270001506,454.43959270001506,461.7269819000212,461.7269819000212,461.5846304000006,461.7209062000038,461.7269819000212,461.7269819000212,462.3539480000036,5,0.619815500016557,None,462.35446450000745,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,462.42812470000354,465.98723349999636,None,,,"['1', '1']",465.9874802000122,466.00381950000883,466.00381950000883,466.00381950000883,,,,471.0033564000041,"[3.0754680999962147, 3.497281399992062]","[None, 0.0009334000060334802]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Emma tries to muster her strength to pull the platform up.,Emma successfully pulls the bridge up. She latches it to a nearby pillar.,Emma only partically pulls up the lift but not enough to be useable. She is forced to jump across dropping some valuables from their pack in the process. ,Emma,6,,,,,0,0,0,0,0,14,14,14,471.0200875000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0038329999952,471.0200875000155,471.0200875000155,471.3537539000099,5,0.3257906000071671,None,471.3541795000201,471.4206673000008,477.36862900000415,477.3686469999957,477.407815500017,477.407815500017,483.6728946000221,483.6728946000221,483.5297491000092,483.6664596000046,483.6728946000221,483.6728946000221,484.3538116000127,5,0.6726867000106722,None,484.35433880001074,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,484.4348781000008,488.7918617000105,"['2', '2']","[3.660550400003558, 4.287643899995601]","[0.0009558000019751489, 0.0009327000007033348]",None,488.79210970000713,488.8038080999977,488.8038080999977,488.8038080999977,,,,493.80260359999374,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Yuxi relies on her mental aptitude to overcome the psychic attack.,Yuxi successfully breaks the hypnosis. She shatters the mirror dispelling the effect.,Yuxi eventually overcomes the mental anguish and is able to break the mirror. She suffers damage due to the mirror's effects.,Yuxi,7,,,,,0,0,0,0,0,15,15,15,493.8194592000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8029175999982,493.8194592000218,493.8194592000218,494.3533218000084,5,0.5266891000210308,None,494.35369770001853,494.42401760001667,500.41329369999585,500.41330430001835,500.4371403999976,500.4371403999976,507.7239721000078,507.7239721000078,507.5826049000025,507.71820990002016,507.7239721000078,507.7239721000078,508.35328939999454,5,0.6219089000078384,None,508.35367360000964,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,508.426710300002,512.9694746000168,None,,,"['1', '1']",512.9697260000103,512.9867932000197,512.9867932000197,512.9867932000197,,,,517.9861806000117,"[3.9776259000063874, 4.470638200000394]","[0.0009864000021480024, 0.000987899984465912]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,17,STR,A contending gladiator stands in front of the duo.,Yuxi charges the gladiator and swings with all her strength.,Yuxi breaks through the gladiator’s attempt to block the attack. She defeats them in a single strike.,Yuxi bashes the gladiator defeating them but suffers a counterattack in the process. She suffers damage.,Yuxi,6,,,,,0,0,0,0,0,16,16,16,518.0025388000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.9864939000108,518.0025388000067,518.0025388000067,518.353004500008,5,0.3438554999884218,None,518.3533411000099,518.4217983999988,524.4125868999981,524.4125970000168,524.4263810999983,524.4263810999983,530.7298996000027,530.7298996000027,530.5903686000092,530.7262714999961,530.7298996000027,530.7298996000027,531.3535086000047,5,0.6158108999952674,None,531.3539968999976,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,531.4927185999986,537.282782299997,"['2', '2']","[4.679722500004573, 5.724675000004936]","[0.0010342999885324389, None]",None,537.2830318000051,537.2946152999939,537.2946152999939,537.2946152999939,,,,542.2856589000148,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,18,INT,Upon entering chamber begins to fill with water. A puzzle consisting of complex symbols is next to a release valve.,Emma relies on her intellect to try to solve the puzzle.,Emma succeeds in solving the puzzle with plenty of time. She escapes without issue.,Emma fails numerous times before succeeding. She must drop some valuables to reach the exit before suffocating.,Emma,9,,,,,0,0,0,0,0,17,17,17,542.3023404999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2859084999945,542.3023404999985,542.3023404999985,542.3525601000001,5,0.04335660001379438,None,542.3528136000095,542.4211395000166,548.4207403000037,548.4207502000208,548.4438915000064,548.4438915000064,557.7347535000008,557.7347535000008,557.5915045000147,557.7284750000108,557.7347535000008,557.7347535000008,558.3547526000184,5,0.6112162000208627,None,558.3555967000138,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,558.4482732000179,563.1183197000064,None,,,"['1', '1']",563.1185914000089,563.1350053000206,563.1350053000206,563.1350053000206,568.135460999998,568.135460999998,568.135460999998,568.1185970000224,"[4.174062700010836, 4.586085499991896]","[0.0010871999838855118, 0.0009739000233821571]",,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1187650000211,568.135460999998,568.135460999998,568.135460999998,571.235199799994,1,3.0954086999990977,0.0009231000149156898,RBDCW007_Run1,RBDCW007_Run1,2024-04-04_14h02.49.775,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84884575033453,2024-04-04 14h09.14.205463 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.2352480000118,571.3058837999997,,587.2531895000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
