ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Encounter_intro.stopped,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1010,WhiteFemale_OutGrp,Yuxi,Emma,6,STR,An ogre emerges from a lift in the center of the room,Yuxi leaps at the ogre. She attempts to land a killing blow.,"Yuxi stabs the ogre in the chest, killing it instantly. She is met by roaring applause from the audience watching from above.",Yuxi stabs the ogre in the chest but fails to kill it instantly. She is bashed by the ogre’s fist dealing damage before it bleeds to death.,Yuxi,7,,,,,0,0,0,0,0,5,5,5,243.97000499999558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.95405060000485,243.97000499999558,243.97000499999558,244.23731250000128,5,0.26703400000405964,None,244.2376432000019,244.2764676999941,250.26471459999448,250.26472520000243,250.27439140000206,250.27439140000206,257.5617515999911,257.5617515999911,257.4210156999907,257.5561783000012,257.5617515999911,257.5617515999911,258.2710089000029,5,0.6754439000069397,0.019773199994233437,258.27119509999466,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,258.28788659999555,261.92855229999986,"['2', '2']",None,,,261.9288041999971,261.9419349999953,261.9419349999953,261.9419349999953,266.93679249999695,"[2.9750424999947427, 3.5981368999928236]","[0.0010301000002073124, 0.000934900002903305]",,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,7,STR,The floor of the next room is covered with small spikes.,Emma tries to use their strength to push a nearby boulder. She pushes in the direction of the spikes.,Emma successfully pushes the boulder carving a path along the spikes. She makes it across safely.,Emma fails to push the boulder and slips in the process. She suffer damage but is able to make it across.,Emma,9,,,,,0,0,0,0,0,6,6,6,266.95337760000257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.9371087000036,266.95337760000257,266.95337760000257,267.2757854999945,5,0.2837742999981856,0.019778100002440624,267.27597499999683,267.28635389999545,273.27576019999105,273.2757697999914,273.29156339999463,273.29156339999463,282.5453695000033,282.5453695000033,282.40349949999654,282.5388050000038,282.5453695000033,282.5453695000033,283.2731475000037,5,0.69181029999163,0.019784300005994737,283.27333850000286,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,283.2894593999954,289.1858547000011,None,"['1', '1']","[5.409701900003711, 5.84751469999901]","[0.0010111000010510907, 0.0009183999936794862]",289.1861194999947,289.20267139999487,289.20267139999487,289.20267139999487,294.1867363999918,,,273.29156339999463,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Yuxi tries to rely on her intelligence to open the box.,Yuxi was able to successfully open the box finding a valuable gemstone. She adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Yuxi’s hand. She suffers damage. ",Yuxi,6,,,,,0,0,0,0,0,7,7,7,294.20329229999334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1870809999964,294.20329229999334,294.20329229999334,294.2704425999982,5,0.03373890000511892,0.02003780000086408,294.27062949999527,294.2862036000006,300.2783064999967,300.2783170000039,300.29283579999174,300.29283579999174,306.5291222999949,306.5291222999949,306.38327690000006,306.51918339999975,306.5291222999949,306.5291222999949,307.2761352999951,5,0.7079449000011664,0.019840699998894706,307.2763258999912,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,307.29242109999177,310.30266570000094,None,"['1', '1']","[2.4797613999980967, 2.940517800001544]","[None, 0.0009509999945294112]",310.302915399996,310.3143667999975,310.3143667999975,310.3143667999975,315.30205329999444,,,,315.31929669999226,315.31929669999226,315.31929669999226,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,9,STR,A wizard shoots an ice blast towards the players.,Emma holds up a shield and tries to overpower the blast. She then attacks the wizard.,Emma holds steady with the shield. She stabs the wizard. ,Emma’s shield gets blown away from the blast. She stabs the wizard but is damaged from the blast.,Emma,7,,,,,0,0,0,0,0,8,8,8,315.31929669999226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.30232160000014,315.31929669999226,315.31929669999226,316.2763466000033,5,0.917725999999675,0.019936699987738393,316.27652699999453,316.2859094000014,322.27294149999216,322.27295119999326,322.29241470000125,322.29241470000125,329.579957199996,329.579957199996,329.4379065999965,329.57416459999513,329.579957199996,329.579957199996,330.2732195999997,5,0.6571088999917265,0.019887300004484132,330.2734211999923,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,330.2908721999993,335.9772312999994,"['2', '2']",None,,,335.9774838000012,335.9875292999932,335.9875292999932,335.9875292999932,340.98514910000085,"[5.277238199996646, 5.629335699995863]","[None, 0.0009864000021480024]",322.29241470000125,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Yuxi attempts to use her wit to solve the mystery of the crystals.,Yuxi deciphers that the crystals required a specific sequence of touches. She inputs the sequence and waits for the gas to dissipate before proceeding.,Yuxi is unable to decipher the mystery of the flashing crystals. She runs across and suffers damage before pulling a lever dissipating the gas.,Yuxi,8,,,,,0,0,0,0,0,9,9,9,341.0028878000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.98542389999784,341.0028878000012,341.0028878000012,341.5869096999959,5,0.569402799999807,0.0009879999997792765,341.58728079999855,341.6391636999906,347.60198029999447,347.602000400002,347.6212710999971,347.6212710999971,355.89147249999223,355.89147249999223,355.7480099999957,355.88477010000497,355.89147249999223,355.89147249999223,356.2811432000017,5,0.3456275999924401,0.01984620001167059,356.2813351999939,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,356.29749519999314,361.2060007999971,None,"['1', '1']","[4.4736496999976225, 4.858480100010638]","[None, 0.0009699999936856329]",361.2062520000036,361.21959849999985,361.21959849999985,361.21959849999985,366.2025718999939,,,,366.2193563000037,366.2193563000037,366.2193563000037,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Yuxi relies on their strength to try and turn the wheel. She tries with all their might.,Yuxi successfully turns the valve shutting off the steam. She creates safe passage to the next chamber.,Yuxi is unable to turn the wheel. She is forced to dash across the hot steam and takes damage in the process.,Yuxi,8,,,,,0,0,0,0,0,10,10,10,366.2193563000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.2028541000036,366.2193563000037,366.2193563000037,366.5706695999979,5,0.34903420000046026,0.0007771999953547493,366.57118129999435,366.62597860000096,372.585328000001,372.5853466999979,372.6025001999951,372.6025001999951,380.8632110000035,380.8632110000035,380.7197943999927,380.8554066999932,380.8632110000035,380.8632110000035,381.28077589999884,5,0.3738745000009658,0.01978620000591036,381.2809707999986,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,381.29833289999806,386.9370615999942,None,"['1', '1']","[5.007794700009981, 5.585698599999887]","[0.0009565999935148284, 0.0009848000045167282]",386.9373135999922,386.9520435000013,386.9520435000013,386.9520435000013,391.9353196000011,,,,391.95272909999767,391.95272909999767,391.95272909999767,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,12,STR,A zombie emerges from the corner and swings its club.,Emma reflexively tried to grab the club. her attempts to overpower the swing. ,Emma successfully stops the blow. She decapitates the zombie in retaliation.,Emma is unable to stop the attack before and suffers damage. She was able to decapitate the zombie in retaliation.,Emma,8,,,,,0,0,0,0,0,11,11,11,391.95272909999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.935693899999,391.95272909999767,391.95272909999767,392.2820819000044,5,0.2842906000005314,0.019922799998312257,392.2822651000024,392.2877567999967,398.2822581999935,398.2822679999954,398.2881284000032,398.2881284000032,406.5593258000008,406.5593258000008,406.4163145999919,406.5519140999968,406.5593258000008,406.5593258000008,407.2791656999907,5,0.6777541999908863,0.0199068000074476,407.2793535999954,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,407.2962426000013,409.4718886000046,"['2', '2']",None,,,409.47215020000294,409.4852907000022,409.4852907000022,409.4852907000022,414.46920439999667,"[1.7058026000013342, 2.1237360000086483]","[None, 0.0009591999987605959]",398.2881284000032,414.48571439999796,414.48571439999796,414.48571439999796,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,13,INT,A vast pit connects the entrance and exit to the chamber. ,Emma tries to leverage her cleverness to devise a way to cross.,Emma’s throws dirt over the gap. She reveals an invisible bridge and makes it across safely.,Emma’s unsuccessfully tries to think of a plan. She jumps across but drops some valuables from her pack.,Emma,6,,,,,0,0,0,0,0,12,12,12,414.48571439999796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.46948719999637,414.48571439999796,414.48571439999796,415.2871465999924,5,0.7514329999976326,0.019782899995334446,415.28733189999184,415.30213870000443,421.28530200000387,421.2853114000027,421.30693029999384,421.30693029999384,427.53847689999384,427.53847689999384,427.39969979999296,427.53573089999554,427.53847689999384,427.53847689999384,428.25273179999203,5,0.699657200006186,None,428.2530767999997,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,428.316522299996,433.0736456000013,None,"['1', '1']","[3.5544922000117367, 4.6885632000048645]","[0.0009875999967334792, 0.0010040000051958486]",433.0738988999947,433.0857207999943,433.0857207999943,433.0857207999943,438.0694397999905,,,421.30693029999384,438.08585719999974,438.08585719999974,438.08585719999974,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,14,INT,A blind serpent patrols the next room.,Yuxi tries to rely on her cleverness to silently outmanuever the serpent.,Yuxi throws a pebble to distract the serpent. She successfully distract it long enough and makes it through.,Yuxi tries to sneak across but slips. She makes it passed but the serpent bites their pack causing some valuables to spill.,Yuxi,7,,,,,0,0,0,0,0,13,13,13,438.08585719999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0698018999974,438.08585719999974,438.08585719999974,438.25266640000336,5,0.15219589999469463,None,438.25299809999706,438.3049325000029,444.30574049999996,444.3057511999941,444.3404309000034,444.3404309000034,451.59139210000285,451.59139210000285,451.44971929999883,451.5851790000015,451.59139210000285,451.59139210000285,451.6355596999929,5,0.03196729999035597,0.0010141999955521896,451.63578949999646,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,451.6943611000024,458.40521509999235,"['2', '2']",None,,,458.4058621000004,458.42665300000226,458.42665300000226,458.42665300000226,463.4179923000047,"[5.7549126999947475, 6.647693799997796]","[0.0007344000041484833, 0.0009254000033251941]",,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Emma tries to muster her strength to pull the platform up.,Emma successfully pulls the bridge up. She latches it to a nearby pillar.,Emma only partically pulls up the lift but not enough to be useable. She is forced to jump across dropping some valuables from their pack in the process. ,Emma,6,,,,,0,0,0,0,0,14,14,14,463.4350471999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.4182972999988,463.4350471999933,463.4350471999933,464.2525356999977,5,0.8032364999962738,None,464.2528717999958,464.30766750000475,470.2873180000024,470.2873283999943,470.31320399999095,470.31320399999095,476.57867049999186,476.57867049999186,476.4374586000049,476.57310919999145,476.57867049999186,476.57867049999186,477.2525585999974,5,0.6595891000033589,None,477.2528963999939,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,477.32127949999995,482.36885939999775,"['2', '2']",None,,,482.3691150999948,482.38438229999156,482.38438229999156,482.38438229999156,487.36841349999304,"[4.656719799997518, 4.983739299990702]","[0.0009288000001106411, 0.0009413000079803169]",,487.38513329999114,487.38513329999114,487.38513329999114,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Yuxi relies on her mental aptitude to overcome the psychic attack.,Yuxi successfully breaks the hypnosis. She shatters the mirror dispelling the effect.,Yuxi eventually overcomes the mental anguish and is able to break the mirror. She suffers damage due to the mirror's effects.,Yuxi,7,,,,,0,0,0,0,0,15,15,15,487.38513329999114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.36865429999307,487.38513329999114,487.38513329999114,488.28869960000156,5,0.8530456000007689,0.01979859999846667,488.2888949000044,488.30150180000055,494.2889498000004,494.2889596000023,494.3248479000031,494.3248479000031,501.5740592999937,501.5740592999937,501.4318606000015,501.567392500001,501.5740592999937,501.5740592999937,502.2520603000012,5,0.6640279999992345,None,502.25240280000435,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,502.3131005000032,505.6736017999938,None,"['1', '1']","[2.8709183000028133, 3.3050447999994503]","[0.0009833999938564375, None]",505.6738541999948,505.68543260000297,505.68543260000297,505.68543260000297,510.6683558999939,,,494.3248479000031,510.6851905999938,510.6851905999938,510.6851905999938,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,17,STR,A contending gladiator stands in front of the duo.,Yuxi charges the gladiator and swings with all her strength.,Yuxi breaks through the gladiator’s attempt to block the attack. She defeats them in a single strike.,Yuxi bashes the gladiator defeating them but suffers a counterattack in the process. She suffers damage.,Yuxi,6,,,,,0,0,0,0,0,16,16,16,510.6851905999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.66866429999936,510.6851905999938,510.6851905999938,511.2521907999908,5,0.5533165999950143,None,511.2525222999975,511.3092134000035,517.290127699991,517.2901383999997,517.3011181000038,517.3011181000038,523.6055626000016,523.6055626000016,523.4633111000003,523.600173999992,523.6055626000016,523.6055626000016,524.2523161999998,5,0.632671900006244,None,524.2527006000018,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,524.3225857999932,526.7404342999944,"['2', '2']",None,,,526.7406871999992,526.7520044999983,526.7520044999983,526.7520044999983,531.7520671999955,"[1.857545000006212, 2.3594837999989977]","[0.0009088999941013753, 0.0009797000093385577]",,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,18,INT,Upon entering chamber begins to fill with water. A puzzle consisting of complex symbols is next to a release valve.,Emma relies on her intellect to try to solve the puzzle.,Emma succeeds in solving the puzzle with plenty of time. She escapes without issue.,Emma fails numerous times before succeeding. She must drop some valuables to reach the exit before suffocating.,Emma,9,,,,,0,0,0,0,0,17,17,17,531.7685736999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.7524772000033,531.7685736999993,531.7685736999993,532.2519910999981,5,0.4695482999959495,None,532.2523562999995,532.314469399993,538.307581999994,538.3075928000035,538.3243866999983,538.3243866999983,547.5768249999965,547.5768249999965,547.4303971000045,547.5663250999933,547.5768249999965,547.5768249999965,548.2519667000015,5,0.6612794999964535,None,548.2523074999917,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,548.3246221000009,552.636700499992,"['2', '2']",None,,,552.637344200004,552.6574070999923,552.6574070999923,552.6574070999923,557.6516222999926,"[3.7345423999940977, 4.235490799997933]","[0.0008908000017981976, 0.0010066999966511503]",,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.6517261999979,557.6678758999915,557.6678758999915,557.6678758999915,562.2010990999988,1,4.5249247000028845,0.00026980000257026404,RBDCW010_Run1,RBDCW010_Run1,2024-04-16_15h53.54.318,AdvTask_fMRI_masculinePronouns,2023.2.2,59.92778701792261,2024-04-16 16h02.31.075890 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2011507999996,562.3079863000021,,578.2013964999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
