ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions_Text.stopped,Instructions.stopped,Delay.started,movie.started,movie.stopped,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,WhiteMale_InGrp_Swap,Jack,Spencer,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Spencer charges forward. He swings his weapon with all his might.,Spencer parries the troll's counterattack and makes a critical hit. He defeats the troll with minimal injuries.,The troll proves resistant against Spencer’s attack and counters their attack. He suffers damage from several attacks before felling the troll. ,Spencer,6,,,,,0,0,0,0,0,5,5,5,233.99013370000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.97362160000011,233.99013370000102,233.99013370000102,234.55797150000035,5,0.5663631999996142,None,234.558465600001,234.59481140000025,240.57797260000007,240.57798300000104,240.61089990000073,240.61089990000073,246.9169966999998,246.9169966999998,246.77346469999975,246.9098113,246.9169966999998,246.9169966999998,247.55757939999967,5,0.6394629000005807,None,247.55802030000086,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,247.59681249999994,249.70978540000033,"['2', '2']","[1.689798299999893, 2.065661099999488]","[0.0009171000001515495, 0.0009695000007923227]",None,249.71041490000061,249.73369249999996,249.73369249999996,249.73369249999996,254.72256800000105,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Jack picks up a nearby rock. He uses the rock to try to smash away some of the metal.,Jack is successful. He stores some of the ore to prospect later.,Jack accidentally bashes their hand in the process. He suffers an injury.,Jack,7,,,,,0,0,0,0,0,6,6,6,254.73972099999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.72288500000104,254.73972099999992,254.73972099999992,255.55704490000062,5,0.8167876999996224,None,255.55737729999964,255.58609819999947,261.58083869999973,261.58084860000054,261.5955809999996,261.5955809999996,268.8829096999998,268.8829096999998,268.7408335,268.8769368000012,268.8829096999998,268.8829096999998,269.55773620000036,5,0.6737077999987378,None,269.5582529000003,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,269.60426480000024,272.8157314,"['2', '2']","[2.8474040999990393, 3.1770579000003636]","[0.002120400000421796, 0.0010603999999148073]",None,272.81597669999974,272.8263992000011,272.8263992000011,272.8263992000011,277.8235500999999,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,8,INT,The duo stumbles across the camp of a known murdering bandit.,Spencer tries to think of a clever way to subdue the bandit. He hides while pondering.,Spencer navigates a path behind the bandit. He hits them over the head with rock.,Spencer attempts to sneak behind the bandit. He is caught and is painfully struck before subduing the bandit. ,Spencer,7,,,,,0,0,0,0,0,7,7,7,277.88270340000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.82392230000005,277.88270340000054,277.88270340000054,278.5577224999997,5,0.673883499999647,None,278.5582396000009,278.5959796999996,284.5847379000006,284.58474820000083,284.6255957000012,284.6255957000012,291.90684090000104,291.90684090000104,291.7647164000009,291.9005164000009,291.90684090000104,291.90684090000104,292.5576987000004,5,0.6497636000003695,None,292.5582101,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,292.59642859999985,297.30568740000126,None,,,"['1', '1']",297.30593430000044,297.32235089999995,297.32235089999995,297.32235089999995,302.30636940000113,"[4.373871899999358, 4.67389809999986]","[0.0009343999990960583, 0.0009161999987554736]",,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Jack tries to muscle his way up the rock.,Jack successfully climbs to the top of the rock. He spots a shortcut to a known hunting ground.,Jack was unable to clumb the rock. He falls on his shoulder and suffers an injury.,Jack,8,,,,,0,0,0,0,0,8,8,8,302.32264620000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.30668250000053,302.32264620000024,302.32264620000024,302.5574723999998,5,0.23380209999959334,None,302.5579749000008,302.5950929999999,308.58584809999957,308.5858582000001,308.61197660000107,308.61197660000107,316.88413089999995,316.88413089999995,316.7418668999999,316.87858550000055,316.88413089999995,316.88413089999995,317.5569393000005,5,0.6722855999996682,None,317.5573693000006,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,317.5981644000003,320.8960351000005,None,,,"['1', '1']",320.896284800001,320.90648090000104,320.90648090000104,320.90648090000104,325.90593100000115,"[2.916122800001176, 3.2590571000000637]","[0.0009749000000738306, 0.0009597999996913131]",,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Spencer relies on his wit to try to decipher the combination on the lock.,Spencer unlocks the chest revealing a pouch of gold inside. He puts the treasure in his pack for safekeeping.,Spencer triggers a trap and an arrow is launched at them. He suffers damage.,Spencer,7,,,,,0,0,0,0,0,9,9,9,325.9227167000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9062420999999,325.9227167000008,325.9227167000008,326.5845721000005,5,0.6336874999997235,0.019802100001470535,326.58475460000045,326.59134240000094,332.58954470000026,332.5895631000003,332.6288218000009,332.6288218000009,339.9079094000008,339.9079094000008,339.7659784000007,339.9020072000003,339.9079094000008,339.9079094000008,340.5573335000008,5,0.6486936000001151,None,340.55794419999984,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,340.61249450000105,344.42156720000094,None,,,"['1', '1']",344.4218139000004,344.4325676999997,344.4325676999997,344.4325676999997,349.4219716000007,"[3.5237431000005017, 3.7686692000006587]","[0.0009625999991840217, 0.0009618000003683846]",,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Spencer attempts to overpower the charging dog using his pack to absorb the bite.,Spencer successfully overpowers the dog. He redirects the dog and shoves it down an steep adjacent hill.,Spencer is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. He gets several scratches in the process.,Spencer,6,,,,,0,0,0,0,0,10,10,10,349.4393987000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.4224371,349.4393987000003,349.4393987000003,349.584787400001,5,0.11708060000091791,0.019632899999123765,349.5849696000005,349.59091439999975,355.58670990000064,355.58672040000056,355.61078120000093,355.61078120000093,361.84628800000064,361.84628800000064,361.7040572999995,361.8404119000006,361.84628800000064,361.84628800000064,363.2732940999995,5,1.4230845999991288,0.0010889999994105892,363.2737236000012,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,363.3288192,367.73928290000003,None,,,"['1', '1']",367.73953690000053,367.75511929999993,367.75511929999993,367.75511929999993,372.7385465999996,"[4.0623484999996435, 4.367331800000102]","[0.000965600000199629, 0.0009329000004072441]",372.75582399999985,372.75582399999985,372.75582399999985,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Jack attempts to slash at the branches with all his might.,Jack successfully cuts through the branches. He suffers no ill effects.,Jack is able to cut through after considerable effort. He suffers some injuries in the process.,Jack,8,,,,,0,0,0,0,0,11,11,11,372.75582399999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.7389495000007,372.75582399999985,372.75582399999985,373.5906840000007,5,0.8003989000008005,0.01991279999856488,373.5908672000005,373.6055206000001,379.59632070000043,379.59633100000065,379.6237318000003,379.6237318000003,387.9319529000004,387.9319529000004,387.7852548999999,387.9215815000007,387.9319529000004,387.9319529000004,388.55674680000084,5,0.6242999000005511,None,388.55725340000026,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,388.60383470000124,391.76381519999995,"['2', '2']","[2.864403300000049, 3.1104617999990296]","[0.0009554999996908009, 0.0009129000009124866]",None,391.7640599000006,391.77427519999947,391.77427519999947,391.77427519999947,396.77246000000014,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Jack tries to rely on his intelligence to decipher the species of mushroom.,Jack recalls that these mushrooms have healing properties. He stores them in their pack to sell later.,Jack misremembers the mushroom's species. He is zapped by the mushroom's glow when they try to pick them.,Jack,6,,,,,0,0,0,0,0,12,12,12,396.78879790000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.7728396000002,396.78879790000065,396.78879790000065,398.3274206999995,5,1.5014651000001322,0.0009109000002354151,398.32760580000104,398.3385281999999,404.32212869999967,404.32214920000115,404.35728349999954,404.35728349999954,410.68608830000085,410.68608830000085,410.51695629999995,410.6527954000012,410.68608830000085,410.68608830000085,411.5986172000012,5,0.8701340999996319,0.01988100000016857,411.59880410000005,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,411.6143972000009,416.7547083999998,None,,,"['1', '1']",416.75496790000034,416.77287629999955,416.77287629999955,416.77287629999955,421.7552065,"[4.485756899999615, 5.095733500000279]","[0.0009499000007053837, 0.0008940999996411847]",,,,404.35728349999954,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,14,INT,The duo come across a set of track leading off the path,Spencer attempts to be clever. He looks for clues to parse the direction of the tracks.,Spencer identies the direction of the tracks. He successfully avoids stepping on a nearby python in the process.,Spencer identies the direction of the tracks. He accidentally steps on a python and is bitten suffering an injury in the process.,Spencer,6,,,,,0,0,0,0,0,13,13,13,421.7717055000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.75548270000036,421.7717055000012,421.7717055000012,423.3060196999995,5,1.52047390000007,0.0017929000005096896,423.3064047000007,423.3500461000003,429.32239970000046,429.32241969999995,429.3427042000003,429.3427042000003,435.6753370999995,435.6753370999995,435.5044221999997,435.64034060000085,435.6753370999995,435.6753370999995,436.591399500001,5,0.8818583000011131,0.019879599998603226,436.59158800000114,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,436.6088821000012,441.86385940000036,"['2', '2']","[4.304306599999109, 5.204292899999928]","[0.0009532000003673602, 0.0009618000003683846]",None,441.8641150000003,441.8761527000006,441.8761527000006,441.8761527000006,446.87237079999977,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,15,STR,A boar emerges from the nearby foliage.,Jack attempts to strike the boar with all his strength.,Jack successfully strikes down the boar. He is able to reclaim some meat to sell later.,Jack wasn't strong enough to strike down the boar. He is tripped by the boar as it escapes suffering an injury in the process.,Jack,6,,,,,0,0,0,0,0,14,14,14,446.88888419999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.87279060000037,446.88888419999967,446.88888419999967,447.5987087000012,5,0.6684124000003067,0.01976250000006985,447.5988914999998,447.62157130000014,453.6046805999995,453.60469120000016,453.6306794000011,453.6306794000011,459.86267640000005,459.86267640000005,459.7233391999998,459.8594384000007,459.86267640000005,459.86267640000005,460.5967357999998,5,0.6946368000008079,0.01969909999934316,460.596937100001,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,460.6122336999997,463.3074426000003,"['2', '2']","[2.3138430999988486, 2.6328714999999647]","[0.0009618000003683846, 0.0009359999985463219]",None,463.3081901000005,463.3288665,463.3288665,463.3288665,468.32096190000084,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Spencer attempts to rely on his intelligence to find a solution. ,Spencer was able to find a strong branch to lever the wagon out of the mud. He was rewarded with some gold coins.,Spencer was unable to think of a solution. He is thanked by the upset villager for trying….,Spencer,7,,,,,0,0,0,0,0,15,15,15,468.3385106000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.32144549999975,468.3385106000005,468.3385106000005,468.59191380000084,5,0.21888220000073488,0.019634599999335478,468.59209740000006,468.60470110000097,474.6107434000005,474.61075379999966,474.6211456000001,474.6211456000001,481.9089287000006,481.9089287000006,481.76660340000126,481.90280019999955,481.9089287000006,481.9089287000006,482.60454070000014,5,0.6482474000004004,0.01994850000119186,482.6047235999995,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,482.6210662000012,488.17160479999984,None,,,"['1', '1']",488.17185249999966,488.18752850000055,488.18752850000055,488.18752850000055,493.1708875000004,"[5.014934500000891, 5.491972900001201]","[0.001036999999996624, 0.0009221999989676988]",493.18785000000025,493.18785000000025,493.18785000000025,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Spencer attempts to use his strength and athleticism to climb the tree.,Spencer was able to climb the tree and rescue the racoon.  He is rewarded with a few gemstones.,Spencer was unable to climb the tree and scares the racoon in the process. The gnome turns some of his valubles into rocks.,Spencer,7,,,,,0,0,0,0,0,16,16,16,493.18785000000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.171265500001,493.18785000000025,493.18785000000025,493.33862229999977,5,0.14828380000108154,0.0009620999990147538,493.3389537000003,493.3873045,499.35400200000004,499.35402500000055,499.37142479999966,499.37142479999966,506.6478439000002,506.6478439000002,506.46898280000096,506.60563320000074,506.6478439000002,506.6478439000002,508.3549280999996,5,1.706296399999701,None,508.35526390000086,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,508.4144193000011,510.2174450000002,"['2', '2']","[1.3196845000002213, 1.7516825000002427]","[0.0009401999996043742, 0.0008899999993445817]",None,510.21769380000114,510.2288335000012,510.2288335000012,510.2288335000012,515.2212708999996,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Jack attempts to rely on his intelligence to decipher directions for the mercenaries.,Jack was able to successfully direct the travelers. He is rewarded with some gold coins.,Jack was unable to help and is punched for wasting the mercenary's time. He is bruised in the process.,Jack,7,,,,,0,0,0,0,0,17,17,17,515.2377538000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2216124000006,515.2377538000001,515.2377538000001,515.5717062000003,5,0.31990740000037476,None,515.5720770000007,515.6233762000011,521.5980134000001,521.5980238000011,521.6048599999995,521.6048599999995,528.8933334000012,528.8933334000012,528.7506732000002,528.8866213000001,528.8933334000012,528.8933334000012,529.5715247999997,5,0.6638877999994293,None,529.5718556000011,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,529.6324380999995,532.8241631000001,"['2', '2']","[1.1367677000016556, 3.127540900000895]","[0.0009454999999434222, 0.0009675000001152512]",None,532.8248034000007,532.8453086000009,532.8453086000009,532.8453086000009,537.8377386000011,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.8378596000002,537.8543841999999,537.8543841999999,537.8543841999999,539.2232612000007,1,1.3187272999984998,0.0008873000006133225,RBDCW005_Run2,RBDCW005_Run2,2024-04-01_14h08.07.405,AdvTask_fMRI_masculinePronouns,2023.2.2,59.918415085821856,2024-04-01 14h08.16.684439 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.2232842000012,539.2374259000007,555.2380807999998,555.2211774000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
