ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Yuxi charges forward. She swings her weapon with all her might.,Yuxi parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Yuxi’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Yuxi,6,,,,,0,0,0,0,0,5,5,5,235.38003040000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.36404519999996,235.38003040000012,235.38003040000012,235.8391911000001,5,0.43490330000008726,0.00097989999994752,235.83941140000002,235.84800970000015,241.8466019,241.84661359999996,241.8854417,241.8854417,248.18570780000005,248.18570780000005,248.0471602,248.18289120000009,248.18570780000005,248.18570780000005,248.74720619999994,5,0.5586502000001019,None,248.7475647000001,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,248.7877188,250.25405939999996,None,,,"['1', '1']",250.25431780000008,250.26793539999994,250.26793539999994,250.26793539999994,,,,255.26351169999998,"[1.2113317000000734, 1.4371413999999731]","[0.0008642000000236294, 0.0009537000000818807]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Emma picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Emma is successful. She stores some of the ore to prospect later.,Emma accidentally bashes their hand in the process. She suffers an injury.,Emma,7,,,,,0,0,0,0,0,6,6,6,255.2798385000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.26383580000015,255.2798385000001,255.2798385000001,255.82985010000016,5,0.5352347000000464,0.0007633000000168977,255.83008919999997,255.8539671000001,261.8465414,261.8465542000001,261.8626548,261.8626548,269.1565415,269.1565415,269.0143809000001,269.1502269,269.1565415,269.1565415,269.74753610000016,5,0.586819000000105,None,269.7480981000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,269.7924399000001,272.50071679999996,"['2', '2']","[2.395430999999917, 2.6784010999999737]","[0.0010583999999198568, 0.0009697999998934392]",None,272.50097359999995,272.5127668,272.5127668,272.5127668,277.51332890000003,277.51332890000003,277.51332890000003,277.49607190000006,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,8,INT,The duo stumbles across the camp of a known murdering bandit.,Yuxi tries to think of a clever way to subdue the bandit. She hides while pondering.,Yuxi navigates a path behind the bandit. She hits them over the head with rock.,Yuxi attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Yuxi,7,,,,,0,0,0,0,0,7,7,7,277.51332890000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.496492,277.51332890000003,277.51332890000003,277.7467474,5,0.22997289999989334,None,277.74709699999994,277.7783137000001,283.7757778,283.7757884,283.7995217,283.7995217,291.08613620000006,291.08613620000006,290.94356519999997,291.0798075,291.08613620000006,291.08613620000006,291.7469401000001,5,0.656916899999942,None,291.7473496,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,291.7871354000001,293.3008873000001,None,,,"['1', '1']",293.30114320000007,293.35894410000014,293.35894410000014,293.35894410000014,,,,298.31231390000016,"[1.2206911000000673, 1.461787700000059]","[0.0009638999999879161, 0.0010218999998414802]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Emma tries to muscle her way up the rock.,Emma successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Emma was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Emma,8,,,,,0,0,0,0,0,8,8,8,298.32977300000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3126985000001,298.32977300000016,298.32977300000016,298.74652919999994,5,0.41347620000010465,None,298.74687500000005,298.7801670000001,304.77015819999997,304.7701683,304.79972109999994,304.79972109999994,313.07080870000004,313.07080870000004,312.92877780000003,313.0646313,313.07080870000004,313.07080870000004,313.7472514000001,5,0.6724022999999306,None,313.7477466,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,313.7884047,314.64032999999995,"['2', '2']","[0.5584592000000157, 0.8095803999999589]","[0.0011293000000023312, None]",None,314.64058309999996,314.6518701,314.6518701,314.6518701,,,,319.6454632,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Yuxi relies on her wit to try to decipher the combination on the lock.,Yuxi unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Yuxi triggers a trap and an arrow is launched at them. She suffers damage.,Yuxi,7,,,,,0,0,0,0,0,9,9,9,319.6628631000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.64584420000006,319.6628631000001,319.6628631000001,319.74623280000014,5,0.0805648000000474,None,319.7465479,319.7809224,325.7772973000001,325.7773085000001,325.8059584,325.8059584,333.05646120000006,333.05646120000006,332.91439749999995,333.05064330000005,333.05646120000006,333.05646120000006,333.74611530000016,5,0.6867090000000644,None,333.74635409999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,333.78753559999996,335.57975290000013,None,,,"['1', '1']",335.58000930000003,335.59546790000013,335.59546790000013,335.59546790000013,340.5958405000001,340.5958405000001,340.5958405000001,340.5793907,"[1.5272347999998601, 1.7562558999998146]","[None, 0.0009429000001546228]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Yuxi attempts to overpower the charging dog using her pack to absorb the bite.,Yuxi successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Yuxi is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Yuxi,6,,,,,0,0,0,0,0,10,10,10,340.5958405000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.57972829999994,340.5958405000001,340.5958405000001,340.8795258,5,0.2810747999999421,0.0009579000000030646,340.8798713000001,340.91703499999994,346.8952802000001,346.89529760000005,346.91259579999996,346.91259579999996,353.1451334000001,353.1451334000001,353.00292490000015,353.1385703000001,353.1451334000001,353.1451334000001,353.7467965000001,5,0.5980364000001828,None,353.7473225000001,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,353.79942570000003,355.3286164000001,None,,,"['1', '1']",355.3288897,355.3452543000001,355.3452543000001,355.3452543000001,,,,360.3292921,"[1.261479399999871, 1.4822513999999956]","[0.0010296000000380445, 0.0010148999999728403]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Emma attempts to slash at the branches with all her might.,Emma successfully cuts through the branches. She suffers no ill effects.,Emma is able to cut through after considerable effort. She suffers some injuries in the process.,Emma,8,,,,,0,0,0,0,0,11,11,11,360.3458528000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.32960909999997,360.3458528000001,360.3458528000001,360.9127711000001,5,0.553076800000099,0.0009534999999232241,360.9131181,360.9517777000001,366.9291105,366.9291253000001,366.9576855,366.9576855,375.1942232000001,375.1942232000001,375.0488468000001,375.18521120000014,375.1942232000001,375.1942232000001,375.7465512000001,5,0.5489566000001105,None,375.7470029000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,375.7985711000001,376.98603219999995,"['2', '2']","[0.8681614999998146, 1.1422334999999748]","[0.001080500000171014, 0.0009439999998903659]",None,376.9862866000001,376.9970966000001,376.9970966000001,376.9970966000001,,,,381.9957823,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Emma tries to rely on her intelligence to decipher the species of mushroom.,Emma recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Emma misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Emma,6,,,,,0,0,0,0,0,12,12,12,382.01204299999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.99610359999997,382.01204299999995,382.01204299999995,382.74681140000007,5,0.7313192999999956,None,382.7473345000001,382.7939212000001,388.77799400000004,388.77800449999995,388.7969548000001,388.7969548000001,395.0324057,395.0324057,394.8910978000001,395.0269008,395.0324057,395.0324057,395.74570970000013,5,0.7114641999999094,None,395.74606029999995,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,395.797237,397.6311161000001,"['2', '2']","[1.5244995000000472, 1.7974707000000762]","[0.0009803000000374595, None]",None,397.63136959999997,397.6450953000001,397.6450953000001,397.6450953000001,402.64541310000004,402.64541310000004,402.64541310000004,402.6290163000001,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,14,INT,The duo come across a set of track leading off the path,Yuxi attempts to be clever. She looks for clues to parse the direction of the tracks.,Yuxi identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Yuxi identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Yuxi,6,,,,,0,0,0,0,0,13,13,13,402.64541310000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.6293296000001,402.64541310000004,402.64541310000004,402.74542640000004,5,0.09881670000004306,None,402.74566070000014,402.78056030000016,408.74578569999994,408.7458034000001,408.7839021,408.7839021,415.0581092,415.0581092,414.9155167000001,415.0521109000001,415.0581092,415.0581092,415.7458316,5,0.6863315999999031,None,415.74618239999995,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,415.799348,417.93050730000004,"['2', '2']","[1.8543291999999383, 2.0893332999999075]","[0.0009901999999328837, 0.0009623000000829052]",None,417.9307603,417.9449354000001,417.9449354000001,417.9449354000001,422.9449807000001,422.9449807000001,422.9449807000001,422.9287161,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,15,STR,A boar emerges from the nearby foliage.,Emma attempts to strike the boar with all her strength.,Emma successfully strikes down the boar. She is able to reclaim some meat to sell later.,Emma wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,14,14,14,422.9449807000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.92897949999997,422.9449807000001,422.9449807000001,423.7462154,5,0.7993650999999318,None,423.7466564000001,423.7930222,429.78607940000006,429.78608899999995,429.8000999000001,429.8000999000001,436.03489880000006,436.03489880000006,435.89318950000006,436.02860409999994,436.03489880000006,436.03489880000006,436.74545090000015,5,0.7089750999998614,None,436.74579800000015,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,436.8000889,437.678723,None,,,"['1', '1']",437.67898590000004,437.6946680000001,437.6946680000001,437.6946680000001,442.6952976,442.6952976,442.6952976,442.6786955,"[0.6205929999998716, 0.8324815999999373]","[0.0009174000001621607, 0.0009717000000364351]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Yuxi attempts to rely on her intelligence to find a solution. ,Yuxi was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Yuxi was unable to think of a solution. She is thanked by the upset villager for trying….,Yuxi,7,,,,,0,0,0,0,0,15,15,15,442.6952976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.6790701,442.6952976,442.6952976,442.7456959000001,5,0.0489604000001691,None,442.7460423,442.78528270000015,448.784081,448.78409120000015,448.80924170000003,448.80924170000003,456.0951718000001,456.0951718000001,455.95263380000006,456.08874119999996,456.0951718000001,456.0951718000001,456.7462336000001,5,0.6490192999999636,None,456.746756,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,456.808622,457.6712205000001,None,,,"['1', '1']",457.6714749,457.68453620000014,457.68453620000014,457.68453620000014,,,,462.6776930000001,"[0.5409932000000026, 0.787032599999975]","[0.0009433000000171887, 0.0009339000000636588]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Yuxi attempts to use her strength and athleticism to climb the tree.,Yuxi was able to climb the tree and rescue the racoon.  She is rewarded with a few gemstones.,Yuxi was unable to climb the tree and scares the racoon in the process. The gnome turns some of her valubles into rocks.,Yuxi,7,,,,,0,0,0,0,0,16,16,16,462.6948814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.6780593000001,462.6948814,462.6948814,462.74547959999995,5,0.04912579999995614,None,462.74583269999994,462.7910131000001,468.79018210000004,468.79019289999997,468.7961007000001,468.7961007000001,476.1147112000001,476.1147112000001,475.9392895000001,476.075413,476.1147112000001,476.1147112000001,476.7458326000001,5,0.6292340999998487,None,476.7462868,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,476.80012910000005,478.0949567,None,,,"['1', '1']",478.09521010000003,478.11103130000015,478.11103130000015,478.11103130000015,483.11124530000006,483.11124530000006,483.11124530000006,483.0947062,"[0.988370600000053, 1.243521600000122]","[0.0009743000000526081, 0.0009142999999767198]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Emma attempts to rely on her intelligence to decipher directions for the mercenaries.,Emma was able to successfully direct the travelers. She is rewarded with some gold coins.,Emma was unable to help and is punched for wasting the mercenary's time. She is bruised in the process.,Emma,7,,,,,0,0,0,0,0,17,17,17,483.11124530000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0949957,483.11124530000006,483.11124530000006,483.7460158000001,5,0.6326785999999629,None,483.74653680000006,483.7983058,489.7935221,489.79353260000016,489.82177130000014,489.82177130000014,497.1061357000001,497.1061357000001,496.96459300000015,497.0999888000001,497.1061357000001,497.1061357000001,497.7451323,5,0.637614400000075,None,497.7455453,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,497.81239819999996,499.1788887,None,,,"['1', '1']",499.1791436000001,499.1955623000001,499.1955623000001,499.1955623000001,,,,504.1947133000001,"[1.0511085000000548, 1.306230400000004]","[0.0009600000000773434, 0.0010534000000461674]",,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.19482960000005,504.21147050000013,504.21147050000013,504.21147050000013,512.5941407,1,8.37267699999984,None,RBDCW004_Run2,RBDCW004_Run2,2024-04-01_11h07.21.326,AdvTask_fMRI_masculinePronouns,2023.2.2,60.05479399403016,2024-04-01 11h07.34.253200 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.5941826000001,512.6339532,,528.595049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
