ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,WhiteMale_InGrp_Swap,Jack,Spencer,6,STR,An ogre emerges from a lift in the center of the room,Jack leaps at the ogre. He attempts to land a killing blow.,"Jack stabs the ogre in the chest, killing it instantly. He is met by roaring applause from the audience watching from above.",Jack stabs the ogre in the chest but fails to kill it instantly. He is bashed by the ogre’s fist dealing damage before it bleeds to death.,Jack,7,,,,,0,0,0,0,0,5,5,5,277.7244772999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.70743239999865,277.7244772999984,277.7244772999984,277.94145449999996,5,0.20672600000034436,None,277.9418405999986,277.98803379999845,283.9822125999999,283.9822224999989,284.01998509999976,284.01998509999976,291.30683939999835,291.30683939999835,291.1645265999996,291.3005740999997,291.30683939999835,291.30683939999835,291.9415709999994,5,0.6248044999992999,None,291.9420191999998,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,292.003186599999,296.85803009999836,"['2', '2']","[4.495058599999538, 4.788199000000532]","[0.0008756000006542308, 0.0009688999998616055]",None,296.8582904999985,296.87358270000004,296.87358270000004,296.87358270000004,301.85685359999843,,,301.8739622999983,301.8739622999983,301.8739622999983,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,7,STR,The floor of the next room is covered with small spikes.,Spencer tries to use their strength to push a nearby boulder. He pushes in the direction of the spikes.,Spencer successfully pushes the boulder carving a path along the spikes. He makes it across safely.,Spencer fails to push the boulder and slips in the process. He suffer damage but is able to make it across.,Spencer,9,,,,,0,0,0,0,0,6,6,6,301.8739622999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.8572706999985,301.8739622999983,301.8739622999983,301.9408984999991,5,0.05827999999928579,None,301.9412420999997,301.9867648999989,307.9858805999993,307.98589119999997,308.0078104999993,308.0078104999993,317.26242769999953,317.26242769999953,317.1158964999995,317.25211939999826,317.26242769999953,317.26242769999953,317.9408596999983,5,0.6691242999986571,None,317.9411412999998,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,317.99828329999946,323.8135259999999,None,,,"['1', '1']",323.8137793999995,323.82421819999945,323.82421819999945,323.82421819999945,328.8075504999997,"[5.540043400000286, 5.766695500000424]","[0.001022200000079465, 0.0009339999996882398]",328.8239003999988,328.8239003999988,328.8239003999988,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Jack tries to rely on his intelligence to open the box.,Jack was able to successfully open the box finding a valuable gemstone. He adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Jack’s hand. He suffers damage. ",Jack,6,,,,,0,0,0,0,0,7,7,7,328.8239003999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.80791469999895,328.8239003999988,328.8239003999988,328.94125509999867,5,0.10731740000119316,None,328.9416930999996,328.9920055999992,334.9564040999994,334.9564257999991,334.9744989999999,334.9744989999999,341.28105589999905,341.28105589999905,341.13893459999963,341.27482169999894,341.28105589999905,341.28105589999905,341.94116049999866,5,0.6502365000014834,None,341.94160379999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,342.00517519999994,345.4386037999993,None,,,"['1', '1']",345.4388592999985,345.45046079999884,345.45046079999884,345.45046079999884,350.4373373999988,"[3.1497781999987637, 3.375921999999264]","[0.0009520000003249152, 0.0013993000011396362]",350.4398231999985,350.4398231999985,350.4398231999985,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,9,STR,A wizard shoots an ice blast towards the players.,Spencer holds up a shield and tries to overpower the blast. He then attacks the wizard.,Spencer holds steady with the shield. He stabs the wizard. ,Spencer’s shield gets blown away from the blast. He stabs the wizard but is damaged from the blast.,Spencer,7,,,,,0,0,0,0,0,8,8,8,350.4398231999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.4375334999986,350.4398231999985,350.4398231999985,350.9409968,5,0.49156290000064473,None,350.9413810999995,350.9937545999983,356.99087340000005,356.9908835999995,357.01378999999906,357.01378999999906,364.29967639999995,364.29967639999995,364.1581131999992,364.2938405999994,364.29967639999995,364.29967639999995,365.40747669999837,5,1.1037839999989956,0.0009312000001955312,365.4079226999984,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,365.4707718999998,370.34128859999873,"['2', '2']","[4.493140000000494, 4.792418999999427]","[0.0010000000002037268, 0.001098200000342331]",None,370.34154359999957,370.35773939999854,370.35773939999854,370.35773939999854,375.34124669999983,,,375.3575897999999,375.3575897999999,375.3575897999999,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Jack attempts to use his wit to solve the mystery of the crystals.,Jack deciphers that the crystals required a specific sequence of touches. He inputs the sequence and waits for the gas to dissipate before proceeding.,Jack is unable to decipher the mystery of the flashing crystals. He runs across and suffers damage before pulling a lever dissipating the gas.,Jack,8,,,,,0,0,0,0,0,9,9,9,375.3575897999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.34179479999875,375.3575897999999,375.3575897999999,375.94047509999837,5,0.573729200001253,None,375.9408635,375.99416649999876,381.9851086999988,381.98511889999827,381.99048009999933,381.99048009999933,390.25700340000003,390.25700340000003,390.1154787999985,390.2512601999988,390.25700340000003,390.25700340000003,390.4243374999987,5,0.15948350000144274,0.0009866999989753822,390.4248613,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,390.48830709999856,396.12570029999915,None,,,"['1', '1']",396.12595220000003,396.14012939999884,396.14012939999884,396.14012939999884,401.12313279999944,"[5.037669200000892, 5.580783600000359]","[0.000917499999559368, 0.0016988000006676884]",401.1397156999992,401.1397156999992,401.1397156999992,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Jack relies on their strength to try and turn the wheel. He tries with all their might.,Jack successfully turns the valve shutting off the steam. He creates safe passage to the next chamber.,Jack is unable to turn the wheel. He is forced to dash across the hot steam and takes damage in the process.,Jack,8,,,,,0,0,0,0,0,10,10,10,401.1397156999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.12338249999993,401.1397156999992,401.1397156999992,401.9410441,5,0.7914383999996062,None,401.9415640999996,401.9994563,407.9955919999993,407.9956024999992,408.0063571999999,408.0063571999999,416.2774871999991,416.2774871999991,416.1315780999994,416.26784319999933,416.2774871999991,416.2774871999991,416.94090589999905,5,0.6536614000015106,None,416.9414061999996,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,417.0093881999983,420.4421637999985,None,,,"['1', '1']",420.4424162999985,420.4557808999998,420.4557808999998,420.4557808999998,425.4388497,"[3.1125147999991896, 3.3735003000001598]","[None, 0.0009418999998160871]",425.4562249999999,425.4562249999999,425.4562249999999,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,12,STR,A zombie emerges from the corner and swings its club.,Spencer reflexively tried to grab the club. his attempts to overpower the swing. ,Spencer successfully stops the blow. He decapitates the zombie in retaliation.,Spencer is unable to stop the attack before and suffers damage. He was able to decapitate the zombie in retaliation.,Spencer,8,,,,,0,0,0,0,0,11,11,11,425.4562249999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.43914399999994,425.4562249999999,425.4562249999999,425.9402621999998,5,0.4748584999997547,None,425.9406978999996,425.99620869999853,431.997159999999,431.9971704999989,432.0259110999996,432.0259110999996,440.2953856999993,440.2953856999993,440.1535525999989,440.2891820999994,440.2953856999993,440.2953856999993,440.94042479999916,5,0.6360217000001285,None,440.9408706999984,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,441.01041949999853,444.5101477999997,"['2', '2']","[3.187655800000357, 3.4404448000004777]","[0.0009867000007943716, 0.0009628999996493803]",None,444.5104003999986,444.52232509999885,444.52232509999885,444.52232509999885,449.5055696999989,,,449.5228116999988,449.5228116999988,449.5228116999988,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,13,INT,A vast pit connects the entrance and exit to the chamber. ,Spencer tries to leverage his cleverness to devise a way to cross.,Spencer’s throws dirt over the gap. He reveals an invisible bridge and makes it across safely.,Spencer’s unsuccessfully tries to think of a plan. He jumps across but drops some valuables from his pack.,Spencer,6,,,,,0,0,0,0,0,12,12,12,449.5228116999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.505979399999,449.5228116999988,449.5228116999988,449.94028459999936,5,0.40873260000080336,None,449.9407244999984,450.00252199999886,455.9962539999997,455.9962637999997,456.0268694999995,456.0268694999995,462.33349729999827,462.33349729999827,462.1910687999989,462.3277571999988,462.33349729999827,462.33349729999827,462.9402983,5,0.5975479999997333,None,462.94074329999967,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,463.0160286999999,468.22225869999966,None,,,"['1', '1']",468.22252149999986,468.2387882999992,468.2387882999992,468.2387882999992,473.22251379999943,"[4.730792100001054, 5.139734100001078]","[0.0014764999996259576, 0.0009577999990142416]",473.23908499999925,473.23908499999925,473.23908499999925,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,14,INT,A blind serpent patrols the next room.,Jack tries to rely on his cleverness to silently outmanuever the serpent.,Jack throws a pebble to distract the serpent. He successfully distract it long enough and makes it through.,Jack tries to sneak across but slips. He makes it passed but the serpent bites their pack causing some valuables to spill.,Jack,7,,,,,0,0,0,0,0,13,13,13,473.23908499999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.22279139999955,473.23908499999925,473.23908499999925,473.9404141999985,5,0.694200500000079,None,473.9409031999985,474.00069429999894,479.9933399999991,479.9933499999988,480.02658319999864,480.02658319999864,487.3137741999999,487.3137741999999,487.1697279,487.30534739999894,487.3137741999999,487.3137741999999,487.93988360000003,5,0.6185759999989386,None,487.94027749999987,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,488.0191821999997,493.2114083999986,None,,,"['1', '1']",493.21165969999856,493.22342089999984,493.22342089999984,493.22342089999984,498.2217582999983,"[4.7425994999994145, 5.134131900000284]","[0.0008820000002742745, 0.0007810999995854218]",,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Spencer tries to muster his strength to pull the platform up.,Spencer successfully pulls the bridge up. He latches it to a nearby pillar.,Spencer only partically pulls up the lift but not enough to be useable. He is forced to jump across dropping some valuables from their pack in the process. ,Spencer,6,,,,,0,0,0,0,0,14,14,14,498.2392673999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2221004999992,498.2392673999984,498.2392673999984,498.9399967999998,5,0.6930546000003233,None,498.94044249999934,499.00476329999947,504.99456779999855,504.99457829999847,505.02986839999903,505.02986839999903,511.3340679999983,511.3340679999983,511.1921266999998,511.3283275999984,511.3340679999983,511.3340679999983,511.93947899999876,5,0.5983507999990252,None,511.93982369999867,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,512.0129179999985,515.5504411999991,"['2', '2']","[3.0538159999996424, 3.4741868000000977]","[0.0009960000006685732, 0.0008194999991246732]",None,515.5506914999987,515.5619462999985,515.5619462999985,515.5619462999985,520.548340899999,,,520.5554342999985,520.5554342999985,520.5554342999985,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Jack relies on his mental aptitude to overcome the psychic attack.,Jack successfully breaks the hypnosis. He shatters the mirror dispelling the effect.,Jack eventually overcomes the mental anguish and is able to break the mirror. He suffers damage due to the mirror's effects.,Jack,7,,,,,0,0,0,0,0,15,15,15,520.5554342999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5485407999986,520.5554342999985,520.5554342999985,520.9396142999994,5,0.37774630000058096,None,520.9399934999983,521.006626299999,526.9992582999985,526.9992681999993,527.0265723999983,527.0265723999983,534.314652699999,534.314652699999,534.1724954999991,534.3083503999987,534.314652699999,534.314652699999,535.5550352999999,5,1.1762148999987403,0.0008907000010367483,535.5552270999997,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,535.5716047999995,538.9022270999994,"['2', '2']","[2.9032269999988785, 3.2672586999997293]","[0.0009397000012540957, None]",None,538.9024806999987,538.9135303999992,538.9135303999992,538.9135303999992,543.9059677999994,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,17,STR,A contending gladiator stands in front of the duo.,Jack charges the gladiator and swings with all his strength.,Jack breaks through the gladiator’s attempt to block the attack. He defeats them in a single strike.,Jack bashes the gladiator defeating them but suffers a counterattack in the process. He suffers damage.,Jack,6,,,,,0,0,0,0,0,16,16,16,543.9224273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9064558999999,543.9224273,543.9224273,543.939404499999,5,0.009716900000057649,None,543.9398530999988,544.0055607999984,550.0073129999982,550.0073225999986,550.0367829999996,550.0367829999996,556.274519999999,556.274519999999,556.1285685999992,556.2641678999989,556.274519999999,556.274519999999,556.9398572999999,5,0.6576244999996561,None,556.940388699999,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,557.0156818999985,560.0554004999995,"['2', '2']","[2.5460670000011305, 2.9439840000013646]","[0.0009417999990546377, 0.0009916999988490716]",None,560.0556577999996,560.0713303999983,560.0713303999983,560.0713303999983,565.0551257999996,,,565.0718192999993,565.0718192999993,565.0718192999993,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,18,INT,Upon entering chamber begins to fill with water. A puzzle consisting of complex symbols is next to a release valve.,Spencer relies on his intellect to try to solve the puzzle.,Spencer succeeds in solving the puzzle with plenty of time. He escapes without issue.,Spencer fails numerous times before succeeding. He must drop some valuables to reach the exit before suffocating.,Spencer,9,,,,,0,0,0,0,0,17,17,17,565.0718192999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.055374399999,565.0718192999993,565.0718192999993,565.9396332999986,5,0.86131209999985,None,565.9401174999985,566.0125420999993,572.0058136999996,572.0058238999991,572.0418542999996,572.0418542999996,581.2914493999997,581.2914493999997,581.1498506999997,581.2857596999984,581.2914493999997,581.2914493999997,581.9389678999996,5,0.6406248999992386,None,581.9393144999995,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,582.016278699999,586.2968677999997,None,,,"['1', '1']",586.2971195999999,586.307791199999,586.307791199999,586.307791199999,591.3045407999998,"[3.5283036999990145, 4.208364599999186]","[0.0009769000007509021, 0.000925600001210114]",,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
1,WhiteMale_InGrp_Swap,Jack,Spencer,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.3046982999986,591.3221951999985,591.3221951999985,591.3221951999985,593.7724763999995,1,2.3866030999997747,0.001062699999238248,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_13h45.50.498,AdvTask_fMRI_masculinePronouns,2023.2.2,60.025450791453466,2024-04-01 13h57.19.188405 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7724986999983,593.7882534,609.7721351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.7888432999989,,,,,,,,
