ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1000,WhiteFemale_InGrp,Becky,Emma,6,STR,An ogre emerges from a lift in the center of the room,Becky leaps at the ogre. She attempts to land a killing blow.,"Becky stabs the ogre in the chest, killing it instantly. She is met by roaring applause from the audience watching from above.",Becky stabs the ogre in the chest but fails to kill it instantly. She is bashed by the ogre’s fist dealing damage before it bleeds to death.,Becky,7,,,,,0,0,0,0,0,5,5,5,226.69147609999345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6749226999964,226.69147609999345,226.69147609999345,227.50847659999272,5,0.8141117000050144,None,227.5087777000008,227.5352964999911,233.53140859999985,233.53141899999173,233.56121289999282,233.56121289999282,240.8460858999897,240.8460858999897,240.70459449999908,240.84011170000304,240.8460858999897,240.8460858999897,241.5083694999921,5,0.6595025999995414,None,241.50870900000155,241.5444112999976,241.5444112999976,241.5444112999976,241.5444112999976,241.5444112999976,241.5444112999976,241.5444112999976,241.5444112999976,244.4079025999963,"['2', '2']",None,,,244.40826329999254,244.42439649999142,244.42439649999142,244.42439649999142,249.40811009999015,249.4246828000032,249.4246828000032,249.4246828000032,"[1.9710210000048392, 2.835766300006071]","[0.0006950999959371984, None]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,7,STR,The floor of the next room is covered with small spikes.,Emma tries to use their strength to push a nearby boulder. She pushes in the direction of the spikes.,Emma successfully pushes the boulder carving a path along the spikes. She makes it across safely.,Emma fails to push the boulder and slips in the process. She suffer damage but is able to make it across.,Emma,9,,,,,0,0,0,0,0,6,6,6,249.4246828000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.40841389998968,249.4246828000032,249.4246828000032,249.50829339999473,5,0.08052669999597128,None,249.50856560000102,249.53382579999743,255.53283419999934,255.53284420000273,255.56108369999856,255.56108369999856,264.8071288999927,264.8071288999927,264.6696976999956,264.8049294999946,264.8071288999927,264.8071288999927,265.508319399989,5,0.6982624000083888,None,265.50865679999697,265.54435489999014,265.54435489999014,265.54435489999014,265.54435489999014,265.54435489999014,265.54435489999014,265.54435489999014,265.54435489999014,269.5642611999938,None,"['1', '1']","[3.2129147999949055, 3.9876915000058943]","[0.0008899000094970688, 0.0009982999908970669]",269.56450870000117,269.5749469000002,269.5749469000002,269.5749469000002,274.57460269999865,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,8,INT,Inside the next chamber is puzzle box that requires a sequence of clever moves to open. ,Becky tries to rely on her intelligence to open the box.,Becky was able to successfully open the box finding a valuable gemstone. She adds the gemstone to her pack.,"After too many failed attempts, the box explodes in Becky’s hand. She suffers damage. ",Becky,6,,,,,0,0,0,0,0,7,7,7,274.59116090000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.57485439999436,274.59116090000316,274.59116090000316,275.50819809999666,5,0.9142707999999402,None,275.5085015999939,275.5379910999909,281.5361527999921,281.53616269999475,281.5607733999932,281.5607733999932,287.83427009999286,287.83427009999286,287.68831990000035,287.8239843999909,287.83427009999286,287.83427009999286,288.5082391999895,5,0.6711833000008482,None,288.5086164999957,288.5454791999946,288.5454791999946,288.5454791999946,288.5454791999946,288.5454791999946,288.5454791999946,288.5454791999946,288.5454791999946,290.40207749999536,None,"['1', '1']","[1.2927300000010291, 1.8246371999994153]","[0.0009508999937679619, 0.000942600003327243]",290.40232149999065,290.4120389000018,290.4120389000018,290.4120389000018,295.40665619999345,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,9,STR,A wizard shoots an ice blast towards the players.,Emma holds up a shield and tries to overpower the blast. She then attacks the wizard.,Emma holds steady with the shield. She stabs the wizard. ,Emma’s shield gets blown away from the blast. She stabs the wizard but is damaged from the blast.,Emma,7,,,,,0,0,0,0,0,8,8,8,295.4244472999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.40704169998935,295.4244472999999,295.4244472999999,295.5080447999935,5,0.08103510001092218,None,295.5083401000011,295.538247199991,301.532770299993,301.5327802999964,301.56997660000343,301.56997660000343,308.85800619999645,308.85800619999645,308.7160198999918,308.8523195000016,308.85800619999645,308.85800619999645,309.50812849999056,5,0.6475893999886466,None,309.5084344999923,309.54654969999683,309.54654969999683,309.54654969999683,309.54654969999683,309.54654969999683,309.54654969999683,309.54654969999683,309.54654969999683,311.71612040000036,"['2', '2']",None,,,311.71636419999413,311.7253805999935,311.7253805999935,311.7253805999935,316.72445219999645,,,,"[1.4266013000014937, 2.1208324000035645]","[None, 0.0008173999958671629]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,10,INT,A ditch of dense noxious gas separates the entrance and exit of this chamber. On the entrance wall is a series of crystals flashing rythmically.,Becky attempts to use her wit to solve the mystery of the crystals.,Becky deciphers that the crystals required a specific sequence of touches. She inputs the sequence and waits for the gas to dissipate before proceeding.,Becky is unable to decipher the mystery of the flashing crystals. She runs across and suffers damage before pulling a lever dissipating the gas.,Becky,8,,,,,0,0,0,0,0,9,9,9,316.7409750999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.72472719999496,316.7409750999941,316.7409750999941,317.5081155999942,5,0.7643711999990046,None,317.5084823999932,317.54407920000085,323.541438699991,323.54144980000274,323.5591034999961,323.5591034999961,331.8288460999902,331.8288460999902,331.68648920000123,331.8227954999893,331.8288460999902,331.8288460999902,332.5077375999972,5,0.676925099993241,None,332.50807239999995,332.5473619999975,332.5473619999975,332.5473619999975,332.5473619999975,332.5473619999975,332.5473619999975,332.5473619999975,332.5473619999975,334.58776450000005,None,"['1', '1']","[1.5298182999977143, 2.00774589998764]","[0.0009008999913930893, 0.000987200008239597]",334.5880068999977,334.5997167000023,334.5997167000023,334.5997167000023,339.5907106999948,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,11,STR,The duo enter a room with scalding steam vents. A rusted wheel controlling the steam flow is fixed to the wall.,Becky relies on their strength to try and turn the wheel. She tries with all their might.,Becky successfully turns the valve shutting off the steam. She creates safe passage to the next chamber.,Becky is unable to turn the wheel. She is forced to dash across the hot steam and takes damage in the process.,Becky,8,,,,,0,0,0,0,0,10,10,10,339.607299700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.590956,339.607299700001,339.607299700001,340.50774939999974,5,0.8984669000055874,None,340.50807799999893,340.54493889999867,346.53739230000065,346.5374026999925,346.5533957000007,346.5533957000007,354.82283550000284,354.82283550000284,354.680512299994,354.8167162000027,354.82283550000284,354.82283550000284,355.5077806999907,5,0.6834703000058653,None,355.5080903999915,355.55186009999306,355.55186009999306,355.55186009999306,355.55186009999306,355.55186009999306,355.55186009999306,355.55186009999306,355.55186009999306,358.0752336000005,"['2', '2']",None,,,358.07548109999334,358.0904164999956,358.0904164999956,358.0904164999956,363.074166099992,363.0907531999983,363.0907531999983,363.0907531999983,"[1.8215452000004007, 2.4805063999956474]","[0.001141000000643544, 0.0009901000012177974]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,12,STR,A zombie emerges from the corner and swings its club.,Emma reflexively tried to grab the club. her attempts to overpower the swing. ,Emma successfully stops the blow. She decapitates the zombie in retaliation.,Emma is unable to stop the attack before and suffers damage. She was able to decapitate the zombie in retaliation.,Emma,8,,,,,0,0,0,0,0,11,11,11,363.0907531999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.07448919999297,363.0907531999983,363.0907531999983,363.5076556999993,5,0.4156185000028927,None,363.50795169999765,363.54900309999357,369.54367990000173,369.5436903999944,369.5809675999917,369.5809675999917,377.816006699999,377.816006699999,377.6743049999932,377.809863100003,377.816006699999,377.816006699999,378.50773189999745,5,0.6903714000072796,None,378.50806969999394,378.5525525999983,378.5525525999983,378.5525525999983,378.5525525999983,378.5525525999983,378.5525525999983,378.5525525999983,378.5525525999983,382.19239349999407,"['2', '2']",None,,,382.192993699995,382.21041349999723,382.21041349999723,382.21041349999723,387.2064231999975,,,,"[2.1627086000080453, 3.5887023999966914]","[0.0009626999963074923, 0.000936100012040697]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,13,INT,A vast pit connects the entrance and exit to the chamber. ,Emma tries to leverage her cleverness to devise a way to cross.,Emma’s throws dirt over the gap. She reveals an invisible bridge and makes it across safely.,Emma’s unsuccessfully tries to think of a plan. She jumps across but drops some valuables from her pack.,Emma,6,,,,,0,0,0,0,0,12,12,12,387.22406619999674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.2068789999903,387.22406619999674,387.22406619999674,387.5079942000011,5,0.2823266000050353,None,387.508431299997,387.5493507999927,393.54107849999855,393.541089499995,393.5789226999914,393.5789226999914,399.88491700000304,399.88491700000304,399.74289249999856,399.8786262999929,399.88491700000304,399.88491700000304,400.5076216000016,5,0.621509699994931,None,400.507958999995,400.5525011999998,400.5525011999998,400.5525011999998,400.5525011999998,400.5525011999998,400.5525011999998,400.5525011999998,400.5525011999998,402.6945812999911,None,"['1', '1']","[1.4577857000113, 2.089759700000286]","[0.0008568999910494313, 0.00102530000731349]",402.69483009999385,402.70679579999705,402.70679579999705,402.70679579999705,407.68951650000236,407.70712549999007,407.70712549999007,407.70712549999007,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,14,INT,A blind serpent patrols the next room.,Becky tries to rely on her cleverness to silently outmanuever the serpent.,Becky throws a pebble to distract the serpent. She successfully distract it long enough and makes it through.,Becky tries to sneak across but slips. She makes it passed but the serpent bites their pack causing some valuables to spill.,Becky,7,,,,,0,0,0,0,0,13,13,13,407.70712549999007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.68981399999757,407.70712549999007,407.70712549999007,408.5075511000032,5,0.7992685999925015,None,408.50785319998977,408.5484609999985,414.54543099999137,414.54544129999704,414.5567003999895,414.5567003999895,421.8446344999975,421.8446344999975,421.70205700000224,421.83842699999514,421.8446344999975,421.8446344999975,422.5077378999995,5,0.6619185000017751,None,422.50818140000047,422.5588885000034,422.5588885000034,422.5588885000034,422.5588885000034,422.5588885000034,422.5588885000034,422.5588885000034,422.5588885000034,426.2224928999931,None,"['1', '1']","[2.959460300000501, 3.6083425999968313]","[0.0008117999968817458, 0.0012865000026067719]",426.2227439999988,426.23327229999995,426.23327229999995,426.23327229999995,431.22379309999815,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,15,STR,A bridge across a chasm is lifted to be usable by a series of pulleys attached to a chain.,Emma tries to muster her strength to pull the platform up.,Emma successfully pulls the bridge up. She latches it to a nearby pillar.,Emma only partically pulls up the lift but not enough to be useable. She is forced to jump across dropping some valuables from their pack in the process. ,Emma,6,,,,,0,0,0,0,0,14,14,14,431.24028250000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.2241126000008,431.24028250000265,431.24028250000265,431.5072446999984,5,0.2660848000086844,None,431.50754379999125,431.5506575999898,437.50762279999617,437.5076442999998,437.56129409999994,437.56129409999994,443.8538919999992,443.8538919999992,443.71212399999786,443.8476742999919,443.8538919999992,443.8538919999992,444.5079523000022,5,0.6526549999980489,None,444.5084790999972,444.56226120000065,444.56226120000065,444.56226120000065,444.56226120000065,444.56226120000065,444.56226120000065,444.56226120000065,444.56226120000065,449.6837395999901,"['2', '2']",None,,,449.68398689999594,449.69486119999783,449.69486119999783,449.69486119999783,454.6891822999896,,,,"[4.579220200001146, 5.072308500006329]","[0.0009657000045990571, 0.0006767000013496727]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,16,INT,A magical mirror is sits in the middle of the room. It hypnotizes the adventuerers by reflecting their deepest fears,Becky relies on her mental aptitude to overcome the psychic attack.,Becky successfully breaks the hypnosis. She shatters the mirror dispelling the effect.,Becky eventually overcomes the mental anguish and is able to break the mirror. She suffers damage due to the mirror's effects.,Becky,7,,,,,0,0,0,0,0,15,15,15,454.7066003999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.6894966999971,454.7066003999935,454.7066003999935,455.50761819999025,5,0.7998452000028919,None,455.50811619999877,455.5624844999984,461.54853800000274,461.54854809999233,461.5608065999986,461.5608065999986,468.8488509000017,468.8488509000017,468.7069741000014,468.84270090000064,468.8488509000017,468.8488509000017,469.50711999999476,5,0.6576892000011867,None,469.5074258999957,469.5551007999893,469.5551007999893,469.5551007999893,469.5551007999893,469.5551007999893,469.5551007999893,469.5551007999893,469.5551007999893,474.6802819000004,None,"['1', '1']","[4.451227000012295, 5.083306000000448]","[None, None]",474.68052939999325,474.6914090999926,474.6914090999926,474.6914090999926,479.68903509998927,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,17,STR,A contending gladiator stands in front of the duo.,Becky charges the gladiator and swings with all her strength.,Becky breaks through the gladiator’s attempt to block the attack. She defeats them in a single strike.,Becky bashes the gladiator defeating them but suffers a counterattack in the process. She suffers damage.,Becky,6,,,,,0,0,0,0,0,16,16,16,479.70658929999627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.68939410000166,479.70658929999627,479.70658929999627,480.5070604999928,5,0.799790099990787,None,480.5073865000013,480.5532217,486.55081859999336,486.550828499996,486.5620671999932,486.5620671999932,492.7968109999929,492.7968109999929,492.65567510000255,492.7910880999989,492.7968109999929,492.7968109999929,493.50698310000007,5,0.7095448999898508,None,493.5072849999997,493.554638799993,493.554638799993,493.554638799993,493.554638799993,493.554638799993,493.554638799993,493.554638799993,493.554638799993,495.57240819999424,"['2', '2']",None,,,495.57266959999106,495.5906622999901,495.5906622999901,495.5906622999901,500.57334259999334,,,,"[1.1498317000077805, 1.9259395000117365]","[0.0009685999975772575, 0.00083710000035353]",,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.57343199999013,500.58992529999523,500.58992529999523,500.58992529999523,506.18884000000253,1,5.598530199989909,None,Plt2_Run1,001,2024-02-15_16h00.48.271,AdvTask_fMRI_masculinePronouns,2023.2.2,59.912850764540465,2024-02-15 16h00.59.705340 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.18887859999086,506.2332197999931,,522.1901203000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
