ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1000,WhiteFemale_InGrp,Becky,Emma,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Emma charges forward. She swings her weapon with all her might.,Emma parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Emma’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Emma,6,,,,,0,0,0,0,0,5,5,5,226.04004210000858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.02407530001074,226.04004210000858,226.04004210000858,226.15724200000113,5,0.10765099999844097,None,226.15769210000872,226.1951626000082,232.1757428000128,232.17575400001078,232.2045741000038,232.2045741000038,238.44537970000238,238.44537970000238,238.2983407000138,238.43413820001297,238.44537970000238,238.44537970000238,239.15676990000065,5,0.702297499999986,None,239.15701900000568,239.18723580001097,239.18723580001097,239.18723580001097,239.18723580001097,239.18723580001097,239.18723580001097,239.18723580001097,239.18723580001097,242.07953870001074,None,,,"['1', '1']",242.07979990000604,242.09260930000164,242.09260930000164,242.09260930000164,,,,247.09016410000913,"[1.8989447000058135, 2.8630202999920584]","[0.0009244999964721501, 0.0009531000105198473]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Becky picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Becky is successful. She stores some of the ore to prospect later.,Becky accidentally bashes their hand in the process. She suffers an injury.,Becky,7,,,,,0,0,0,0,0,6,6,6,247.10667470000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.09060590001172,247.10667470000044,247.10667470000044,247.15691119999974,5,0.04089940000267234,None,247.1573572000052,247.19445070000074,253.1803046999994,253.18031560000964,253.21957340001245,253.21957340001245,260.4687837000092,260.4687837000092,260.32745830000204,260.46300090001023,260.4687837000092,260.4687837000092,261.1567165000015,5,0.6788904999993974,None,261.1569904000062,261.1927648000128,261.1927648000128,261.1927648000128,261.1927648000128,261.1927648000128,261.1927648000128,261.1927648000128,261.1927648000128,268.1130209000112,None,,,"['1', '1']",268.1132782000059,268.1235847000062,268.1235847000062,268.1235847000062,273.1231606000074,273.1231606000074,273.1231606000074,273.1066654000024,"[6.416374799999176, 6.876410600001691]","[0.0009642999939387664, 0.0009022000012919307]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,8,INT,The duo stumbles across the camp of a known murdering bandit.,Emma tries to think of a clever way to subdue the bandit. She hides while pondering.,Emma navigates a path behind the bandit. She hits them over the head with rock.,Emma attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Emma,7,,,,,0,0,0,0,0,7,7,7,273.1231606000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.1069803000137,273.1231606000074,273.1231606000074,273.15668540001207,5,0.024113400009809993,None,273.1569745000015,273.1857827000058,279.18327970000973,279.1832921000023,279.21729700001015,279.21729700001015,286.50461620000715,286.50461620000715,286.36230360000627,286.49868580000475,286.50461620000715,286.50461620000715,287.1568644000072,5,0.6428592000011122,None,287.1573214000091,287.20014580000134,287.20014580000134,287.20014580000134,287.20014580000134,287.20014580000134,287.20014580000134,287.20014580000134,287.20014580000134,290.8315217000054,None,,,"['1', '1']",290.83178020000923,290.8423014,290.8423014,290.8423014,,,,295.83955840001,"[2.750980900003924, 3.5881932000047527]","[0.0010345000046072528, 0.0009637000039219856]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Becky tries to muscle her way up the rock.,Becky successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Becky was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Becky,8,,,,,0,0,0,0,0,8,8,8,295.8561583000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.8400072000077,295.8561583000119,295.8561583000119,296.1565425000008,5,0.29159780000918545,None,296.15679510000336,296.18519700001343,302.1844260000071,302.1844364000135,302.212958300006,302.212958300006,310.48668400000315,310.48668400000315,310.34048270000494,310.4760837000067,310.48668400000315,310.48668400000315,311.15717970000696,5,0.6606441999902017,None,311.1576869000128,311.2038836000138,311.2038836000138,311.2038836000138,311.2038836000138,311.2038836000138,311.2038836000138,311.2038836000138,311.2038836000138,314.6593709000008,None,,,"['1', '1']",314.6596283000108,314.6726669000054,314.6726669000054,314.6726669000054,319.67272180000145,319.67272180000145,319.67272180000145,319.6552546000021,"[2.741406100001768, 3.4103650000033667]","[0.0009726999996928498, 0.0009594000002834946]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Emma relies on her wit to try to decipher the combination on the lock.,Emma unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Emma triggers a trap and an arrow is launched at them. She suffers damage.,Emma,7,,,,,0,0,0,0,0,9,9,9,319.67272180000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.65562430000864,319.67272180000145,319.67272180000145,320.15641350000806,5,0.4749405000038678,None,320.1566795000108,320.1892966000014,326.1821542000107,326.1821658000117,326.20317000000796,326.20317000000796,333.4916028000007,333.4916028000007,333.3471641000069,333.4828234000015,333.4916028000007,333.4916028000007,334.15650180001103,5,0.6558475000056205,None,334.15690520001226,334.20312560000457,334.20312560000457,334.20312560000457,334.20312560000457,334.20312560000457,334.20312560000457,334.20312560000457,334.20312560000457,337.72024200001033,None,,,"['1', '1']",337.7204991000035,337.7305548000004,337.7305548000004,337.7305548000004,,,,342.723006900007,"[2.8301305000059074, 3.478055500003393]","[0.000952499991399236, 0.0009430999925825745]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Emma attempts to overpower the charging dog using her pack to absorb the bite.,Emma successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Emma is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Emma,6,,,,,0,0,0,0,0,10,10,10,342.73947930001304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7234465000074,342.73947930001304,342.73947930001304,343.15646850000485,5,0.4082994000054896,None,343.1568610000104,343.1977775000123,349.1892227000062,349.18923280001036,349.21655660000397,349.21655660000397,355.4865397000103,355.4865397000103,355.3438049000106,355.4801595000026,355.4865397000103,355.4865397000103,356.1565042000002,5,0.660847899998771,None,356.15696520000347,356.20456670000567,356.20456670000567,356.20456670000567,356.20456670000567,356.20456670000567,356.20456670000567,356.20456670000567,356.20456670000567,361.7414546000073,['2'],[3.0278490999917267],[0.0007961000083014369],"['1', '1', '1']",361.7423443000007,361.7621257999999,361.7621257999999,361.7621257999999,,,,366.7559958000056,"[4.492698699992616, 5.165768899998511, 5.4895947999903]","[0.0009214000019710511, 0.0009110999963013455, 0.0010131000017281622]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Becky attempts to slash at the branches with all her might.,Becky successfully cuts through the branches. She suffers no ill effects.,Becky is able to cut through after considerable effort. She suffers some injuries in the process.,Becky,8,,,,,0,0,0,0,0,11,11,11,366.7725347000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.7563549000042,366.7725347000087,366.7725347000087,367.15631810000923,5,0.37497950000397395,None,367.1567599000118,367.2000767000136,373.18770470000163,373.18771510000806,373.20633040000394,373.20633040000394,381.48196520000056,381.48196520000056,381.33527350000804,381.47243160000653,381.48196520000056,381.48196520000056,382.1562219000043,5,0.6654954999976326,None,382.1566143000091,382.20524530000694,382.20524530000694,382.20524530000694,382.20524530000694,382.20524530000694,382.20524530000694,382.20524530000694,382.20524530000694,386.2265776999993,"['2', '2']","[3.1343557000072906, 3.9750082999962615]","[0.0006881000008434057, 0.0009608000109437853]",None,386.2268388000084,386.23864460000186,386.23864460000186,386.23864460000186,391.23888270001044,391.23888270001044,391.23888270001044,391.2223809999996,,,,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Becky tries to rely on her intelligence to decipher the species of mushroom.,Becky recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Becky misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Becky,6,,,,,0,0,0,0,0,12,12,12,391.23888270001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.2226231000095,391.23888270001044,391.23888270001044,392.15600300001097,5,0.9085946999985026,None,392.1563931000128,392.20048540001153,398.19675840000855,398.19676950000576,398.22700470000564,398.22700470000564,404.5386489000084,404.5386489000084,404.3918255000026,404.5274754000129,404.5386489000084,404.5386489000084,405.15604220000387,5,0.6088506000087364,None,405.1565122000029,405.2054657000117,405.2054657000117,405.2054657000117,405.2054657000117,405.2054657000117,405.2054657000117,405.2054657000117,405.2054657000117,408.8445781000046,None,,,"['1', '1']",408.8448389000114,408.8564817000006,408.8564817000006,408.8564817000006,413.85542440001154,413.85542440001154,413.85542440001154,413.83903020000434,"[3.1709862999996403, 3.597775600006571]","[0.0008258000016212463, 0.0009426999895367771]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,14,INT,The duo come across a set of track leading off the path,Emma attempts to be clever. She looks for clues to parse the direction of the tracks.,Emma identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Emma identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,13,13,13,413.85542440001154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.8393600000127,413.85542440001154,413.85542440001154,414.1560560000071,5,0.2933980999951018,None,414.1565050000063,414.20572140000877,420.1890956999996,420.18910580000374,420.20524770001066,420.20524770001066,426.50976480000827,426.50976480000827,426.3657452000043,426.5014583000011,426.50976480000827,426.50976480000827,427.1556964000047,5,0.6389769999950659,None,427.1559440000128,427.2008870000136,427.2008870000136,427.2008870000136,427.2008870000136,427.2008870000136,427.2008870000136,427.2008870000136,427.2008870000136,433.3586606000026,"['2', '2']","[5.48369609999645, 6.103876499997568]","[0.000906600005691871, 0.0007359000010183081]",None,433.3589268000069,433.37049270000716,433.37049270000716,433.37049270000716,438.37196490001224,438.37196490001224,438.37196490001224,438.3545052000118,,,,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,15,STR,A boar emerges from the nearby foliage.,Becky attempts to strike the boar with all her strength.,Becky successfully strikes down the boar. She is able to reclaim some meat to sell later.,Becky wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Becky,6,,,,,0,0,0,0,0,14,14,14,438.37196490001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.35479060000216,438.37196490001224,438.37196490001224,439.15548950000084,5,0.7768633999949088,None,439.15575390000595,439.1966618000006,445.1941293000127,445.19414010000764,445.2155989000021,445.2155989000021,451.4571747000009,451.4571747000009,451.3090677,451.44576020000386,451.4571747000009,451.4571747000009,452.15577420000045,5,0.6916966999997385,None,452.1561306000076,452.2090714000078,452.2090714000078,452.2090714000078,452.2090714000078,452.2090714000078,452.2090714000078,452.2090714000078,452.2090714000078,454.6063320000103,"['2', '2']","[1.541349099992658, 2.3482631999941077]","[0.0009390000050188974, 0.0009914999973261729]",None,454.6065990000061,454.6216034000099,454.6216034000099,454.6216034000099,459.6220832000108,459.6220832000108,459.6220832000108,459.6052195000084,,,,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Emma attempts to rely on her intelligence to find a solution. ,Emma was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Emma was unable to think of a solution. She is thanked by the upset villager for trying….,Emma,7,,,,,0,0,0,0,0,15,15,15,459.6220832000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.60549170000013,459.6220832000108,459.6220832000108,460.1559700000071,5,0.5268919999944046,None,460.1563717000099,460.2045034000039,466.1961115000013,466.19612210000923,466.20844030000444,466.20844030000444,473.46244030000526,473.46244030000526,473.31753860000754,473.4539627000049,473.46244030000526,473.46244030000526,474.15556080000533,5,0.6863978000037605,None,474.1558808000118,474.21140770000056,474.21140770000056,474.21140770000056,474.21140770000056,474.21140770000056,474.21140770000056,474.21140770000056,474.21140770000056,477.9876393000013,None,,,"['1', '1']",477.9878985000105,478.00481520000903,478.00481520000903,478.00481520000903,,,,482.9888709000079,"[2.9889005000004545, 3.7240118000045186]","[0.000981699995463714, 0.0009232000011252239]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Emma attempts to use her strength and athleticism to climb the tree.,Emma was able to climb the tree and rescue the racoon.  She is rewarded with a few gemstones.,Emma was unable to climb the tree and scares the racoon in the process. The gnome turns some of her valubles into rocks.,Emma,7,,,,,0,0,0,0,0,16,16,16,483.00532350000867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.98930480000854,483.00532350000867,483.00532350000867,483.155379600008,5,0.1435492000018712,None,483.1556341000105,483.1996247000061,489.20446180000727,489.20447300000524,489.22230839999975,489.22230839999975,496.51201460001175,496.51201460001175,496.3649210000003,496.50118099999963,496.51201460001175,496.51201460001175,497.155597200006,5,0.6365271000104258,None,497.1559941000014,497.21457300000475,497.21457300000475,497.21457300000475,497.21457300000475,497.21457300000475,497.21457300000475,497.21457300000475,497.21457300000475,500.4928199000133,None,,,"['1', '1']",500.4930768000049,500.50461150000046,500.50461150000046,500.50461150000046,505.50498670000525,505.50498670000525,505.50498670000525,505.48859740000626,"[2.570800799992867, 3.2308210999908624]","[0.0009646999969845638, 0.0008406999986618757]",,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
1000,WhiteFemale_InGrp,Becky,Emma,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.48870370000077,505.50498670000525,505.50498670000525,505.50498670000525,508.5193883000029,1,2.9685224999993807,0.000927200002479367,Adv_Plt2_Run2,001,2024-02-15_16h11.31.722,AdvTask_fMRI_masculinePronouns,2023.2.2,60.049600967092275,2024-02-15 16h11.52.717993 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.5194118000072,508.52193460000854,524.5217295000039,524.5051859000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
