ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1110,ChineseFemale_OutGrp,Emma,Yuxi,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Yuxi charges forward. She swings her weapon with all her might.,Yuxi parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Yuxi’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Yuxi,6,,,,,0,0,0,0,0,5,5,5,233.431812200055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.41576330002863,233.431812200055,233.431812200055,233.91518040001392,5,0.4829798000282608,None,233.91552030004095,233.9554305000347,239.95265910000307,239.9526694000233,239.9656044000294,239.9656044000294,246.2757081000018,246.2757081000018,246.12950979999732,246.2653665000107,246.2757081000018,246.2757081000018,246.38144379999721,5,0.1040870999568142,0.000908799993339926,246.3816657999996,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,246.42266380001092,250.3241254000459,None,,,"['1', '1']","[3.1402795999892987, 3.8581618999596685]","[0.0008033000049181283, 0.0009557000012136996]",250.3243825000245,250.33774530002847,250.33774530002847,250.33774530002847,,,,255.3306354000233,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Emma picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Emma is successful. She stores some of the ore to prospect later.,Emma accidentally bashes their hand in the process. She suffers an injury.,Emma,7,,,,,0,0,0,0,0,6,6,6,255.34795230004238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.33102240000153,255.34795230004238,255.34795230004238,255.91525750001892,5,0.5667908000177704,None,255.91560000000754,255.95450600003824,261.95270320004784,261.95271380001213,261.9732686000061,261.9732686000061,269.26410310005303,269.26410310005303,269.1216687000124,269.25785250001354,269.26410310005303,269.26410310005303,269.9152275000233,5,0.6507978999870829,None,269.91557670000475,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,269.96649640001124,273.7797510000528,None,,,"['1', '1']","[2.603175600001123, 3.7593747999635525]","[0.0009185000089928508, 0.0009997000452131033]",273.7800019000424,273.7903290000395,273.7903290000395,273.7903290000395,,,,278.78070220001973,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,8,INT,The duo stumbles across the camp of a known murdering bandit.,Yuxi tries to think of a clever way to subdue the bandit. She hides while pondering.,Yuxi navigates a path behind the bandit. She hits them over the head with rock.,Yuxi attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Yuxi,7,,,,,0,0,0,0,0,7,7,7,278.7978784000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.78111120004905,278.7978784000152,278.7978784000152,278.9151727000135,5,0.11685259995283559,None,278.91551770002116,278.95486660004826,284.94627850002144,284.94628910004394,284.9789873000118,284.9789873000118,292.2658988000476,292.2658988000476,292.1229489000398,292.25958930002525,292.2658988000476,292.2658988000476,292.915051900025,5,0.6488944999873638,None,292.91543740005,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,292.96969610004453,298.6987135000527,"['2', '2']","[4.453081600018777, 5.686014399980195]","[0.0011338999611325562, 0.000963800004683435]",None,,,298.6989696000237,298.71396630001254,298.71396630001254,298.71396630001254,303.7146184000303,303.7146184000303,303.7146184000303,303.6981269000098,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Emma tries to muscle her way up the rock.,Emma successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Emma was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Emma,8,,,,,0,0,0,0,0,8,8,8,303.7146184000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6984591000364,303.7146184000303,303.7146184000303,303.9149631000473,5,0.20009409997146577,None,303.9153073000489,303.95997100003297,309.95786160003627,309.9578739000135,309.96422610001173,309.96422610001173,318.26202190003823,318.26202190003823,318.1196485000546,318.25566730002174,318.26202190003823,318.26202190003823,318.9499965000432,5,0.6528352000168525,0.019831900019198656,318.9501960000489,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,318.96523100003833,323.3995893000392,None,,,"['1', '1']","[3.981374400027562, 4.391454500029795]","[0.0010364999761804938, 0.0010207999730482697]",323.39984150003875,323.4139780999976,323.4139780999976,323.4139780999976,328.41415790002793,328.41415790002793,328.41415790002793,328.39787340001203,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Yuxi relies on her wit to try to decipher the combination on the lock.,Yuxi unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Yuxi triggers a trap and an arrow is launched at them. She suffers damage.,Yuxi,7,,,,,0,0,0,0,0,9,9,9,328.41415790002793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.39818330004346,328.41415790002793,328.41415790002793,328.9556080000475,5,0.5006152000278234,0.019869200012180954,328.9557958000223,328.9639408000512,334.950084000011,334.95009310002206,334.9632490000222,334.9632490000222,342.2484231000417,342.2484231000417,342.1071435000049,342.2431913000182,342.2484231000417,342.2484231000417,342.9579668000224,5,0.6664452999830246,0.019753800006583333,342.9581611000467,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,342.9750500000082,347.73305229999823,['2'],[3.2888026000000536],[0.0008744999649934471],"['1', '1', '1']","[4.107759899983648, 4.518700600019656, 4.712618899997324]","[0.0009428000194020569, 0.0009148999815806746, 0.000959100027102977]",347.7334195000003,347.74706020002486,347.74706020002486,347.74706020002486,352.7473046000232,352.7473046000232,352.7473046000232,352.73124170000665,334.9632490000222,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Yuxi attempts to overpower the charging dog using her pack to absorb the bite.,Yuxi successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Yuxi is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Yuxi,6,,,,,0,0,0,0,0,10,10,10,352.7473046000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.731544600043,352.7473046000232,352.7473046000232,352.9152819000301,5,0.1675423000124283,None,352.91579660004936,352.96707310003694,358.9536114000366,358.9536226000055,358.9885314000421,358.9885314000421,365.2588971000514,365.2588971000514,365.1163446000428,365.25248180003837,365.2588971000514,365.2588971000514,365.9492261999985,5,0.6557671999908052,0.020033799984958023,365.94942740001716,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,365.9664005000377,369.88351690000854,"['2', '2']","[2.837997600028757, 3.8672760000335984]","[0.0, 0.0009834999800659716]",None,,,369.883768700005,369.8968521000352,369.8968521000352,369.8968521000352,374.89710030000424,374.89710030000424,374.89710030000424,374.88073400000576,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Emma attempts to slash at the branches with all her might.,Emma successfully cuts through the branches. She suffers no ill effects.,Emma is able to cut through after considerable effort. She suffers some injuries in the process.,Emma,8,,,,,0,0,0,0,0,11,11,11,374.89710030000424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.8810379000497,374.89710030000424,374.89710030000424,374.9546742000384,5,0.01761169999372214,0.019883800006937236,374.9548637000262,374.96430290001445,380.9550393000245,380.9550497000455,380.98907980002696,380.98907980002696,389.2527192000416,389.2527192000416,389.1133039999986,389.2497433000244,389.2527192000416,389.2527192000416,389.96197770000435,5,0.6623544999747537,0.019606599991675466,389.96216940000886,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,389.9773679000209,393.8774001999991,"['2', '2']","[3.393412299978081, 3.8503926999983378]","[0.0010583000257611275, 0.0010236999951303005]",None,,,393.8776579000405,393.8885273000342,393.8885273000342,393.8885273000342,,,,398.87986180000007,380.98907980002696,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Emma tries to rely on her intelligence to decipher the species of mushroom.,Emma recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Emma misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Emma,6,,,,,0,0,0,0,0,12,12,12,398.89773700002115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.88036100001773,398.89773700002115,398.89773700002115,398.95852810004726,5,0.017068799992557615,0.019895299978088588,398.95871780003654,398.96461439999985,404.9594933000044,404.9595036000246,404.97211200004676,404.97211200004676,411.27877309999894,411.27877309999894,411.13590030005435,411.27230650000274,411.27877309999894,411.27877309999894,411.95568960002856,5,0.6360411000205204,0.019886899972334504,411.95589020004263,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,411.97160879999865,417.44930400000885,"['2', '2']","[4.779123599990271, 5.418112799990922]","[0.0009598999749869108, 0.0009697999921627343]",None,,,417.4499458000064,417.4694295000518,417.4694295000518,417.4694295000518,,,,422.46304080000846,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,14,INT,The duo come across a set of track leading off the path,Yuxi attempts to be clever. She looks for clues to parse the direction of the tracks.,Yuxi identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Yuxi identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Yuxi,6,,,,,0,0,0,0,0,13,13,13,422.48046630003955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.4634057000512,422.48046630003955,422.48046630003955,422.957907300035,5,0.43431079998845235,0.019902000029105693,422.9580956000136,422.96391890000086,428.97897550003836,428.9789856999996,428.9938563000178,428.9938563000178,435.23070539999753,435.23070539999753,435.0891279000207,435.224592500017,435.23070539999753,435.23070539999753,435.9643948000157,5,0.6851224999991246,0.019888099981471896,435.9645879000309,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,435.98071000003256,438.82268180005485,None,,,"['1', '1']","[2.388012500014156, 2.7890193000203]","[0.000983299978543073, 0.0008993999799713492]",438.82293720002053,438.8340009000385,438.8340009000385,438.8340009000385,,,,443.83020270004636,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,15,STR,A boar emerges from the nearby foliage.,Emma attempts to strike the boar with all her strength.,Emma successfully strikes down the boar. She is able to reclaim some meat to sell later.,Emma wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,14,14,14,443.8469967000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8305483000004,443.8469967000419,443.8469967000419,443.9305049000541,5,0.06879360001767054,None,443.9308402000461,443.98151800001506,449.96699700003956,449.9670078000054,449.9830791000277,449.9830791000277,456.25193200004287,456.25193200004287,456.11031480005477,456.2459025999997,456.25193200004287,456.25193200004287,456.5141179000493,5,0.24912970000877976,0.0013916000025346875,456.51451440004166,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,456.5716581000015,460.107525600004,"['2', '2']","[2.386025699961465, 3.475279700011015]","[0.0009544000495225191, 0.001027999969664961]",None,,,460.1077883000253,460.11871880001854,460.11871880001854,460.11871880001854,,,,465.11348110000836,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Yuxi attempts to rely on her intelligence to find a solution. ,Yuxi was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Yuxi was unable to think of a solution. She is thanked by the upset villager for trying….,Yuxi,7,,,,,0,0,0,0,0,15,15,15,465.1300004000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.11377560003893,465.1300004000077,465.1300004000077,466.5143709999975,5,1.377860900014639,0.0010620999964885414,466.5148770000087,466.5690337000415,472.52946910000173,472.52949050004827,472.54667050001444,472.54667050001444,479.82094320002943,479.82094320002943,479.67860640003346,479.8151440000511,479.82094320002943,479.82094320002943,479.9301692000008,5,0.09530830004950985,None,479.93051350000314,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,479.9973418000154,485.5952292000293,None,,,"['1', '1']","[5.144607099995483, 5.534548999974504]","[0.0008923999848775566, None]",485.59548670001095,485.6076014999999,485.6076014999999,485.6076014999999,,,,490.5960208000033,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Yuxi attempts to use her strength and athleticism to climb the tree.,Yuxi was able to climb the tree and rescue the racoon.  She is rewarded with a few gemstones.,Yuxi was unable to climb the tree and scares the racoon in the process. The gnome turns some of her valubles into rocks.,Yuxi,7,,,,,0,0,0,0,0,16,16,16,490.61340140004177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.5964780000504,490.61340140004177,490.61340140004177,491.51345130003756,5,0.8953795999987051,0.0015890999929979444,491.51372660003835,491.5653074000147,497.5290361000225,497.52905200002715,497.55603250005515,497.55603250005515,504.8432214000495,504.8432214000495,504.70073710003635,504.8373264000402,504.8432214000495,504.8432214000495,504.9297413000022,5,0.07261919998563826,None,504.9300228000502,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,504.99184220004827,507.1830504000536,None,,,"['1', '1']","[1.6189324000151828, 2.129980399971828]","[0.00091409997548908, 0.0008903000270947814]",507.1833011000417,507.1959433000302,507.1959433000302,507.1959433000302,512.1965660999995,512.1965660999995,512.1965660999995,512.1800282000331,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Emma attempts to rely on her intelligence to decipher directions for the mercenaries.,Emma was able to successfully direct the travelers. She is rewarded with some gold coins.,Emma was unable to help and is punched for wasting the mercenary's time. She is bruised in the process.,Emma,7,,,,,0,0,0,0,0,17,17,17,512.1965660999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1803562000277,512.1965660999995,512.1965660999995,512.9301873000222,5,0.7192871000152081,None,512.9305307000177,512.9896917000297,518.9816498000291,518.9816613000003,519.0036405000137,519.0036405000137,526.257449900033,526.257449900033,526.1153976000496,526.2514379000058,526.257449900033,526.257449900033,526.9303786000237,5,0.6587187999975868,None,526.9307216000161,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,527.0540026000235,533.0070468000486,"['2', '2']","[5.41775400005281, 5.841104000050109]","[0.0009188999538309872, 0.0006601999630220234]",None,,,533.0073012000066,533.0185020000208,533.0185020000208,533.0185020000208,,,,538.0127185000456,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.012803300051,538.0292219000403,538.0292219000403,538.0292219000403,539.9789841000456,1,1.941572499985341,None,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_16h55.26.009,AdvTask_fMRI_masculinePronouns,2023.2.2,59.84157540518327,2024-04-18 16h55.33.915751 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.9790127000306,540.0260598000023,,555.9790914000478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
