ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1110,ChineseFemale_OutGrp,Emma,Yuxi,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Yuxi charges forward. She swings her weapon with all her might.,Yuxi parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Yuxi’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Yuxi,6,,,,,0,0,0,0,0,5,5,5,254.5999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.58378380000002,254.5999818,254.5999818,255.7169547,5,1.1148812000000135,None,255.71730419999997,255.74410029999999,261.73369349999996,261.7337099,261.75053419999995,261.75053419999995,268.04418669999995,268.04418669999995,267.90254849999997,268.03768720000005,268.04418669999995,268.04418669999995,268.31725070000005,5,0.26501369999999724,None,268.31760080000004,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,268.36178110000003,275.06701239999995,"['2', '2']",None,,,275.0673798,275.0992807,275.0992807,275.0992807,,,,280.0833764,"[6.471397100000047, 6.662322900000049]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Emma picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Emma is successful. She stores some of the ore to prospect later.,Emma accidentally bashes their hand in the process. She suffers an injury.,Emma,7,,,,,0,0,0,0,0,6,6,6,280.1000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.08372369999995,280.1000031,280.1000031,280.3171652,5,0.20825160000003962,None,280.3175503,280.35434439999995,286.35086379999996,286.3508733,286.3812938,286.3812938,293.66833970000005,293.66833970000005,293.52541410000003,293.6618251,293.66833970000005,293.66833970000005,294.31687780000004,5,0.6407787999999641,None,294.31722390000004,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,294.3619718,300.99020210000003,"['2', '2']",None,,,300.99046020000003,301.00074399999994,301.00074399999994,301.00074399999994,305.9999834,305.9999834,305.9999834,305.98343150000005,"[6.400208200000009, 6.584354100000041]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,8,INT,The duo stumbles across the camp of a known murdering bandit.,Yuxi tries to think of a clever way to subdue the bandit. She hides while pondering.,Yuxi navigates a path behind the bandit. She hits them over the head with rock.,Yuxi attempts to sneak behind the bandit. She is caught and is painfully struck before subduing the bandit. ,Yuxi,7,,,,,0,0,0,0,0,7,7,7,305.9999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.98376140000005,305.9999834,305.9999834,306.3169842,5,0.3084370000000263,None,306.317324,306.35435800000005,312.34858069999996,312.3485908,312.3667822,312.3667822,319.65625,319.65625,319.51378509999995,319.6504602,319.65625,319.65625,320.3169183,5,0.6521119000000226,None,320.3172753,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,320.36454919999994,327.01581309999995,None,"['1', '1']","[6.402636199999961, 6.60754750000001]","[None, None]",327.01608799999997,327.03246920000004,327.03246920000004,327.03246920000004,332.03329799999995,332.03329799999995,332.03329799999995,332.0160343,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,9,STR,The duo arrives a large rock tall enough to give a better view of the area.,Emma tries to muscle her way up the rock.,Emma successfully climbs to the top of the rock. She spots a shortcut to a known hunting ground.,Emma was unable to clumb the rock. She falls on her shoulder and suffers an injury.,Emma,8,,,,,0,0,0,0,0,8,8,8,332.03329799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.01651030000005,332.03329799999995,332.03329799999995,332.31687680000005,5,0.2750431999999705,None,332.3173151,332.3564669,338.34725230000004,338.34726209999997,338.36570959999995,338.36570959999995,346.6323553,346.6323553,346.4903044,346.6266545,346.6323553,346.6323553,347.3164014,5,0.6758715000000279,None,347.31675499999994,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,347.36103060000005,353.66622800000005,"['2', '2']",None,,,353.66649340000004,353.6835922,353.6835922,353.6835922,,,,358.6828699,"[5.124245400000007, 6.265157699999975]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,10,INT,"In the bandit camp, the players are presented with a locked ornate chest.",Yuxi relies on her wit to try to decipher the combination on the lock.,Yuxi unlocks the chest revealing a pouch of gold inside. She puts the treasure in her pack for safekeeping.,Yuxi triggers a trap and an arrow is launched at them. She suffers damage.,Yuxi,7,,,,,0,0,0,0,0,9,9,9,358.69974049999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6832568,358.69974049999996,358.69974049999996,359.3166284,5,0.608875600000033,None,359.3169732,359.35774019999997,365.35366369999997,365.35367299999996,365.38315750000004,365.38315750000004,372.66848059999995,372.66848059999995,372.52699959999995,372.66275499999995,372.66848059999995,372.66848059999995,373.31669469999997,5,0.6398020999999972,None,373.31708979999996,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,373.37002770000004,377.37254459999997,None,"['1', '1']","[3.018057200000044, 3.9310851000000184]","[None, None]",377.3727989,377.3838293,377.3838293,377.3838293,,,,382.38240240000005,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,11,STR,As the duo continue they stumble across a rabid dog. The dog begins chargins.,Yuxi attempts to overpower the charging dog using her pack to absorb the bite.,Yuxi successfully overpowers the dog. She redirects the dog and shoves it down an steep adjacent hill.,Yuxi is able to absorb the brunt of the attack and pushes the dog down an adjacent hill. She gets several scratches in the process.,Yuxi,6,,,,,0,0,0,0,0,10,10,10,382.3990225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.38265879999994,382.3990225,382.3990225,383.31665599999997,5,0.9092952999999966,None,383.317038,383.3597248,389.35508930000003,389.35509920000004,389.38739180000005,389.38739180000005,395.69096260000003,395.69096260000003,395.54844230000003,395.68470560000003,395.69096260000003,395.69096260000003,396.3167498,5,0.6177124999999819,None,396.3171966,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,396.3684644,399.0169098,"['2', '2']",None,,,399.01716669999996,399.03265079999994,399.03265079999994,399.03265079999994,404.0326278,404.0326278,404.0326278,404.0164353,"[2.4117198000000144, 2.5976448999999775]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,12,STR,As the duo continue their path is blocked by a dense and thorny mass of bushes.,Emma attempts to slash at the branches with all her might.,Emma successfully cuts through the branches. She suffers no ill effects.,Emma is able to cut through after considerable effort. She suffers some injuries in the process.,Emma,8,,,,,0,0,0,0,0,11,11,11,404.0326278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0168615,404.0326278,404.0326278,404.316107,5,0.2760046999999872,None,404.3164445,404.36037339999996,410.36053030000005,410.3605536,410.38692449999996,410.38692449999996,418.65804890000004,418.65804890000004,418.51165100000003,418.64847540000005,418.65804890000004,418.65804890000004,419.31611080000005,5,0.6514331000000766,None,419.31650160000004,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,419.36598720000006,424.0705702,"['2', '2']",None,,,424.07082420000006,424.08246429999997,424.08246429999997,424.08246429999997,429.0825241,429.0825241,429.0825241,429.0663152000001,"[4.464223400000037, 4.6601378000000295]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,13,INT,The duo come across a tree strump with glowing mushrooms growing on top.,Emma tries to rely on her intelligence to decipher the species of mushroom.,Emma recalls that these mushrooms have healing properties. She stores them in their pack to sell later.,Emma misremembers the mushroom's species. She is zapped by the mushroom's glow when they try to pick them.,Emma,6,,,,,0,0,0,0,0,12,12,12,429.0825241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0667333,429.0825241,429.0825241,429.3161969,5,0.22697310000000925,None,429.31657470000005,429.3618308,435.33266990000004,435.3326872,435.36940300000003,435.36940300000003,441.6696683,441.6696683,441.5261061,441.66220110000006,441.6696683,441.6696683,442.3162705,5,0.6399572000000262,None,442.31666040000005,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,442.3758382,446.06503840000005,None,"['1', '1']","[3.4374718000000257, 3.63926570000001]","[None, None]",446.0653062,446.0830406,446.0830406,446.0830406,,,,451.06563470000003,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,14,INT,The duo come across a set of track leading off the path,Yuxi attempts to be clever. She looks for clues to parse the direction of the tracks.,Yuxi identies the direction of the tracks. She successfully avoids stepping on a nearby python in the process.,Yuxi identies the direction of the tracks. She accidentally steps on a python and is bitten suffering an injury in the process.,Yuxi,6,,,,,0,0,0,0,0,13,13,13,451.08186969999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0659544,451.08186969999997,451.08186969999997,451.31656770000006,5,0.22832739999989826,None,451.31705640000007,451.3758289,457.35762080000006,457.3576312,457.3937055,457.3937055,463.6654671,463.6654671,463.52201650000006,463.65908490000004,463.6654671,463.6654671,464.31631860000005,5,0.6440873999999894,None,464.3167711,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,464.3799316000001,470.2332805,"['2', '2']",None,,,470.2335392,470.2482146,470.2482146,470.2482146,475.24870410000005,475.24870410000005,475.24870410000005,475.23224830000004,"[5.581304000000046, 5.788484700000026]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,15,STR,A boar emerges from the nearby foliage.,Emma attempts to strike the boar with all her strength.,Emma successfully strikes down the boar. She is able to reclaim some meat to sell later.,Emma wasn't strong enough to strike down the boar. She is tripped by the boar as it escapes suffering an injury in the process.,Emma,6,,,,,0,0,0,0,0,14,14,14,475.24870410000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.2325528,475.24870410000005,475.24870410000005,475.8793862,5,0.584577999999965,None,475.8795802000001,475.88480630000004,481.8820648000001,481.88208,481.89893700000005,481.89893700000005,488.13049050000006,488.13049050000006,487.9884078,488.1242872,488.13049050000006,488.13049050000006,488.3157285,5,0.17910779999999704,None,488.31608070000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,488.37538570000004,494.58642870000006,"['2', '2']",None,,,494.5866892,494.598604,494.598604,494.598604,499.5986914,499.5986914,499.5986914,499.5813406,"[5.203876100000002, 6.154883400000017]","[None, None]",,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,16,INT,The duo come across a wagon stuck in the mud and a distressed villager.,Yuxi attempts to rely on her intelligence to find a solution. ,Yuxi was able to find a strong branch to lever the wagon out of the mud. She was rewarded with some gold coins.,Yuxi was unable to think of a solution. She is thanked by the upset villager for trying….,Yuxi,7,,,,,0,0,0,0,0,15,15,15,499.5986914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.5817349,499.5986914,499.5986914,500.86609699999997,5,1.2655875000000378,None,500.86652960000004,500.9204502,506.8818436,506.88186010000004,506.92127270000003,506.92127270000003,514.201137,514.201137,514.0603458,514.1959053,514.201137,514.201137,514.3174758,5,0.10864500000002408,None,514.3183648,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,514.3849036,518.2048126,None,"['1', '1']","[3.574224699999945, 3.7682168999999703]","[None, None]",518.2050797,518.2179188,518.2179188,518.2179188,,,,523.2151718,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,17,STR,The duo come across a forest gnome requesting aid to rescue their pet racoon from a tree.,Yuxi attempts to use her strength and athleticism to climb the tree.,Yuxi was able to climb the tree and rescue the racoon.  She is rewarded with a few gemstones.,Yuxi was unable to climb the tree and scares the racoon in the process. The gnome turns some of her valubles into rocks.,Yuxi,7,,,,,0,0,0,0,0,16,16,16,523.2319304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.2155723000001,523.2319304,523.2319304,523.3152986,5,0.07764900000006492,None,523.31564,523.3682481000001,529.3577291,529.3577404,529.3948821,529.3948821,536.6824449000001,536.6824449000001,536.5399051,536.6765062000001,536.6824449000001,536.6824449000001,537.3155517,5,0.6275187999999616,None,537.315946,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,537.3841118,540.9521550000001,None,"['1', '1']","[3.3110419000000775, 3.5050727999999935]","[None, None]",540.9524112,540.964998,540.964998,540.964998,545.9649303,545.9649303,545.9649303,545.9484767,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,18,INT,The duo come across two traveling mercenaries engaged in a heated argument about directions.,Emma attempts to rely on her intelligence to decipher directions for the mercenaries.,Emma was able to successfully direct the travelers. She is rewarded with some gold coins.,Emma was unable to help and is punched for wasting the mercenary's time. She is bruised in the process.,Emma,7,,,,,0,0,0,0,0,17,17,17,545.9649303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.9487760000001,545.9649303,545.9649303,546.3153512,5,0.34511510000004364,None,546.3157083,546.3702665000001,552.3719967000001,552.3720068,552.3812403000001,552.3812403000001,559.6301752,559.6301752,559.4840370000001,559.6196233000001,559.6301752,559.6301752,560.3154557,5,0.6793057999999519,None,560.3158500000001,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,560.3823328,564.1975375000001,None,"['1', '1']","[2.862777000000051, 3.7587683000000425]","[None, None]",564.1977954,564.2156621,564.2156621,564.2156621,,,,569.21481,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
1110,ChineseFemale_OutGrp,Emma,Yuxi,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.214933,569.2313105000001,569.2313105000001,569.2313105000001,570.9972391,1,1.760428700000034,None,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h10.34.054,AdvTask_fMRI_masculinePronouns,2023.2.2,59.94186837604678,2024-04-15 11h10.48.701121 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.9972699,571.0405529000001,586.9985509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
